"",,,,,
Layer,node,Number of connected classes,Number of classes total,csv row,pruning type
0,59,1,10,1,Waypoint_14
0,101,6,10,1,Waypoint_14
0,128,1,10,1,Waypoint_14
0,135,1,10,1,Waypoint_14
0,168,2,10,1,Waypoint_14
0,169,6,10,1,Waypoint_14
1,40,1,10,1,Waypoint_14
1,75,1,10,1,Waypoint_14
1,111,1,10,1,Waypoint_14
1,124,7,10,1,Waypoint_14
1,139,1,10,1,Waypoint_14
1,170,2,10,1,Waypoint_14
2,8,2,10,1,Waypoint_14
2,37,1,10,1,Waypoint_14
2,42,3,10,1,Waypoint_14
2,95,2,10,1,Waypoint_14
2,127,1,10,1,Waypoint_14
2,139,4,10,1,Waypoint_14
2,143,1,10,1,Waypoint_14
2,148,2,10,1,Waypoint_14
2,173,1,10,1,Waypoint_14
3,3,5,10,1,Waypoint_14
3,21,1,10,1,Waypoint_14
3,42,2,10,1,Waypoint_14
3,59,1,10,1,Waypoint_14
3,60,1,10,1,Waypoint_14
3,73,2,10,1,Waypoint_14
3,106,1,10,1,Waypoint_14
3,176,1,10,1,Waypoint_14
4,74,6,10,1,Waypoint_14
4,83,3,10,1,Waypoint_14
4,161,3,10,1,Waypoint_14
4,163,3,10,1,Waypoint_14
5,44,9,10,1,Waypoint_14
5,163,1,10,1,Waypoint_14
5,169,2,10,1,Waypoint_14
6,171,10,10,1,Waypoint_14
7,107,5,10,1,Waypoint_14
7,115,5,10,1,Waypoint_14
8,90,10,10,1,Waypoint_14
8,144,10,10,1,Waypoint_14
9,20,10,10,1,Waypoint_14
9,66,10,10,1,Waypoint_14
14,58,10,10,1,Waypoint_14
14,61,10,10,1,Waypoint_14
19,23,1,10,1,Waypoint_14
19,46,1,10,1,Waypoint_14
19,57,9,10,1,Waypoint_14
19,112,6,10,1,Waypoint_14
20,60,6,10,1,Waypoint_14
20,155,1,10,1,Waypoint_14
20,190,1,10,1,Waypoint_14
21,0,6,10,1,Waypoint_14
21,5,1,10,1,Waypoint_14
21,41,1,10,1,Waypoint_14
21,86,1,10,1,Waypoint_14
21,173,8,10,1,Waypoint_14
22,11,7,10,1,Waypoint_14
22,14,1,10,1,Waypoint_14
22,54,1,10,1,Waypoint_14
22,94,1,10,1,Waypoint_14
22,191,1,10,1,Waypoint_14
23,3,1,10,1,Waypoint_14
23,14,1,10,1,Waypoint_14
23,53,4,10,1,Waypoint_14
23,143,1,10,1,Waypoint_14
23,159,1,10,1,Waypoint_14
24,62,1,10,1,Waypoint_14
24,123,1,10,1,Waypoint_14
24,156,1,10,1,Waypoint_14
25,44,1,10,1,Waypoint_14
25,113,1,10,1,Waypoint_14
26,49,1,10,1,Waypoint_14
26,127,1,10,1,Waypoint_14
,,,,,
"",,,,,
Layer,node,Number of connected classes,Number of classes total,csv row,pruning type
0,17,3,10,8,Waypoint_13
0,55,1,10,8,Waypoint_13
0,56,1,10,8,Waypoint_13
0,68,1,10,8,Waypoint_13
0,119,2,10,8,Waypoint_13
0,147,2,10,8,Waypoint_13
1,28,1,10,8,Waypoint_13
1,62,1,10,8,Waypoint_13
1,67,3,10,8,Waypoint_13
1,84,1,10,8,Waypoint_13
1,89,4,10,8,Waypoint_13
1,94,1,10,8,Waypoint_13
1,120,2,10,8,Waypoint_13
2,12,3,10,8,Waypoint_13
2,20,1,10,8,Waypoint_13
2,56,2,10,8,Waypoint_13
2,92,1,10,8,Waypoint_13
2,93,1,10,8,Waypoint_13
2,124,1,10,8,Waypoint_13
2,148,1,10,8,Waypoint_13
3,24,8,10,8,Waypoint_13
3,80,1,10,8,Waypoint_13
3,139,1,10,8,Waypoint_13
3,166,1,10,8,Waypoint_13
3,167,1,10,8,Waypoint_13
4,86,1,10,8,Waypoint_13
4,95,5,10,8,Waypoint_13
4,105,1,10,8,Waypoint_13
5,76,1,10,8,Waypoint_13
5,164,1,10,8,Waypoint_13
6,18,9,10,8,Waypoint_13
6,102,9,10,8,Waypoint_13
7,84,9,10,8,Waypoint_13
7,97,10,10,8,Waypoint_13
8,15,10,10,8,Waypoint_13
9,164,10,10,8,Waypoint_13
10,103,10,10,8,Waypoint_13
11,163,10,10,8,Waypoint_13
12,67,1,10,8,Waypoint_13
12,74,9,10,8,Waypoint_13
13,22,10,10,8,Waypoint_13
13,90,10,10,8,Waypoint_13
14,57,10,10,8,Waypoint_13
14,106,10,10,8,Waypoint_13
15,153,10,10,8,Waypoint_13
15,171,10,10,8,Waypoint_13
17,48,10,10,8,Waypoint_13
17,60,10,10,8,Waypoint_13
18,21,10,10,8,Waypoint_13
18,24,10,10,8,Waypoint_13
19,128,9,10,8,Waypoint_13
19,178,10,10,8,Waypoint_13
20,34,2,10,8,Waypoint_13
20,79,10,10,8,Waypoint_13
21,43,3,10,8,Waypoint_13
21,78,3,10,8,Waypoint_13
22,180,10,10,8,Waypoint_13
22,192,6,10,8,Waypoint_13
23,189,7,10,8,Waypoint_13
24,106,1,10,8,Waypoint_13
24,149,1,10,8,Waypoint_13
25,149,1,10,8,Waypoint_13
,,,,,
"",,,,,
Layer,node,Number of connected classes,Number of classes total,csv row,pruning type
0,17,3,10,8,Waypoint_14
0,55,1,10,8,Waypoint_14
0,56,1,10,8,Waypoint_14
0,68,1,10,8,Waypoint_14
0,119,2,10,8,Waypoint_14
0,147,2,10,8,Waypoint_14
1,28,1,10,8,Waypoint_14
1,62,1,10,8,Waypoint_14
1,67,3,10,8,Waypoint_14
1,84,1,10,8,Waypoint_14
1,89,4,10,8,Waypoint_14
1,94,1,10,8,Waypoint_14
1,120,2,10,8,Waypoint_14
2,12,3,10,8,Waypoint_14
2,20,1,10,8,Waypoint_14
2,56,2,10,8,Waypoint_14
2,92,1,10,8,Waypoint_14
2,93,1,10,8,Waypoint_14
2,124,1,10,8,Waypoint_14
2,148,1,10,8,Waypoint_14
3,24,8,10,8,Waypoint_14
3,80,1,10,8,Waypoint_14
3,139,1,10,8,Waypoint_14
3,166,1,10,8,Waypoint_14
3,167,1,10,8,Waypoint_14
4,86,1,10,8,Waypoint_14
4,95,5,10,8,Waypoint_14
4,105,1,10,8,Waypoint_14
5,76,1,10,8,Waypoint_14
5,164,1,10,8,Waypoint_14
6,18,9,10,8,Waypoint_14
6,102,9,10,8,Waypoint_14
7,84,9,10,8,Waypoint_14
7,97,10,10,8,Waypoint_14
8,15,10,10,8,Waypoint_14
9,164,10,10,8,Waypoint_14
10,103,10,10,8,Waypoint_14
11,163,10,10,8,Waypoint_14
12,67,1,10,8,Waypoint_14
12,74,9,10,8,Waypoint_14
13,22,10,10,8,Waypoint_14
13,90,10,10,8,Waypoint_14
14,57,10,10,8,Waypoint_14
14,106,10,10,8,Waypoint_14
15,153,10,10,8,Waypoint_14
15,171,10,10,8,Waypoint_14
17,48,10,10,8,Waypoint_14
17,60,10,10,8,Waypoint_14
18,21,10,10,8,Waypoint_14
18,24,10,10,8,Waypoint_14
19,128,9,10,8,Waypoint_14
19,178,10,10,8,Waypoint_14
20,34,2,10,8,Waypoint_14
20,79,10,10,8,Waypoint_14
21,43,3,10,8,Waypoint_14
21,78,3,10,8,Waypoint_14
22,180,10,10,8,Waypoint_14
22,192,6,10,8,Waypoint_14
23,189,7,10,8,Waypoint_14
24,106,1,10,8,Waypoint_14
24,149,1,10,8,Waypoint_14
25,149,1,10,8,Waypoint_14
,,,,,
"",,,,,
Layer,node,Number of connected classes,Number of classes total,csv row,pruning type
0,18,1,10,9,Waypoint_0
0,40,7,10,9,Waypoint_0
0,113,1,10,9,Waypoint_0
0,163,1,10,9,Waypoint_0
0,164,9,10,9,Waypoint_0
1,41,1,10,9,Waypoint_0
1,66,5,10,9,Waypoint_0
1,94,1,10,9,Waypoint_0
1,100,1,10,9,Waypoint_0
1,128,7,10,9,Waypoint_0
1,131,2,10,9,Waypoint_0
2,6,2,10,9,Waypoint_0
2,106,1,10,9,Waypoint_0
2,128,2,10,9,Waypoint_0
2,144,4,10,9,Waypoint_0
2,147,1,10,9,Waypoint_0
2,170,3,10,9,Waypoint_0
3,21,4,10,9,Waypoint_0
3,144,10,10,9,Waypoint_0
4,11,2,10,9,Waypoint_0
4,34,6,10,9,Waypoint_0
4,83,10,10,9,Waypoint_0
4,99,1,10,9,Waypoint_0
5,37,10,10,9,Waypoint_0
6,144,10,10,9,Waypoint_0
8,136,10,10,9,Waypoint_0
8,141,10,10,9,Waypoint_0
9,160,10,10,9,Waypoint_0
10,118,10,10,9,Waypoint_0
11,109,10,10,9,Waypoint_0
12,89,10,10,9,Waypoint_0
12,168,10,10,9,Waypoint_0
16,37,10,10,9,Waypoint_0
18,161,10,10,9,Waypoint_0
19,29,10,10,9,Waypoint_0
22,61,3,10,9,Waypoint_0
22,73,4,10,9,Waypoint_0
23,12,3,10,9,Waypoint_0
23,22,2,10,9,Waypoint_0
24,157,1,10,9,Waypoint_0
24,181,1,10,9,Waypoint_0
25,85,1,10,9,Waypoint_0
26,174,1,10,9,Waypoint_0
27,177,1,10,9,Waypoint_0
,,,,,
"",,,,,
Layer,node,Number of connected classes,Number of classes total,csv row,pruning type
0,27,2,10,2,Waypoint_0
0,45,1,10,2,Waypoint_0
0,147,2,10,2,Waypoint_0
0,162,2,10,2,Waypoint_0
0,165,1,10,2,Waypoint_0
1,3,7,10,2,Waypoint_0
1,26,1,10,2,Waypoint_0
1,38,2,10,2,Waypoint_0
1,71,1,10,2,Waypoint_0
1,74,1,10,2,Waypoint_0
1,97,4,10,2,Waypoint_0
1,124,1,10,2,Waypoint_0
1,127,1,10,2,Waypoint_0
1,168,2,10,2,Waypoint_0
2,41,6,10,2,Waypoint_0
2,53,1,10,2,Waypoint_0
2,61,1,10,2,Waypoint_0
2,85,3,10,2,Waypoint_0
2,90,5,10,2,Waypoint_0
2,155,4,10,2,Waypoint_0
3,24,3,10,2,Waypoint_0
3,45,1,10,2,Waypoint_0
3,71,4,10,2,Waypoint_0
3,143,6,10,2,Waypoint_0
3,164,6,10,2,Waypoint_0
4,69,4,10,2,Waypoint_0
4,94,2,10,2,Waypoint_0
4,97,1,10,2,Waypoint_0
4,111,4,10,2,Waypoint_0
4,114,4,10,2,Waypoint_0
4,168,1,10,2,Waypoint_0
5,28,3,10,2,Waypoint_0
5,29,5,10,2,Waypoint_0
5,42,4,10,2,Waypoint_0
5,86,2,10,2,Waypoint_0
5,104,6,10,2,Waypoint_0
6,24,4,10,2,Waypoint_0
6,80,4,10,2,Waypoint_0
6,140,4,10,2,Waypoint_0
6,158,6,10,2,Waypoint_0
7,29,2,10,2,Waypoint_0
7,133,6,10,2,Waypoint_0
7,159,2,10,2,Waypoint_0
8,54,4,10,2,Waypoint_0
8,88,6,10,2,Waypoint_0
8,121,6,10,2,Waypoint_0
8,129,4,10,2,Waypoint_0
9,15,4,10,2,Waypoint_0
9,23,4,10,2,Waypoint_0
9,54,2,10,2,Waypoint_0
9,95,6,10,2,Waypoint_0
9,97,4,10,2,Waypoint_0
10,11,3,10,2,Waypoint_0
10,14,3,10,2,Waypoint_0
10,134,7,10,2,Waypoint_0
11,165,10,10,2,Waypoint_0
11,181,4,10,2,Waypoint_0
12,63,10,10,2,Waypoint_0
12,155,1,10,2,Waypoint_0
13,74,10,10,2,Waypoint_0
14,145,10,10,2,Waypoint_0
16,60,10,10,2,Waypoint_0
17,88,10,10,2,Waypoint_0
18,53,8,10,2,Waypoint_0
18,67,10,10,2,Waypoint_0
19,63,1,10,2,Waypoint_0
21,85,7,10,2,Waypoint_0
22,35,9,10,2,Waypoint_0
23,31,1,10,2,Waypoint_0
23,96,5,10,2,Waypoint_0
23,112,2,10,2,Waypoint_0
23,116,4,10,2,Waypoint_0
24,197,1,10,2,Waypoint_0
25,83,1,10,2,Waypoint_0
25,194,1,10,2,Waypoint_0
26,140,1,10,2,Waypoint_0
26,183,2,10,2,Waypoint_0
,,,,,
"",,,,,
Layer,node,Number of connected classes,Number of classes total,csv row,pruning type
0,18,1,10,9,Waypoint_1
0,32,1,10,9,Waypoint_1
0,40,1,10,9,Waypoint_1
0,163,1,10,9,Waypoint_1
1,41,1,10,9,Waypoint_1
1,50,1,10,9,Waypoint_1
1,62,2,10,9,Waypoint_1
1,100,1,10,9,Waypoint_1
1,114,5,10,9,Waypoint_1
1,128,2,10,9,Waypoint_1
1,131,4,10,9,Waypoint_1
1,145,1,10,9,Waypoint_1
1,160,1,10,9,Waypoint_1
2,84,1,10,9,Waypoint_1
2,106,3,10,9,Waypoint_1
2,107,1,10,9,Waypoint_1
2,118,4,10,9,Waypoint_1
2,128,1,10,9,Waypoint_1
2,170,3,10,9,Waypoint_1
3,16,1,10,9,Waypoint_1
3,28,3,10,9,Waypoint_1
4,34,7,10,9,Waypoint_1
4,83,9,10,9,Waypoint_1
4,107,1,10,9,Waypoint_1
5,37,10,10,9,Waypoint_1
5,75,4,10,9,Waypoint_1
6,144,10,10,9,Waypoint_1
8,136,10,10,9,Waypoint_1
8,141,10,10,9,Waypoint_1
9,160,10,10,9,Waypoint_1
11,109,10,10,9,Waypoint_1
18,161,10,10,9,Waypoint_1
20,7,9,10,9,Waypoint_1
22,61,2,10,9,Waypoint_1
22,73,8,10,9,Waypoint_1
23,12,5,10,9,Waypoint_1
23,22,4,10,9,Waypoint_1
24,43,4,10,9,Waypoint_1
24,44,4,10,9,Waypoint_1
27,177,1,10,9,Waypoint_1
,,,,,
"",,,,,
Layer,node,Number of connected classes,Number of classes total,csv row,pruning type
0,6,2,10,2,Waypoint_1
0,45,1,10,2,Waypoint_1
0,123,5,10,2,Waypoint_1
0,128,2,10,2,Waypoint_1
0,139,4,10,2,Waypoint_1
0,147,1,10,2,Waypoint_1
0,155,1,10,2,Waypoint_1
1,33,1,10,2,Waypoint_1
1,38,7,10,2,Waypoint_1
1,49,1,10,2,Waypoint_1
1,74,1,10,2,Waypoint_1
1,124,3,10,2,Waypoint_1
1,127,2,10,2,Waypoint_1
2,15,1,10,2,Waypoint_1
2,61,1,10,2,Waypoint_1
2,85,7,10,2,Waypoint_1
2,103,1,10,2,Waypoint_1
2,140,1,10,2,Waypoint_1
2,155,8,10,2,Waypoint_1
3,3,1,10,2,Waypoint_1
3,36,3,10,2,Waypoint_1
3,45,5,10,2,Waypoint_1
3,71,6,10,2,Waypoint_1
3,106,1,10,2,Waypoint_1
3,125,1,10,2,Waypoint_1
3,141,1,10,2,Waypoint_1
3,143,1,10,2,Waypoint_1
3,174,1,10,2,Waypoint_1
4,57,1,10,2,Waypoint_1
4,66,2,10,2,Waypoint_1
4,69,3,10,2,Waypoint_1
4,83,5,10,2,Waypoint_1
4,111,4,10,2,Waypoint_1
4,148,3,10,2,Waypoint_1
4,168,1,10,2,Waypoint_1
5,28,1,10,2,Waypoint_1
5,104,1,10,2,Waypoint_1
5,153,1,10,2,Waypoint_1
5,155,1,10,2,Waypoint_1
6,43,2,10,2,Waypoint_1
6,79,1,10,2,Waypoint_1
6,106,1,10,2,Waypoint_1
6,173,1,10,2,Waypoint_1
8,88,9,10,2,Waypoint_1
8,121,10,10,2,Waypoint_1
9,48,2,10,2,Waypoint_1
9,54,8,10,2,Waypoint_1
9,95,9,10,2,Waypoint_1
10,30,8,10,2,Waypoint_1
10,49,2,10,2,Waypoint_1
10,134,10,10,2,Waypoint_1
11,56,10,10,2,Waypoint_1
11,165,8,10,2,Waypoint_1
11,181,2,10,2,Waypoint_1
12,63,10,10,2,Waypoint_1
12,155,2,10,2,Waypoint_1
13,74,10,10,2,Waypoint_1
13,95,10,10,2,Waypoint_1
14,145,9,10,2,Waypoint_1
15,89,10,10,2,Waypoint_1
21,85,6,10,2,Waypoint_1
22,35,9,10,2,Waypoint_1
22,190,4,10,2,Waypoint_1
23,96,5,10,2,Waypoint_1
23,116,4,10,2,Waypoint_1
24,48,2,10,2,Waypoint_1
25,160,1,10,2,Waypoint_1
26,168,1,10,2,Waypoint_1
,,,,,
"",,,,,
Layer,node,Number of connected classes,Number of classes total,csv row,pruning type
0,13,1,10,9,Waypoint_2
0,40,1,10,9,Waypoint_2
0,92,1,10,9,Waypoint_2
0,163,1,10,9,Waypoint_2
0,164,8,10,9,Waypoint_2
1,41,3,10,9,Waypoint_2
1,62,1,10,9,Waypoint_2
1,100,1,10,9,Waypoint_2
1,114,4,10,9,Waypoint_2
1,121,1,10,9,Waypoint_2
1,128,3,10,9,Waypoint_2
1,131,2,10,9,Waypoint_2
1,145,1,10,9,Waypoint_2
1,174,3,10,9,Waypoint_2
2,6,2,10,9,Waypoint_2
2,52,1,10,9,Waypoint_2
2,106,4,10,9,Waypoint_2
2,118,2,10,9,Waypoint_2
2,122,2,10,9,Waypoint_2
2,124,1,10,9,Waypoint_2
2,128,1,10,9,Waypoint_2
2,166,1,10,9,Waypoint_2
2,170,4,10,9,Waypoint_2
3,144,10,10,9,Waypoint_2
4,34,3,10,9,Waypoint_2
4,83,9,10,9,Waypoint_2
4,107,1,10,9,Waypoint_2
4,167,1,10,9,Waypoint_2
5,37,10,10,9,Waypoint_2
6,28,10,10,9,Waypoint_2
6,144,10,10,9,Waypoint_2
9,84,10,10,9,Waypoint_2
14,157,10,10,9,Waypoint_2
16,0,10,10,9,Waypoint_2
16,139,1,10,9,Waypoint_2
19,29,10,10,9,Waypoint_2
19,186,1,10,9,Waypoint_2
20,7,9,10,9,Waypoint_2
21,117,1,10,9,Waypoint_2
21,160,7,10,9,Waypoint_2
21,172,5,10,9,Waypoint_2
22,27,5,10,9,Waypoint_2
22,61,2,10,9,Waypoint_2
22,68,1,10,9,Waypoint_2
22,73,5,10,9,Waypoint_2
23,12,4,10,9,Waypoint_2
23,22,7,10,9,Waypoint_2
24,43,1,10,9,Waypoint_2
24,44,3,10,9,Waypoint_2
24,94,1,10,9,Waypoint_2
25,172,1,10,9,Waypoint_2
26,67,1,10,9,Waypoint_2
27,87,2,10,9,Waypoint_2
,,,,,
"",,,,,
Layer,node,Number of connected classes,Number of classes total,csv row,pruning type
0,45,1,10,2,Waypoint_2
0,139,7,10,2,Waypoint_2
0,147,1,10,2,Waypoint_2
1,38,7,10,2,Waypoint_2
1,74,1,10,2,Waypoint_2
1,124,3,10,2,Waypoint_2
1,127,3,10,2,Waypoint_2
1,169,1,10,2,Waypoint_2
2,20,1,10,2,Waypoint_2
2,22,1,10,2,Waypoint_2
2,27,1,10,2,Waypoint_2
2,61,1,10,2,Waypoint_2
2,85,4,10,2,Waypoint_2
2,98,1,10,2,Waypoint_2
2,103,2,10,2,Waypoint_2
2,139,1,10,2,Waypoint_2
2,155,6,10,2,Waypoint_2
3,45,5,10,2,Waypoint_2
3,71,1,10,2,Waypoint_2
3,104,1,10,2,Waypoint_2
3,106,1,10,2,Waypoint_2
3,111,1,10,2,Waypoint_2
3,141,2,10,2,Waypoint_2
3,143,1,10,2,Waypoint_2
3,164,1,10,2,Waypoint_2
3,174,2,10,2,Waypoint_2
4,16,1,10,2,Waypoint_2
4,42,1,10,2,Waypoint_2
4,83,3,10,2,Waypoint_2
4,99,2,10,2,Waypoint_2
4,100,1,10,2,Waypoint_2
4,114,1,10,2,Waypoint_2
4,148,5,10,2,Waypoint_2
4,156,1,10,2,Waypoint_2
5,5,1,10,2,Waypoint_2
5,28,1,10,2,Waypoint_2
5,52,8,10,2,Waypoint_2
5,104,1,10,2,Waypoint_2
6,43,3,10,2,Waypoint_2
6,80,1,10,2,Waypoint_2
6,106,1,10,2,Waypoint_2
8,88,10,10,2,Waypoint_2
9,95,10,10,2,Waypoint_2
10,30,10,10,2,Waypoint_2
10,134,10,10,2,Waypoint_2
11,56,10,10,2,Waypoint_2
11,165,10,10,2,Waypoint_2
12,63,10,10,2,Waypoint_2
12,83,10,10,2,Waypoint_2
13,74,10,10,2,Waypoint_2
13,95,10,10,2,Waypoint_2
14,145,10,10,2,Waypoint_2
14,183,10,10,2,Waypoint_2
15,89,10,10,2,Waypoint_2
16,42,10,10,2,Waypoint_2
17,88,10,10,2,Waypoint_2
19,103,8,10,2,Waypoint_2
20,138,4,10,2,Waypoint_2
20,156,4,10,2,Waypoint_2
21,85,6,10,2,Waypoint_2
22,35,9,10,2,Waypoint_2
23,96,7,10,2,Waypoint_2
23,116,5,10,2,Waypoint_2
24,21,2,10,2,Waypoint_2
24,197,1,10,2,Waypoint_2
25,160,1,10,2,Waypoint_2
26,86,1,10,2,Waypoint_2
,,,,,
"",,,,,
Layer,node,Number of connected classes,Number of classes total,csv row,pruning type
0,13,1,10,9,Waypoint_3
0,40,1,10,9,Waypoint_3
0,92,1,10,9,Waypoint_3
0,113,1,10,9,Waypoint_3
0,163,1,10,9,Waypoint_3
0,164,7,10,9,Waypoint_3
1,0,1,10,9,Waypoint_3
1,41,3,10,9,Waypoint_3
1,52,1,10,9,Waypoint_3
1,62,1,10,9,Waypoint_3
1,100,1,10,9,Waypoint_3
1,114,4,10,9,Waypoint_3
1,128,3,10,9,Waypoint_3
1,131,2,10,9,Waypoint_3
1,145,1,10,9,Waypoint_3
1,174,2,10,9,Waypoint_3
2,6,2,10,9,Waypoint_3
2,37,1,10,9,Waypoint_3
2,85,1,10,9,Waypoint_3
2,90,1,10,9,Waypoint_3
2,106,2,10,9,Waypoint_3
2,118,2,10,9,Waypoint_3
2,122,2,10,9,Waypoint_3
2,124,1,10,9,Waypoint_3
2,128,2,10,9,Waypoint_3
2,166,1,10,9,Waypoint_3
2,170,3,10,9,Waypoint_3
3,23,1,10,9,Waypoint_3
3,144,10,10,9,Waypoint_3
4,83,9,10,9,Waypoint_3
4,107,4,10,9,Waypoint_3
4,136,1,10,9,Waypoint_3
4,167,1,10,9,Waypoint_3
5,37,10,10,9,Waypoint_3
6,28,10,10,9,Waypoint_3
6,144,10,10,9,Waypoint_3
9,84,10,10,9,Waypoint_3
14,157,10,10,9,Waypoint_3
16,0,10,10,9,Waypoint_3
16,139,1,10,9,Waypoint_3
18,161,9,10,9,Waypoint_3
19,29,10,10,9,Waypoint_3
19,186,1,10,9,Waypoint_3
20,7,9,10,9,Waypoint_3
20,135,1,10,9,Waypoint_3
21,160,5,10,9,Waypoint_3
21,172,3,10,9,Waypoint_3
22,27,1,10,9,Waypoint_3
22,61,4,10,9,Waypoint_3
22,68,1,10,9,Waypoint_3
22,73,5,10,9,Waypoint_3
22,131,1,10,9,Waypoint_3
23,12,4,10,9,Waypoint_3
23,22,5,10,9,Waypoint_3
24,43,2,10,9,Waypoint_3
24,44,3,10,9,Waypoint_3
25,172,1,10,9,Waypoint_3
26,67,1,10,9,Waypoint_3
27,87,2,10,9,Waypoint_3
,,,,,
"",,,,,
Layer,node,Number of connected classes,Number of classes total,csv row,pruning type
0,45,1,10,2,Waypoint_3
0,128,2,10,2,Waypoint_3
0,139,6,10,2,Waypoint_3
0,147,1,10,2,Waypoint_3
1,38,7,10,2,Waypoint_3
1,49,1,10,2,Waypoint_3
1,72,1,10,2,Waypoint_3
1,74,1,10,2,Waypoint_3
1,124,4,10,2,Waypoint_3
1,127,3,10,2,Waypoint_3
1,169,1,10,2,Waypoint_3
2,20,1,10,2,Waypoint_3
2,27,1,10,2,Waypoint_3
2,85,5,10,2,Waypoint_3
2,98,1,10,2,Waypoint_3
2,103,2,10,2,Waypoint_3
2,139,1,10,2,Waypoint_3
2,155,7,10,2,Waypoint_3
3,45,5,10,2,Waypoint_3
3,71,4,10,2,Waypoint_3
3,92,1,10,2,Waypoint_3
3,95,1,10,2,Waypoint_3
3,104,1,10,2,Waypoint_3
3,106,1,10,2,Waypoint_3
3,141,1,10,2,Waypoint_3
3,143,1,10,2,Waypoint_3
3,164,1,10,2,Waypoint_3
4,16,1,10,2,Waypoint_3
4,66,1,10,2,Waypoint_3
4,83,5,10,2,Waypoint_3
4,99,1,10,2,Waypoint_3
4,100,1,10,2,Waypoint_3
4,115,1,10,2,Waypoint_3
4,148,4,10,2,Waypoint_3
4,156,1,10,2,Waypoint_3
5,5,2,10,2,Waypoint_3
5,42,1,10,2,Waypoint_3
5,52,7,10,2,Waypoint_3
6,17,1,10,2,Waypoint_3
6,43,3,10,2,Waypoint_3
6,80,1,10,2,Waypoint_3
7,133,10,10,2,Waypoint_3
8,88,10,10,2,Waypoint_3
9,48,1,10,2,Waypoint_3
9,95,9,10,2,Waypoint_3
10,30,10,10,2,Waypoint_3
10,134,10,10,2,Waypoint_3
11,56,10,10,2,Waypoint_3
11,165,10,10,2,Waypoint_3
12,63,10,10,2,Waypoint_3
12,83,10,10,2,Waypoint_3
13,74,10,10,2,Waypoint_3
13,95,10,10,2,Waypoint_3
14,145,10,10,2,Waypoint_3
14,183,10,10,2,Waypoint_3
15,89,10,10,2,Waypoint_3
16,42,10,10,2,Waypoint_3
17,88,7,10,2,Waypoint_3
19,103,8,10,2,Waypoint_3
20,138,7,10,2,Waypoint_3
20,156,9,10,2,Waypoint_3
21,85,10,10,2,Waypoint_3
22,35,9,10,2,Waypoint_3
23,96,8,10,2,Waypoint_3
23,116,4,10,2,Waypoint_3
24,21,1,10,2,Waypoint_3
24,67,1,10,2,Waypoint_3
25,0,1,10,2,Waypoint_3
25,160,1,10,2,Waypoint_3
26,86,1,10,2,Waypoint_3
,,,,,
"",,,,,
Layer,node,Number of connected classes,Number of classes total,csv row,pruning type
0,2,7,10,9,Waypoint_4
0,13,1,10,9,Waypoint_4
0,32,1,10,9,Waypoint_4
0,40,1,10,9,Waypoint_4
0,92,1,10,9,Waypoint_4
0,113,1,10,9,Waypoint_4
0,163,1,10,9,Waypoint_4
0,164,7,10,9,Waypoint_4
1,41,3,10,9,Waypoint_4
1,52,1,10,9,Waypoint_4
1,62,1,10,9,Waypoint_4
1,100,1,10,9,Waypoint_4
1,114,4,10,9,Waypoint_4
1,128,3,10,9,Waypoint_4
1,131,2,10,9,Waypoint_4
1,145,1,10,9,Waypoint_4
1,174,2,10,9,Waypoint_4
2,6,2,10,9,Waypoint_4
2,19,3,10,9,Waypoint_4
2,37,1,10,9,Waypoint_4
2,90,1,10,9,Waypoint_4
2,106,2,10,9,Waypoint_4
2,118,2,10,9,Waypoint_4
2,122,2,10,9,Waypoint_4
2,124,1,10,9,Waypoint_4
2,128,2,10,9,Waypoint_4
2,170,3,10,9,Waypoint_4
3,23,1,10,9,Waypoint_4
3,144,10,10,9,Waypoint_4
4,83,9,10,9,Waypoint_4
4,107,4,10,9,Waypoint_4
4,167,1,10,9,Waypoint_4
5,35,1,10,9,Waypoint_4
5,37,10,10,9,Waypoint_4
6,28,10,10,9,Waypoint_4
6,144,10,10,9,Waypoint_4
9,84,10,10,9,Waypoint_4
14,157,10,10,9,Waypoint_4
16,0,10,10,9,Waypoint_4
16,139,1,10,9,Waypoint_4
18,161,8,10,9,Waypoint_4
19,29,10,10,9,Waypoint_4
19,186,1,10,9,Waypoint_4
20,7,7,10,9,Waypoint_4
20,135,1,10,9,Waypoint_4
21,117,1,10,9,Waypoint_4
21,160,7,10,9,Waypoint_4
21,172,5,10,9,Waypoint_4
22,27,3,10,9,Waypoint_4
22,61,4,10,9,Waypoint_4
22,68,1,10,9,Waypoint_4
22,73,5,10,9,Waypoint_4
22,131,1,10,9,Waypoint_4
23,12,4,10,9,Waypoint_4
23,22,7,10,9,Waypoint_4
24,43,2,10,9,Waypoint_4
24,44,1,10,9,Waypoint_4
24,94,1,10,9,Waypoint_4
25,172,1,10,9,Waypoint_4
25,180,1,10,9,Waypoint_4
26,48,1,10,9,Waypoint_4
26,67,1,10,9,Waypoint_4
27,87,2,10,9,Waypoint_4
,,,,,
"",,,,,
Layer,node,Number of connected classes,Number of classes total,csv row,pruning type
0,45,1,10,2,Waypoint_4
0,128,1,10,2,Waypoint_4
0,139,5,10,2,Waypoint_4
0,147,1,10,2,Waypoint_4
1,38,7,10,2,Waypoint_4
1,49,1,10,2,Waypoint_4
1,72,1,10,2,Waypoint_4
1,74,1,10,2,Waypoint_4
