,Version,Notes,LossFunction,Optimizer,LearningRate,NumberOfEpochs,ModelStructure,DatasetName,BatchSize,Dataparallel,NumberOfWorkers,Device,AlphaForADMM,RhoForADMM,LayerPruneTargets,WeightPrunePercent,PruningSelection,BERTTheseusStartingLearningRate,BERTTheseusLearningRateModifier,SaveLocation,FromSaveLocation,ProcessID,StartTime,cpuModel,TimeForRun,total_loss,f1_score,mean_loss,val_total_loss,val_f1_score,val_mean_loss,epoch,Epoch waypoint 0 mean_loss,-Waypoint_0-,Epoch waypoint 1 mean_loss,-Waypoint_1-,Epoch waypoint 2 mean_loss,-Waypoint_2-,Epoch waypoint 3 mean_loss,-Waypoint_3-,Epoch waypoint 4 mean_loss,-Waypoint_4-,macs,parameters,NumberOfZeros,ModelWeightStructure,ModelWeightStructurePruneZero,TrainTest,MaxSamples,LengthOfTrainingData,LengthOfValidationData,LayerIteration,GarbageCollectionSizeTotal
40,v0.48 - 48,0,CrossEntropy,Adam,0.02,10,SimpleCNN,RandomDummy,3,-2,8,cpu,0.0005,0.0015,"[3, 1, 3, 3]","[0.72, 0.5, 0.7, 0.8]",,0.5,0.5,,,6988,2024-08-23 13:48:08.991304,i386,3.814697265625e-06,8.667469302890822,0.9627358490566038,0.1083433662861352,2.1551117966882885,0.8538461538461538,0.1077555898344144,9.0,21.746679462457177,ModelStateDict-Waypoint_0-1724435301.932469.pt,1.1617494360266012,ModelStateDict-Waypoint_1-1724435302.398147.pt,0.298592825677315,ModelStateDict-Waypoint_2-1724435302.830796.pt,0.1301289293693116,ModelStateDict-Waypoint_3-1724435303.266901.pt,0.088273099498474,ModelStateDict-Waypoint_4-1724435303.711679.pt,26896.0,19372.0,0.0,"4/48, 36/9, 90/100, 100/100","4/48, 36/9, 90/100, 100/100",0.2,100.0,80.0,20.0,"[3, 1, 3, 3]",
41,v0.48 - 48,0,CrossEntropy,Adam,0.02,10,SimpleCNN,RandomDummy,3,-2,8,cpu,0.0005,0.0015,"[3, 1, 3, 3]","[0.72, 0.5, 0.7, 0.8]",,0.5,0.5,,,7254,2024-08-23 13:50:03.182329,i386,3.814697265625e-06,23.222948150399816,0.9497502774694784,0.2902868518799977,6.31767865420079,0.8538461538461538,0.3158839327100395,9.0,30.13538684674786,ModelStateDict-Waypoint_0-1724435415.6857228.pt,1.428237788210608,ModelStateDict-Waypoint_1-1724435416.2387662.pt,0.9400290191369984,ModelStateDict-Waypoint_2-1724435416.7191648.pt,0.4242649740647673,ModelStateDict-Waypoint_3-1724435417.243571.pt,0.2322117854997486,ModelStateDict-Waypoint_4-1724435417.825346.pt,26896.0,19372.0,0.0,"4/48, 36/9, 90/100, 100/100","4/48, 36/9, 90/100, 100/100",0.2,100.0,80.0,20.0,"[3, 1, 3, 3]",
42,v0.48 - 48,0,CrossEntropy,Adam,0.02,10,SimpleCNN,RandomDummy,3,-2,8,cpu,0.0005,0.0015,"[3, 1, 3, 3]","[0.72, 0.5, 0.7, 0.8]",,0.5,0.5,,,7581,2024-08-23 13:53:07.419532,i386,4.0531158447265625e-06,8.594747618655674,0.9627358490566038,0.1074343452331959,1.650115175638348,0.8538461538461538,0.0825057587819173,9.0,15.068126948550344,ModelStateDict-Waypoint_0-1724435602.260549.pt,1.8764957754450733,ModelStateDict-Waypoint_1-1724435602.781952.pt,0.371967738523512,ModelStateDict-Waypoint_2-1724435603.2661161.pt,0.2574700534506453,ModelStateDict-Waypoint_3-1724435603.752434.pt,0.0971263168994937,ModelStateDict-Waypoint_4-1724435604.235956.pt,26896.0,19372.0,0.0,"4/48, 36/9, 90/100, 100/100","4/48, 36/9, 90/100, 100/100",0.2,100.0,80.0,20.0,"[3, 1, 3, 3]",
43,v0.48 - 48,0,CrossEntropy,Adam,0.02,10,SimpleCNN,RandomDummy,3,-2,8,cpu,0.0005,0.0015,"[3, 1, 3, 3]","[0.72, 0.5, 0.7, 0.8]",,0.5,0.5,,,7874,2024-08-23 13:55:18.841713,i386,8.106231689453125e-06,69.15608618957472,0.923,0.8644510773696841,37.65575432777405,0.8038461538461539,1.8827877163887023,9.0,14.189731103181838,ModelStateDict-Waypoint_0-1724435733.2186189.pt,7.694185559387551,ModelStateDict-Waypoint_1-1724435733.6817431.pt,3.241267819702625,ModelStateDict-Waypoint_2-1724435734.142058.pt,0.8427418358339265,ModelStateDict-Waypoint_3-1724435734.603714.pt,1.3209103717289348,ModelStateDict-Waypoint_4-1724435735.054968.pt,26896.0,19372.0,0.0,"4/48, 36/9, 90/100, 100/100","4/48, 36/9, 90/100, 100/100",0.2,100.0,80.0,20.0,"[3, 1, 3, 3]",2567.0
44,v0.48 - 48,0,CrossEntropy,Adam,0.02,10,SimpleCNN,RandomDummy,3,-2,8,cpu,0.0005,0.0015,"[3, 1, 3, 3]","[0.72, 0.5, 0.7, 0.8]",DAIS_training|DAIS,0.5,0.5,,,7874,2024-08-23 13:57:03.648721,i386,12.846275091171265,1858.3533143997192,0.1594339622641509,23.22941642999649,432.381329536438,0.1384615384615384,21.6190664768219,9.0,23.22941642999649,,23.22941642999649,,23.22941642999649,,23.22941642999649,,23.22941642999649,,26896.0,19372.0,18746.0,"4/48, 36/9, 90/100, 100/100","4/48, 36/6, 90/1, 100/2",0.2,100.0,80.0,20.0,"[3, 1, 3, 3]",3208.0
45,v0.48 - 48,0,CrossEntropy,Adam,0.02,10,SimpleCNN,RandomDummy,3,-2,8,cpu,0.0005,0.0015,"[3, 1, 3, 3]","[0.72, 0.5, 0.7, 0.8]",BERT_theseus_training|BERT_theseus,0.5,0.5,,,7874,2024-08-23 13:58:43.193855,i386,14.333207130432127,33902.27001953125,0.1594339622641509,423.7783752441407,9144.64306640625,0.1384615384615384,457.2321533203125,9.0,423.7783752441407,,423.7783752441407,,423.7783752441407,,423.7783752441407,,423.7783752441407,,25390.0,19416.0,0.0,"71/213, 90/100, 100/100","71/213, 90/100, 100/100",0.2,100.0,80.0,20.0,"[3, 1, 3, 3]",3261.0
46,v0.48 - 48,0,CrossEntropy,Adam,0.02,10,SimpleCNN,RandomDummy,3,-2,8,cpu,0.0005,0.0015,"[3, 1, 3, 3]","[0.72, 0.5, 0.7, 0.8]",iteritive_full_theseus_training|iteritive_full_theseus,0.5,0.5,,,7874,2024-08-23 14:25:48.339149,i386,1547.7390887737274,1289.1156272888184,0.0,16.11394534111023,330.9102897644043,0.0,16.545514488220213,9.0,16.11394534111023,,16.11394534111023,,16.11394534111023,,16.11394534111023,,16.11394534111023,,12924.0,9336.0,0.0,"4/32, 24/3, 30/70, 70/100","4/32, 24/3, 30/70, 70/100",0.2,100.0,80.0,20.0,"[3, 1, 3, 3]",3042.0
47,v0.48 - 48,0,CrossEntropy,Adam,0.02,10,SimpleCNN,RandomDummy,3,-2,8,cpu,0.0005,0.0015,"[3, 1, 3, 3]","[0.72, 0.5, 0.7, 0.8]",thinet,0.5,0.5,,,7874,2024-08-23 14:27:06.656608,i386,0.5434079170227051,137.08371448516846,0.0,1.7135464310646058,35.559876441955566,0.0,1.7779938220977782,9.0,1.7135464310646058,,1.7135464310646058,,1.7135464310646058,,1.7135464310646058,,1.7135464310646058,,13112.0,8252.0,0.0,"4/36, 27/6, 60/50, 50/100","4/36, 27/6, 60/50, 50/100",0.2,100.0,80.0,20.0,"[3, 1, 3, 3]",3017.0
48,v0.48 - 48,0,CrossEntropy,Adam,0.02,10,SimpleCNN,RandomDummy,3,-2,8,cpu,0.0005,0.0015,"[3, 1, 3, 3]","[0.72, 0.5, 0.7, 0.8]",ADDM_Joint,0.5,0.5,,,7874,2024-08-23 14:28:50.981850,i386,13.984055995941162,3.598183069258875e+17,0.5327919751612132,4497728836573593.5,3.305623640950702e+17,0.4663967611336032,1.652811820475351e+16,9.0,4497728836573593.5,,4497728836573593.5,,4497728836573593.5,,4497728836573593.5,,4497728836573593.5,,26896.0,19372.0,4768.0,"4/48, 36/9, 90/100, 100/100","4/34, 29/9, 90/100, 100/100",0.2,100.0,80.0,20.0,"[3, 1, 3, 3]",4058.0
49,v0.48 - 48,0,CrossEntropy,Adam,0.02,10,SimpleCNN,RandomDummy,3,-2,8,cpu,0.0005,0.0015,"[3, 1, 3, 3]","[0.72, 0.5, 0.7, 0.8]",DAIS_training|DAIS,0.5,0.5,,,7874,2024-08-23 14:32:07.802247,i386,13.460191011428831,3.597611666809815e+17,0.5327919751612132,4497014583512269.0,3.305107214083031e+17,0.4663967611336032,1.6525536070415156e+16,9.0,4497014583512269.0,,4497014583512269.0,,4497014583512269.0,,4497014583512269.0,,4497014583512269.0,,26896.0,19372.0,4768.0,"4/48, 36/9, 90/100, 100/100","4/34, 29/9, 90/100, 100/100",0.2,100.0,80.0,20.0,"[3, 1, 3, 3]",4483.0
50,v0.48 - 48,0,CrossEntropy,Adam,0.02,10,SimpleCNN,RandomDummy,3,-2,8,cpu,0.0005,0.0015,"[3, 1, 3, 3]","[0.72, 0.5, 0.7, 0.8]",DAIS_training|DAIS|iteritive_full_theseus_training|iteritive_full_theseus,0.5,0.5,,,7874,2024-08-23 14:53:37.327638,i386,1204.1109113693235,986186.0266895294,0.0,12327.325333619116,227589.15168952945,0.0,11379.457584476471,9.0,12327.325333619116,,12327.325333619116,,12327.325333619116,,12327.325333619116,,12327.325333619116,,12924.0,9336.0,1413.0,"4/32, 24/3, 30/70, 70/100","4/32, 24/3, 30/70, 70/100",0.2,100.0,80.0,20.0,"[3, 1, 3, 3]",3683.0
51,v0.50 - 50,0,CrossEntropy,Adam,0.02,10,SimpleCNN,RandomDummy,3,-2,8,cpu,0.0005,0.0015,"[3, 1, 3, 3]","[0.72, 0.5, 0.7, 0.8]",DAIS_training|DAIS|iteritive_full_theseus_training|iteritive_full_theseus|thinet,0.5,0.5,,,7874,2024-08-23 14:55:01.866860,i386,6.696505784988403,68313560.09375,0.0,853919.501171875,15893985.09375,0.0,794699.2546875,9.0,853919.501171875,,853919.501171875,,853919.501171875,,853919.501171875,,853919.501171875,,7418.0,4735.0,734.0,"4/24, 18/3, 30/35, 35/100","4/24, 15/3, 30/35, 35/100",0.2,100.0,80.0,20.0,"[3, 1, 3, 3]",3406.0
52,v0.50 - 50,0,CrossEntropy,Adam,0.02,10,SimpleCNN,RandomDummy,3,-2,8,cpu,0.0005,0.0015,"[3, 1, 3, 3]","[0.72, 0.5, 0.7, 0.8]",DAIS_training|DAIS|iteritive_full_theseus_training|iteritive_full_theseus|thinet|ADDM_Joint,0.5,0.5,,,7874,2024-08-23 14:56:45.243233,i386,6.19254207611084,3.5998991457758216e+21,0.1594339622641509,4.499873932219777e+19,1.7759942491707644e+21,0.1384615384615384,8.879971245853822e+19,9.0,4.499873932219777e+19,,4.499873932219777e+19,,4.499873932219777e+19,,4.499873932219777e+19,,4.499873932219777e+19,,7418.0,4735.0,1062.0,"4/24, 18/3, 30/35, 35/100","4/17, 9/3, 30/35, 35/100",0.2,100.0,80.0,20.0,"[3, 1, 3, 3]",3737.0
53,v0.50 - 50,0,CrossEntropy,Adam,0.02,10,SimpleCNN,RandomDummy,3,-2,8,cpu,0.0005,0.0015,"[3, 1, 3, 3]","[0.72, 0.5, 0.7, 0.8]",DAIS_training|DAIS|iteritive_full_theseus_training|iteritive_full_theseus|thinet|ADDM_Joint|BERT_theseus_training|BERT_theseus,0.5,0.5,,,7874,2024-08-23 14:58:32.539039,i386,14.757930994033812,1728639980797952.0,0.1594339622641509,21607999759974.4,854888611315712.0,0.1384615384615384,42744430565785.6,9.0,21607999759974.4,,21607999759974.4,,21607999759974.4,,21607999759974.4,,21607999759974.4,,6680.0,4757.0,1046.0,"71/71, 30/35, 35/100","71/71, 30/35, 35/100",0.2,100.0,80.0,20.0,"[3, 1, 3, 3]",3956.0
