,Version,Notes,LossFunction,Optimizer,LearningRate,NumberOfEpochs,ModelStructure,DatasetName,BatchSize,Dataparallel,NumberOfWorkers,Device,AlphaForADMM,RhoForADMM,LayerPruneTargets,WeightPrunePercent,PruningSelection,BERTTheseusStartingLearningRate,BERTTheseusLearningRateModifier,ProcessID,StartTime,total_loss,f1_score,mean_loss,val_total_loss,val_f1_score,val_mean_loss,epoch,Epoch 0 mean_loss,Epoch 2 mean_loss,Epoch 4 mean_loss,Epoch 6 mean_loss,Epoch 8 mean_loss,macs,parameters,NumberOfZeros,ModelWeightStructure,ModelWeightStructurePruneZero,spec_total_loss,spec_f1_score,spec_mean_loss,alph_total_loss,alph_f1_score,alph_mean_loss,Epoch 10 mean_loss,Epoch 12 mean_loss,Epoch 14 mean_loss,Epoch 16 mean_loss,Epoch 18 mean_loss,Epoch 20 mean_loss,Epoch 22 mean_loss,Epoch 24 mean_loss,Epoch 26 mean_loss,Epoch 28 mean_loss,Epoch 30 mean_loss,Epoch 32 mean_loss,Epoch 34 mean_loss,Epoch 36 mean_loss,Epoch 38 mean_loss,Epoch 40 mean_loss,Epoch 42 mean_loss,Epoch 44 mean_loss,Epoch 46 mean_loss,Epoch 48 mean_loss,Epoch 50 mean_loss,Epoch 52 mean_loss,Epoch 54 mean_loss,Epoch 56 mean_loss,Epoch 58 mean_loss,Epoch 60 mean_loss,Epoch 62 mean_loss,Epoch 64 mean_loss,Epoch 66 mean_loss,Epoch 68 mean_loss,Epoch 70 mean_loss,Epoch 72 mean_loss,Epoch 74 mean_loss,Epoch 76 mean_loss,Epoch 78 mean_loss,Epoch 80 mean_loss,Epoch 82 mean_loss,Epoch 84 mean_loss,Epoch 86 mean_loss,Epoch 88 mean_loss,Epoch 90 mean_loss,Epoch 92 mean_loss,Epoch 94 mean_loss,Epoch 96 mean_loss,Epoch 98 mean_loss,cpu,cpuModel,TimeForRun,SaveLocation,FromSaveLocation,Epoch waypoint 4 mean_loss,Waypoint 4,Epoch waypoint 3 mean_loss,Waypoint 3,Epoch waypoint 0 mean_loss,Waypoint 0,Epoch waypoint 1 mean_loss,Waypoint 1,Epoch waypoint 2 mean_loss,Waypoint 2
12,v0.37 - 37,0,CrossEntropy,Adam,0.0001,10,SimpleCNN,RandomDummy,3,-2,0,cpu,0.0005,0.0015,"[3, 1, 3, 3]","[0.72, 0.5, 0.7, 0.8]",thinet,0.5,0.5,8411,2024-08-13 14:23:53.500328,439.477424621582,0.0,14.649247487386068,0.0,0.0,0.0,9.0,14.649247487386068,14.649247487386068,14.649247487386068,14.649247487386068,14.649247487386068,13112.0,8252.0,39.0,"4/36, 27/6, 60/50, 50/100","4/36, 27/6, 60/50, 50/100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,v0.37 - 37,0,CrossEntropy,Adam,0.0001,10,SimpleCNN,RandomDummy,3,-2,0,cpu,0.0005,0.0015,"[3, 1, 3, 3]","[0.72, 0.5, 0.7, 0.8]",ADDM_Joint,0.5,0.5,8411,2024-08-13 14:23:56.640381,0.1444131135940551,1.0,0.0048137704531351,0.0,0.0,0.0,9.0,0.0048137704531351,0.0048137704531351,0.0048137704531351,0.0048137704531351,0.0048137704531351,26896.0,19372.0,4768.0,"4/48, 36/9, 90/100, 100/100","4/34, 31/9, 90/100, 100/100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,v0.37 - 37,0,CrossEntropy,Adam,0.0001,10,SimpleCNN,RandomDummy,3,-2,0,cpu,0.0005,0.0015,"[3, 1, 3, 3]","[0.72, 0.5, 0.7, 0.8]",,0.5,0.5,8639,2024-08-13 14:26:03.451630,0.0104744333657436,1.0,0.0003491477788581,0.0,0.0,0.0,9.0,12.37946923573812,4.444628524780273,0.249659668157498,0.0050386160301665,0.0004625593389694,26896.0,19372.0,0.0,"4/48, 36/9, 90/100, 100/100","4/48, 36/9, 90/100, 100/100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,v0.37 - 37,0,CrossEntropy,Adam,0.0001,10,SimpleCNN,RandomDummy,3,-2,0,cpu,0.0005,0.0015,"[3, 1, 3, 3]","[0.72, 0.5, 0.7, 0.8]",DAIS_training,0.5,0.5,8639,2024-08-13 14:26:04.841036,3.254410978570377e-05,1.0,1.549719513604941e-06,0.0,0.0,0.0,9.0,,,,,,,,,,,3.254410978570377e-05,1.0,1.549719513604941e-06,1991.841064453125,1.0,221.315673828125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,v0.37 - 37,0,CrossEntropy,Adam,0.0001,10,SimpleCNN,RandomDummy,3,-2,0,cpu,0.0005,0.0015,"[3, 1, 3, 3]","[0.72, 0.5, 0.7, 0.8]",,0.5,0.5,8909,2024-08-13 14:29:37.690465,0.0105014314176514,1.0,0.0003500477139217,0.0,0.0,0.0,9.0,15.281328201293944,3.146609512964885,0.0766534460087617,0.0043847461541493,0.0004094981782448,26896.0,19372.0,0.0,"4/48, 36/9, 90/100, 100/100","4/48, 36/9, 90/100, 100/100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,v0.37 - 37,0,CrossEntropy,Adam,0.0001,10,SimpleCNN,RandomDummy,3,-2,0,cpu,0.0005,0.0015,"[3, 1, 3, 3]","[0.72, 0.5, 0.7, 0.8]",DAIS_training,0.5,0.5,8909,2024-08-13 14:29:38.890606,0.0,1.0,0.0,0.0,0.0,0.0,9.0,,,,,,,,,,,0.0,1.0,0.0,1991.841064453125,1.0,221.315673828125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,v0.37 - 37,0,CrossEntropy,Adam,0.0001,10,SimpleCNN,RandomDummy,3,-2,0,cpu,0.0005,0.0015,"[3, 1, 3, 3]","[0.72, 0.5, 0.7, 0.8]",DAIS_training|DAIS,0.5,0.5,8909,2024-08-13 14:31:24.026089,168.27606201171875,0.0,5.609202067057292,0.0,0.0,0.0,9.0,5.609202067057292,5.609202067057292,5.609202067057292,5.609202067057292,5.609202067057292,26896.0,19372.0,0.0,"4/48, 36/9, 90/100, 100/100","4/48, 36/9, 90/100, 100/100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,v0.37 - 37,0,CrossEntropy,Adam,0.0001,10,SimpleCNN,RandomDummy,3,-2,0,cpu,0.0005,0.0015,"[3, 1, 3, 3]","[0.72, 0.5, 0.7, 0.8]",,0.5,0.5,9113,2024-08-13 14:33:39.862982,0.0364977181889116,1.0,0.001216590606297,0.0,0.0,0.0,9.0,7.50052630106608,1.977015248934428,0.1018800783902406,0.0031018588071068,0.0016173286363482,26896.0,19372.0,0.0,"4/48, 36/9, 90/100, 100/100","4/48, 36/9, 90/100, 100/100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,v0.37 - 37,0,CrossEntropy,Adam,0.0001,10,SimpleCNN,RandomDummy,3,-2,0,cpu,0.0005,0.0015,"[3, 1, 3, 3]","[0.72, 0.5, 0.7, 0.8]",DAIS_training,0.5,0.5,9113,2024-08-13 14:33:41.064201,1.5020365708551251e-05,1.0,7.152555099310121e-07,0.0,0.0,0.0,9.0,,,,,,,,,,,1.5020365708551251e-05,1.0,7.152555099310121e-07,1991.841064453125,1.0,221.315673828125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,v0.37 - 37,0,CrossEntropy,Adam,0.0001,10,SimpleCNN,RandomDummy,3,-2,0,cpu,0.0005,0.0015,"[3, 1, 3, 3]","[0.72, 0.5, 0.7, 0.8]",DAIS_training|DAIS,0.5,0.5,9113,2024-08-13 14:33:43.614404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,v0.37 - 37,0,CrossEntropy,Adam,0.0001,10,SimpleCNN,RandomDummy,3,-2,0,cpu,0.0005,0.0015,"[3, 1, 3, 3]","[0.72, 0.5, 0.7, 0.8]",,0.5,0.5,9324,2024-08-13 14:35:49.037391,0.0618106503970921,1.0,0.0020603550132364,0.0,0.0,0.0,9.0,16.324484380086265,5.519886430104574,0.1482789273063341,0.012187246295313,0.0026779695258786,26896.0,19372.0,0.0,"4/48, 36/9, 90/100, 100/100","4/48, 36/9, 90/100, 100/100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,v0.37 - 37,0,CrossEntropy,Adam,0.0001,10,SimpleCNN,RandomDummy,3,-2,0,cpu,0.0005,0.0015,"[3, 1, 3, 3]","[0.72, 0.5, 0.7, 0.8]",DAIS_training,0.5,0.5,9324,2024-08-13 14:35:50.303997,0.0,1.0,0.0,0.0,0.0,0.0,9.0,,,,,,,,,,,0.0,1.0,0.0,1991.841064453125,1.0,221.315673828125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,v0.37 - 37,0,CrossEntropy,Adam,0.0001,10,SimpleCNN,RandomDummy,3,-2,0,cpu,0.0005,0.0015,"[3, 1, 3, 3]","[0.72, 0.5, 0.7, 0.8]",DAIS_training|DAIS,0.5,0.5,9324,2024-08-13 14:35:52.779820,136.78604125976562,0.0,4.559534708658855,0.0,0.0,0.0,9.0,4.559534708658855,4.559534708658855,4.559534708658855,4.559534708658855,4.559534708658855,26896.0,19372.0,0.0,"4/48, 36/9, 90/100, 100/100","4/48, 36/9, 90/100, 100/100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,v0.37 - 37,0,CrossEntropy,Adam,0.0001,10,SimpleCNN,RandomDummy,3,-2,0,cpu,0.0005,0.0015,"[3, 1, 3, 3]","[0.72, 0.5, 0.7, 0.8]",,0.5,0.5,9540,2024-08-13 14:37:38.115431,0.0105698585975915,1.0,0.0003523286199197,0.0,0.0,0.0,9.0,6.968824895222982,1.9010436534881592,0.0052488774061203,0.0008818413907041,0.0004295910204139,26896.0,19372.0,0.0,"4/48, 36/9, 90/100, 100/100","4/48, 36/9, 90/100, 100/100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,v0.37 - 37,0,CrossEntropy,Adam,0.0001,10,SimpleCNN,RandomDummy,3,-2,0,cpu,0.0005,0.0015,"[3, 1, 3, 3]","[0.72, 0.5, 0.7, 0.8]",DAIS_training,0.5,0.5,9540,2024-08-13 14:37:39.215217,6.008139598634443e-05,1.0,2.861018856492592e-06,0.0,0.0,0.0,9.0,,,,,,,,,,,6.008139598634443e-05,1.0,2.861018856492592e-06,1991.841064453125,1.0,221.315673828125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,v0.37 - 37,0,CrossEntropy,Adam,0.0001,10,SimpleCNN,RandomDummy,3,-2,0,cpu,0.0005,0.0015,"[3, 1, 3, 3]","[0.72, 0.5, 0.7, 0.8]",,0.5,0.5,9599,2024-08-13 14:38:07.597757,0.0300781014375388,1.0,0.0010026033812512,0.0,0.0,0.0,9.0,9.163179079691568,1.9370064973831176,0.0907074799140294,0.0066868960857391,0.0010829749361922,26896.0,19372.0,0.0,"4/48, 36/9, 90/100, 100/100","4/48, 36/9, 90/100, 100/100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,v0.37 - 37,0,CrossEntropy,Adam,0.0001,10,SimpleCNN,RandomDummy,3,-2,0,cpu,0.0005,0.0015,"[3, 1, 3, 3]","[0.72, 0.5, 0.7, 0.8]",DAIS_training,0.5,0.5,9599,2024-08-13 14:38:08.729424,0.0,1.0,0.0,0.0,0.0,0.0,9.0,,,,,,,,,,,0.0,1.0,0.0,1991.841064453125,1.0,221.315673828125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,v0.37 - 37,0,CrossEntropy,Adam,0.0001,10,SimpleCNN,RandomDummy,3,-2,0,cpu,0.0005,0.0015,"[3, 1, 3, 3]","[0.72, 0.5, 0.7, 0.8]",DAIS_training|DAIS,0.5,0.5,9599,2024-08-13 14:38:22.522431,136.6515350341797,0.0,4.555051167805989,0.0,0.0,0.0,9.0,4.555051167805989,4.555051167805989,4.555051167805989,4.555051167805989,4.555051167805989,26896.0,19372.0,0.0,"4/48, 36/9, 90/100, 100/100","4/48, 36/9, 90/100, 100/100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,v0.37 - 37,0,CrossEntropy,Adam,0.0001,10,SimpleCNN,RandomDummy,3,-2,0,cpu,0.0005,0.0015,"[3, 1, 3, 3]","[0.72, 0.5, 0.7, 0.8]",,0.5,0.5,9713,2024-08-13 14:39:02.378520,0.0856729196384549,1.0,0.0028557639879484,0.0,0.0,0.0,9.0,15.001148223876951,3.019898509979248,0.1519076034426689,0.0112130677948395,0.0037904337669412,26896.0,19372.0,0.0,"4/48, 36/9, 90/100, 100/100","4/48, 36/9, 90/100, 100/100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,v0.37 - 37,0,CrossEntropy,Adam,0.0001,10,SimpleCNN,RandomDummy,3,-2,0,cpu,0.0005,0.0015,"[3, 1, 3, 3]","[0.72, 0.5, 0.7, 0.8]",DAIS_training,0.5,0.5,9713,2024-08-13 14:39:03.444499,0.0,1.0,0.0,0.0,0.0,0.0,9.0,,,,,,,,,,,0.0,1.0,0.0,1991.841064453125,1.0,221.315673828125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,v0.37 - 37,0,CrossEntropy,Adam,0.0001,10,SimpleCNN,RandomDummy,3,-2,0,cpu,0.0005,0.0015,"[3, 1, 3, 3]","[0.72, 0.5, 0.7, 0.8]",,0.5,0.5,9772,2024-08-13 14:41:14.288827,0.0112235365668311,1.0,0.000374117885561,0.0,0.0,0.0,9.0,15.905374399820964,5.167740535736084,1.407217812538147,0.0018751099181827,0.0003317038101765,26896.0,19372.0,0.0,"4/48, 36/9, 90/100, 100/100","4/48, 36/9, 90/100, 100/100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,v0.37 - 37,0,CrossEntropy,Adam,0.0001,10,SimpleCNN,RandomDummy,3,-2,0,cpu,0.0005,0.0015,"[3, 1, 3, 3]","[0.72, 0.5, 0.7, 0.8]",DAIS_training,0.5,0.5,9772,2024-08-13 14:41:15.517102,0.0,1.0,0.0,0.0,0.0,0.0,9.0,,,,,,,,,,,0.0,1.0,0.0,1991.841064453125,1.0,221.315673828125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,v0.37 - 37,0,CrossEntropy,Adam,0.01,10,SimpleCNN,RandomDummy,3,-2,0,cpu,0.0005,0.0015,"[3, 1, 3, 3]","[0.72, 0.5, 0.7, 0.8]",,0.5,0.5,10307,2024-08-13 15:00:58.484997,0.0,1.0,0.0,0.0,0.0,0.0,9.0,2.3774416216202856,0.0,0.0,0.0,0.0,26896.0,19372.0,0.0,"4/48, 36/9, 90/100, 100/100","4/48, 36/9, 90/100, 100/100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,v0.37 - 37,0,CrossEntropy,Adam,0.01,10,SimpleCNN,RandomDummy,3,-2,0,cpu,0.0005,0.0015,"[3, 1, 3, 3]","[0.72, 0.5, 0.7, 0.8]",DAIS_training,0.5,0.5,10307,2024-08-13 15:01:00.229966,0.0,1.0,0.0,0.0,0.0,0.0,9.0,,,,,,,,,,,0.0,1.0,0.0,1991.841064453125,1.0,221.315673828125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,v0.37 - 37,0,CrossEntropy,Adam,0.01,10,SimpleCNN,RandomDummy,3,-2,0,cpu,0.0005,0.0015,"[3, 1, 3, 3]","[0.72, 0.5, 0.7, 0.8]",,0.5,0.5,10442,2024-08-13 15:03:59.290563,0.0,1.0,0.0,0.0,0.0,0.0,9.0,1.2602353804599733,0.0,0.0,0.0,0.0,26896.0,19372.0,0.0,"4/48, 36/9, 90/100, 100/100","4/48, 36/9, 90/100, 100/100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,v0.37 - 37,0,CrossEntropy,Adam,0.01,10,SimpleCNN,RandomDummy,3,-2,0,cpu,0.0005,0.0015,"[3, 1, 3, 3]","[0.72, 0.5, 0.7, 0.8]",DAIS_training,0.5,0.5,10442,2024-08-13 15:04:00.634564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
