,Version,Notes,LossFunction,Optimizer,LearningRate,NumberOfEpochs,ModelStructure,DatasetName,BatchSize,TrainTest,MaxSamples,Dataparallel,NumberOfWorkers,Device,AlphaForADMM,RhoForADMM,LayerPruneTargets,WeightPrunePercent,PruningSelection,BERTTheseusStartingLearningRate,BERTTheseusLearningRateModifier,AlphaForTOFD,BetaForTOFD,tForTOFD,LayerIteration,SaveLocation,FromSaveLocation,ProcessID,StartTime,cpuModel,TimeForPrune,Memory,LengthOfTrainingData,LengthOfValidationData,total_loss,f1_score,mean_loss,val_total_loss,val_f1_score,val_mean_loss,epoch,Epoch waypoint 0 mean_loss,-Waypoint_0-,Epoch waypoint 1 mean_loss,-Waypoint_1-,Epoch waypoint 2 mean_loss,-Waypoint_2-,Epoch waypoint 3 mean_loss,-Waypoint_3-,Epoch waypoint 4 mean_loss,-Waypoint_4-,TimeForRun,macs,parameters,NumberOfZeros,ModelWeightStructure,ModelWeightStructurePruneZero,GarbageCollectionSizeTotal,AssociatedOriginalRow
30,v0.61 - 61,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3,0.2,100,-2,0,cpu,0.0005,0.0015,"[3, 1, 3]","[0.9, 0.5, 1.0]",,0.5,0.5,0.05,0.03,3.0,"[3, 1, 3]",,,90470,2024-08-29 23:09:43.278056,i386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,v0.61 - 61,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3,0.2,100,-2,0,cpu,0.0005,0.0015,"[3, 1, 3]","[0.9, 0.5, 1.0]",,0.5,0.5,0.05,0.03,3.0,"[3, 1, 3]",,,90554,2024-08-29 23:11:43.695591,i386,8.082389831542969e-05,0.0,80.0,20.0,142191.17803955078,0.9237502774694784,1777.3897254943847,96751.962890625,0.6707792207792208,4837.59814453125,9.0,183.1478908658028,,158.4547700881958,,64.97727530002594,,163.69281868934632,,994.5909841537476,,2.316575050354004,30602.0,30905.0,0.0,"100/101, 101/102, 102/100","100/101, 101/102, 102/100",3640.0,5.0
32,v0.61 - 61,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3,0.2,100,-2,0,cpu,0.0005,0.0015,"[3, 1, 3]","[0.9, 0.5, 1.0]",,0.5,0.5,0.05,0.03,3.0,"[3, 1, 3]",,,90554,2024-08-29 23:11:46.728044,i386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,v0.61 - 61,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3,0.2,100,-2,0,cpu,0.0005,0.0015,"[3, 1, 3]","[0.9, 0.5, 1.0]",DAIS_training|DAIS,0.5,0.5,0.05,0.03,3.0,"[3, 1, 3]",,,90554,2024-08-29 23:11:53.595448,i386,6.867156982421875,0.0,80.0,20.0,1173.492904663086,0.0,14.668661308288574,303.3637390136719,0.0,15.168186950683594,9.0,14.668661308288574,,14.668661308288574,,14.668661308288574,,14.668661308288574,,14.668661308288574,,1.965074062347412,30602.0,30905.0,20301.0,"100/101, 101/102, 102/100","0/0, 101/1, 102/100",6371.0,5.0
34,v0.61 - 61,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3,0.2,100,-2,0,cpu,0.0005,0.0015,"[3, 1, 3]","[0.9, 0.5, 1.0]",,0.5,0.5,0.05,0.03,3.0,"[3, 1, 3]",,,90752,2024-08-29 23:14:33.465221,i386,0.0001142024993896,0.0,80.0,20.0,33368.3655796051,0.9372502774694784,417.10456974506377,5631.697235107422,0.7951048951048951,281.5848617553711,9.0,150.28795378245795,,331.1579648971557,,109.17191290855408,,84.4707181930542,,119.30995063781738,,1.7382690906524658,30602.0,30905.0,0.0,"100/101, 101/102, 102/100","100/101, 101/102, 102/100",3640.0,5.0
35,v0.61 - 61,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3,0.2,100,-2,0,cpu,0.0005,0.0015,"[3, 1, 3]","[0.9, 0.5, 1.0]",,0.5,0.5,0.05,0.03,3.0,"[3, 1, 3]",,,90752,2024-08-29 23:14:35.824443,i386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,v0.61 - 61,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3,0.2,100,-2,0,cpu,0.0005,0.0015,"[3, 1, 3]","[0.9, 0.5, 1.0]",DAIS_training|DAIS,0.5,0.5,0.05,0.03,3.0,"[3, 1, 3]",,,90752,2024-08-29 23:14:41.837979,i386,6.006509065628052,0.0,80.0,20.0,1451.917823791504,0.0,18.1489727973938,379.510368347168,0.0,18.9755184173584,9.0,18.1489727973938,,18.1489727973938,,18.1489727973938,,18.1489727973938,,18.1489727973938,,1.3699707984924316,30602.0,30905.0,20201.0,"100/101, 101/102, 102/100","100/1, 101/1, 102/100",2731.0,5.0
37,v0.61 - 61,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3,0.2,100,-2,0,cpu,0.0005,0.0015,"[3, 1, 3]","[0.9, 0.5, 1.0]",,0.5,0.5,0.05,0.03,3.0,"[3, 1, 3]",,,90752,2024-08-29 23:15:11.145433,i386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,v0.61 - 61,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3,0.2,100,-2,0,cpu,0.0005,0.0015,"[3, 1, 3]","[0.9, 0.5, 1.0]",thinet,0.5,0.5,0.05,0.03,3.0,"[3, 1, 3]",,,90752,2024-08-29 23:15:12.820262,i386,1.6736392974853516,0.0,80.0,20.0,4089.07275390625,0.9627358490566038,51.11340942382813,6528.9044189453125,0.7363636363636363,326.4452209472656,9.0,192.64996912181377,,42.58284702301025,,74.45548126716167,,478.6151966571808,,134.60157890468835,,1.6640686988830566,28391.0,28683.0,0.0,"100/101, 101/91, 91/100","100/101, 101/91, 91/100",6239.0,5.0
39,v0.61 - 61,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3,0.2,100,-2,0,cpu,0.0005,0.0015,"[3, 1, 3]","[0.9, 0.5, 1.0]",,0.5,0.5,0.05,0.03,3.0,"[3, 1, 3]",,,91187,2024-08-29 23:18:30.272851,i386,7.82012939453125e-05,0.0,80.0,20.0,1836.832504272461,0.0,22.96040630340576,473.5221099853516,0.0,23.67610549926757,0.0,,,,,,,,,,,0.1977341175079345,30602.0,30905.0,0.0,"100/101, 101/102, 102/100","100/101, 101/102, 102/100",913.0,5.0
40,v0.61 - 61,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3,0.2,100,-2,0,cpu,0.0005,0.0015,"[3, 1, 3]","[0.9, 0.5, 1.0]",DAIS_training|DAIS,0.5,0.5,0.05,0.03,3.0,"[3, 1, 3]",,,91187,2024-08-29 23:18:43.417764,i386,4.083136081695557,0.0,80.0,20.0,1836.832504272461,0.0,22.96040630340576,473.5221099853516,0.0,23.67610549926757,0.0,,,,,,,,,,,0.107023000717163,30602.0,30905.0,0.0,"100/101, 101/102, 102/100","100/101, 101/102, 102/100",2731.0,5.0
41,v0.61 - 61,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3,0.2,100,-2,0,cpu,0.0005,0.0015,"[3, 1, 3]","[0.9, 0.5, 1.0]",,0.5,0.5,0.05,0.03,3.0,"[3, 1, 3]",,,91260,2024-08-29 23:19:16.914443,i386,7.772445678710938e-05,0.0,80.0,20.0,1175.93900680542,0.3188679245283018,14.699237585067747,303.181209564209,0.2769230769230769,15.15906047821045,0.0,,,,,,,,,,,0.233314037322998,30602.0,30905.0,0.0,"100/101, 101/102, 102/100","100/101, 101/102, 102/100",913.0,5.0
42,v0.61 - 61,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3,0.2,100,-2,0,cpu,0.0005,0.0015,"[3, 1, 3]","[0.9, 0.5, 1.0]",DAIS_training|DAIS,0.5,0.5,0.05,0.03,3.0,"[3, 1, 3]",,,91260,2024-08-29 23:19:21.884095,i386,4.153273105621338,0.0,80.0,20.0,1175.93900680542,0.3188679245283018,14.699237585067747,303.181209564209,0.2769230769230769,15.15906047821045,0.0,,,,,,,,,,,0.1114680767059326,30602.0,30905.0,0.0,"100/101, 101/102, 102/100","100/101, 101/102, 102/100",2731.0,5.0
43,v0.61 - 61,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3,0.2,100,-2,0,cpu,0.0005,0.0015,"[3, 1, 3]","[0.9, 0.5, 1.0]",,0.5,0.5,0.05,0.03,3.0,"[3, 1, 3]",,,91361,2024-08-29 23:19:54.274939,i386,7.700920104980469e-05,0.0,80.0,20.0,1825.5009307861328,0.0,22.81876163482666,485.45469665527344,0.0,24.27273483276367,0.0,,,,,,,,,,,0.1726670265197754,30602.0,30905.0,0.0,"100/101, 101/102, 102/100","100/101, 101/102, 102/100",913.0,5.0
44,v0.61 - 61,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3,0.2,100,-2,0,cpu,0.0005,0.0015,"[3, 1, 3]","[0.9, 0.5, 1.0]",DAIS_training|DAIS,0.5,0.5,0.05,0.03,3.0,"[3, 1, 3]",,,91361,2024-08-29 23:19:58.638650,i386,3.6852872371673584,0.0,80.0,20.0,1825.5009307861328,0.0,22.81876163482666,485.45469665527344,0.0,24.27273483276367,9.0,22.81876163482666,,22.81876163482666,,22.81876163482666,,22.81876163482666,,22.81876163482666,,1.260085105895996,30602.0,30905.0,0.0,"100/101, 101/102, 102/100","100/101, 101/102, 102/100",2731.0,5.0
45,v0.61 - 61,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3,0.2,100,-2,0,cpu,0.0005,0.0015,"[3, 1, 3]","[0.9, 0.5, 1.0]",thinet,0.5,0.5,0.05,0.03,3.0,"[3, 1, 3]",,,91361,2024-08-29 23:20:48.022859,i386,1.4299819469451904,0.0,80.0,20.0,133.47308111190796,0.0,1.6684135138988494,34.29858160018921,0.0,1.7149290800094603,9.0,1.6684135138988494,,1.6684135138988494,,1.6684135138988494,,1.6684135138988494,,1.6684135138988494,,1.8983371257781985,28391.0,28683.0,69.0,"100/101, 101/91, 91/100","100/101, 101/91, 91/100",2698.0,5.0
46,v0.61 - 61,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3,0.2,100,-2,0,cpu,0.0005,0.0015,"[3, 1, 3]","[0.9, 0.5, 1.0]",,0.5,0.5,0.05,0.03,3.0,"[3, 1, 3]",,,91561,2024-08-29 23:22:15.605854,i386,7.772445678710938e-05,0.0,80.0,20.0,1375.4191436767578,0.0,17.192739295959473,380.31874084472656,0.0,19.015937042236327,0.0,,,,,,,,,,,0.1627922058105468,30602.0,30905.0,0.0,"100/101, 101/102, 102/100","100/101, 101/102, 102/100",913.0,5.0
47,v0.61 - 61,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3,0.2,100,-2,0,cpu,0.0005,0.0015,"[3, 1, 3]","[0.9, 0.5, 1.0]",DAIS_training|DAIS,0.5,0.5,0.05,0.03,3.0,"[3, 1, 3]",,,91561,2024-08-29 23:26:25.653353,i386,249.4298989772797,0.0,80.0,20.0,1375.4191436767578,0.0,17.192739295959473,380.31874084472656,0.0,19.015937042236327,9.0,17.192739295959473,,17.192739295959473,,17.192739295959473,,17.192739295959473,,17.192739295959473,,1.402318000793457,30602.0,30905.0,0.0,"100/101, 101/102, 102/100","100/101, 101/102, 102/100",2731.0,5.0
48,v0.61 - 61,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3,0.2,100,-2,0,cpu,0.0005,0.0015,"[3, 1, 3]","[0.9, 0.5, 1.0]",thinet,0.5,0.5,0.05,0.03,3.0,"[3, 1, 3]",,,91561,2024-08-29 23:27:05.296582,i386,1.5141282081604004,0.0,80.0,20.0,133.65226936340332,0.0,1.6706533670425414,34.40617752075195,0.0,1.7203088760375975,9.0,1.6706533670425414,,1.6706533670425414,,1.6706533670425414,,1.6706533670425414,,1.6706533670425414,,1.3618392944335938,28391.0,28683.0,104.0,"100/101, 101/91, 91/100","100/101, 101/91, 91/100",2698.0,5.0
49,v0.61 - 61,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3,0.2,100,-2,0,cpu,0.0005,0.0015,"[3, 1, 3]","[0.9, 0.5, 1.0]",,0.5,0.5,0.05,0.03,3.0,"[3, 1, 3]",,,91880,2024-08-29 23:28:06.463054,i386,7.295608520507812e-05,0.0,80.0,20.0,1908.0618743896484,0.0,23.850773429870607,521.7012481689453,0.0,26.085062408447264,0.0,,,,,,,,,,,0.1675858497619629,30602.0,30905.0,0.0,"100/101, 101/102, 102/100","100/101, 101/102, 102/100",913.0,5.0
50,v0.61 - 61,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3,0.2,100,-2,0,cpu,0.0005,0.0015,"[3, 1, 3]","[0.9, 0.5, 1.0]",DAIS_training|DAIS,0.5,0.5,0.05,0.03,3.0,"[3, 1, 3]",,,91880,2024-08-29 23:28:11.194575,i386,4.08898401260376,0.0,80.0,20.0,1908.0618743896484,0.0,23.850773429870607,521.7012481689453,0.0,26.085062408447264,9.0,23.850773429870607,,23.850773429870607,,23.850773429870607,,23.850773429870607,,23.850773429870607,,1.665683031082153,30602.0,30905.0,0.0,"100/101, 101/102, 102/100","100/101, 101/102, 102/100",2731.0,5.0
51,v0.61 - 61,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3,0.2,100,-2,0,cpu,0.0005,0.0015,"[3, 1, 3]","[0.9, 0.5, 1.0]",,0.5,0.5,0.05,0.03,3.0,"[3, 1, 3]",,,92060,2024-08-29 23:32:15.389536,i386,7.390975952148438e-05,0.0,80.0,20.0,1084.898105621338,0.0,13.561226320266725,273.2745704650879,0.0,13.663728523254395,0.0,,,,,,,,,,,0.1646740436553955,30602.0,30905.0,0.0,"100/101, 101/102, 102/100","100/101, 101/102, 102/100",913.0,5.0
52,v0.61 - 61,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3,0.2,100,-2,0,cpu,0.0005,0.0015,"[3, 1, 3]","[0.9, 0.5, 1.0]",DAIS_training|DAIS,0.5,0.5,0.05,0.03,3.0,"[3, 1, 3]",,,92060,2024-08-29 23:32:19.751395,i386,3.694107055664064,0.0,80.0,20.0,1084.898105621338,0.0,13.561226320266725,273.2745704650879,0.0,13.663728523254395,9.0,13.561226320266725,,13.561226320266725,,13.561226320266725,,13.561226320266725,,13.561226320266725,,1.9162890911102293,30602.0,30905.0,0.0,"100/101, 101/102, 102/100","100/101, 101/102, 102/100",2731.0,5.0
53,v0.61 - 61,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3,0.2,100,-2,0,cpu,0.0005,0.0015,"[3, 1, 3]","[0.9, 0.5, 1.0]",thinet,0.5,0.5,0.05,0.03,3.0,"[3, 1, 3]",,,92060,2024-08-29 23:32:58.586196,i386,32.76672291755676,0.0,80.0,20.0,121.04495048522948,0.325,1.5130618810653689,31.5981388092041,0.3,1.579906940460205,9.0,1.5130618810653689,,1.5130618810653689,,1.5130618810653689,,1.5130618810653689,,1.5130618810653689,,1.3102221488952637,18690.0,18931.0,0.0,"100/90, 90/51, 51/100","100/90, 90/51, 51/100",2545.0,5.0
54,v0.61 - 61,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3,0.2,100,-2,0,cpu,0.0005,0.0015,"[3, 1, 3]","[0.9, 0.5, 1.0]",ADDM_Joint,0.5,0.5,0.05,0.03,3.0,"[3, 1, 3]",,,92060,2024-08-29 23:34:05.254587,i386,4.483774185180664,0.0,80.0,20.0,1171381731459072.0,0.1594339622641509,14642271643238.4,1136762952876032.0,0.1384615384615384,56838147643801.6,9.0,14642271643238.4,,14642271643238.4,,14642271643238.4,,14642271643238.4,,14642271643238.4,,1.5981199741363523,30602.0,30905.0,6161.0,"100/101, 101/102, 102/100","100/101, 101/102, 102/100",3943.0,5.0
55,v0.61 - 61,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3,0.2,100,-2,0,cpu,0.0005,0.0015,"[3, 1, 3]","[0.9, 0.5, 1.0]",,0.5,0.5,0.05,0.03,3.0,"[3, 1, 3]",,,92315,2024-08-29 23:34:44.031806,i386,0.0001242160797119,0.0,80.0,20.0,2340.982147216797,0.0,29.26227684020996,591.8468627929688,0.0,29.59234313964844,0.0,,,,,,,,,,,0.2200260162353515,30602.0,30905.0,0.0,"100/101, 101/102, 102/100","100/101, 101/102, 102/100",913.0,5.0
56,v0.61 - 61,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3,0.2,100,-2,0,cpu,0.0005,0.0015,"[3, 1, 3]","[0.9, 0.5, 1.0]",,0.5,0.5,0.05,0.03,3.0,"[3, 1, 3]",,,92717,2024-08-29 23:44:27.053722,i386,7.772445678710938e-05,0.0,80.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0
57,v0.61 - 61,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3,0.2,100,-2,0,cpu,0.0005,0.0015,"[3, 1, 3]","[0.9, 0.5, 1.0]",,0.5,0.5,0.05,0.03,3.0,"[3, 1, 3]",,,92909,2024-08-29 23:45:31.930147,i386,0.0001308917999267,0.0,80.0,20.0,1188.8642807006836,0.0,14.860803508758544,312.2482986450196,0.0,15.612414932250976,0.0,,,,,,,,,,,11.392025232315063,30602.0,30905.0,0.0,"100/101, 101/102, 102/100","100/101, 101/102, 102/100",913.0,5.0
58,v0.61 - 61,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3,0.2,100,-2,0,cpu,0.0005,0.0015,"[3, 1, 3]","[0.9, 0.5, 1.0]",DAIS_training|DAIS,0.5,0.5,0.05,0.03,3.0,"[3, 1, 3]",,,92909,2024-08-29 23:46:20.518933,i386,30.36376595497132,0.0,80.0,20.0,69967.57641601562,0.0,874.5947052001953,17635.432861328125,0.0,881.7716430664062,9.0,874.5947052001953,,874.5947052001953,,874.5947052001953,,874.5947052001953,,874.5947052001953,,1.767686128616333,30602.0,30905.0,17698.0,"100/101, 101/102, 102/100","100/23, 101/4, 102/100",2731.0,5.0
59,v0.61 - 61,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3,0.2,100,-2,0,cpu,0.0005,0.0015,"[3, 1, 3]","[0.9, 0.5, 1.0]",ADDM_Joint,0.5,0.5,0.05,0.03,3.0,"[3, 1, 3]",,,92909,2024-08-29 23:46:54.521104,i386,4.730819225311279,0.0,80.0,20.0,1095090451644416.0,0.1594339622641509,13688630645555.2,1080411505688576.0,0.1384615384615384,54020575284428.8,9.0,13688630645555.2,,13688630645555.2,,13688630645555.2,,13688630645555.2,,13688630645555.2,,1.733832836151123,30602.0,30905.0,6160.0,"100/101, 101/102, 102/100","100/101, 101/102, 102/100",3943.0,5.0
60,v0.61 - 61,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3,0.2,100,-2,0,cpu,0.0005,0.0015,"[3, 1, 3]","[0.9, 0.5, 1.0]",,0.5,0.5,0.05,0.03,3.0,"[3, 1, 3]",,,93059,2024-08-29 23:47:52.346400,i386,7.796287536621094e-05,0.0,80.0,20.0,2600.471824645996,0.0,32.50589780807495,680.4931869506836,0.0,34.02465934753418,0.0,,,,,,,,,,,0.1853313446044922,30602.0,30905.0,0.0,"100/101, 101/102, 102/100","100/101, 101/102, 102/100",913.0,5.0
61,v0.61 - 61,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3,0.2,100,-2,0,cpu,0.0005,0.0015,"[3, 1, 3]","[0.9, 0.5, 1.0]",DAIS_training|DAIS,0.5,0.5,0.05,0.03,3.0,"[3, 1, 3]",,,93059,2024-08-29 23:49:49.300797,i386,101.98517417907716,0.0,80.0,20.0,4535.304611206055,0.0,56.691307640075685,1177.024887084961,0.0,58.851244354248045,9.0,56.691307640075685,,56.691307640075685,,56.691307640075685,,56.691307640075685,,56.691307640075685,,1.933563232421875,30602.0,30905.0,20201.0,"100/101, 101/102, 102/100","100/1, 101/1, 102/100",2731.0,5.0
62,v0.61 - 61,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3,0.2,100,-2,0,cpu,0.0005,0.0015,"[3, 1, 3]","[0.9, 0.5, 1.0]",ADDM_Joint,0.5,0.5,0.05,0.03,3.0,"[3, 1, 3]",,,93059,2024-08-29 23:50:55.518088,i386,4.889637231826782,0.0,80.0,20.0,1159096917032960.0,0.1594339622641509,14488711462912.0,1124460690145280.0,0.1384615384615384,56223034507264.0,9.0,14488711462912.0,,14488711462912.0,,14488711462912.0,,14488711462912.0,,14488711462912.0,,1.397416353225708,30602.0,30905.0,6161.0,"100/101, 101/102, 102/100","100/101, 101/102, 102/100",3943.0,5.0
63,v0.61 - 61,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3,0.2,100,-2,0,cpu,0.0005,0.0015,"[3, 1, 3]","[0.9, 0.5, 1.0]",,0.5,0.5,0.05,0.03,3.0,"[3, 1, 3]",,,93363,2024-08-29 23:51:15.866095,i386,9.703636169433594e-05,0.0,80.0,20.0,2790.7122650146484,0.0,34.8839033126831,724.5355072021484,0.0,36.22677536010743,0.0,,,,,,,,,,,0.1731100082397461,30602.0,30905.0,0.0,"100/101, 101/102, 102/100","100/101, 101/102, 102/100",913.0,5.0
64,v0.61 - 61,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3,0.2,100,-2,0,cpu,0.0005,0.0015,"[3, 1, 3]","[0.9, 0.5, 1.0]",ADDM_Joint,0.5,0.5,0.05,0.03,3.0,"[3, 1, 3]",,,93363,2024-08-29 23:54:00.981654,i386,144.4927158355713,0.0,80.0,20.0,1073992140062720.0,0.1594339622641509,13424901750784.0,1063674823311360.0,0.1384615384615384,53183741165568.0,9.0,13424901750784.0,,13424901750784.0,,13424901750784.0,,13424901750784.0,,13424901750784.0,,1.3647260665893557,30602.0,30905.0,6160.0,"100/101, 101/102, 102/100","100/101, 101/102, 102/100",3943.0,5.0
65,v0.61 - 61,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3,0.2,100,-2,0,cpu,0.0005,0.0015,"[3, 1, 3]","[0.9, 0.5, 1.0]",,0.5,0.5,0.05,0.03,3.0,"[3, 1, 3]",,,93541,2024-08-29 23:54:50.131339,i386,7.486343383789062e-05,0.0,80.0,20.0,2074.099403381348,0.0,25.926242542266845,520.8610305786133,0.0,26.043051528930665,0.0,,,,,,,,,,,0.1979236602783203,30602.0,30905.0,0.0,"100/101, 101/102, 102/100","100/101, 101/102, 102/100",913.0,5.0
66,v0.61 - 61,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3,0.2,100,-2,0,cpu,0.0005,0.0015,"[3, 1, 3]","[0.9, 0.5, 1.0]",,0.5,0.5,0.05,0.03,3.0,"[3, 1, 3]",,,93892,2024-08-30 00:01:58.514643,i386,7.891654968261719e-05,0.0,80.0,20.0,1446.101333618164,0.0,18.07626667022705,366.3891906738281,0.0,18.319459533691408,0.0,,,,,,,,,,,0.1639909744262695,30602.0,30905.0,0.0,"100/101, 101/102, 102/100","100/101, 101/102, 102/100",913.0,5.0
67,v0.61 - 61,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3,0.2,100,-2,0,cpu,0.0005,0.0015,"[3, 1, 3]","[0.9, 0.5, 1.0]",ADDM_Joint,0.5,0.5,0.05,0.03,3.0,"[3, 1, 3]",,,93892,2024-08-30 00:02:40.572960,i386,37.812143087387085,0.0,80.0,20.0,1070454340845568.0,0.5121212121212121,13380679260569.6,1043233195163648.0,0.45,52161659758182.4,9.0,13380679260569.6,,13380679260569.6,,13380679260569.6,,13380679260569.6,,13380679260569.6,,1.3230319023132324,30602.0,30905.0,6161.0,"100/101, 101/102, 102/100","100/101, 101/102, 102/100",3943.0,5.0
68,v0.61 - 61,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3,0.2,100,-2,0,cpu,0.0005,0.0015,"[3, 1, 3]","[0.9, 0.5, 1.0]",,0.5,0.5,0.05,0.03,3.0,"[3, 1, 3]",,,94095,2024-08-30 00:03:43.896163,i386,7.796287536621094e-05,0.0,80.0,20.0,1810.4993286132808,0.0,22.631241607666016,463.98138427734375,0.0,23.199069213867187,0.0,,,,,,,,,,,0.1727101802825927,30602.0,30905.0,0.0,"100/101, 101/102, 102/100","100/101, 101/102, 102/100",913.0,5.0
69,v0.61 - 61,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3,0.2,100,-2,0,cpu,0.0005,0.0015,"[3, 1, 3]","[0.9, 0.5, 1.0]",ADDM_Joint,0.5,0.5,0.05,0.03,3.0,"[3, 1, 3]",,,94095,2024-08-30 00:03:59.552154,i386,11.852283000946043,0.0,80.0,20.0,1166273182171136.0,0.1594339622641509,14578414777139.2,1139794260525056.0,0.1384615384615384,56989713026252.8,9.0,14578414777139.2,,14578414777139.2,,14578414777139.2,,14578414777139.2,,14578414777139.2,,1.5051968097686768,30602.0,30905.0,6161.0,"100/101, 101/102, 102/100","100/101, 101/102, 102/100",3943.0,5.0
70,v0.61 - 61,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3,0.2,100,-2,0,cpu,0.0005,0.0015,"[3, 1, 3]","[0.9, 0.5, 1.0]",,0.5,0.5,0.05,0.03,3.0,"[3, 1, 3]",,,94207,2024-08-30 00:04:59.964621,i386,7.486343383789062e-05,0.0,80.0,20.0,1942.0490798950195,0.0,24.275613498687743,515.2386245727539,0.0,25.761931228637696,0.0,,,,,,,,,,,0.1841022968292236,30602.0,30905.0,0.0,"100/101, 101/102, 102/100","100/101, 101/102, 102/100",913.0,5.0
71,v0.61 - 61,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3,0.2,100,-2,0,cpu,0.0005,0.0015,"[3, 1, 3]","[0.9, 0.5, 1.0]",,0.5,0.5,0.05,0.03,3.0,"[3, 1, 3]",,,94856,2024-08-30 00:12:16.477752,i386,8.20159912109375e-05,0.0,80.0,20.0,2145.4759216308594,0.0,26.818449020385746,545.1084899902344,0.0,27.25542449951172,0.0,,,,,,,,,,,0.236171007156372,30602.0,30905.0,0.0,"100/101, 101/102, 102/100","100/101, 101/102, 102/100",913.0,5.0
72,v0.61 - 61,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3,0.2,100,-2,0,cpu,0.0005,0.0015,"[3, 1, 3]","[0.9, 0.5, 1.0]",ADDM_Joint,0.5,0.5,0.05,0.03,3.0,"[3, 1, 3]",,,94856,2024-08-30 00:12:31.405969,i386,11.300997734069824,0.0,80.0,20.0,3494.179931640625,0.9627358490566038,43.677249145507815,3494.179931640625,0.8538461538461538,174.70899658203126,9.0,43.677249145507815,,43.677249145507815,,43.677249145507815,,43.677249145507815,,43.677249145507815,,1.427583932876587,30602.0,30905.0,6161.0,"100/101, 101/102, 102/100","100/101, 101/102, 102/100",3943.0,5.0
73,v0.61 - 61,0,CrossEntropy,Adam,0.02,10,SwappingTest,RandomDummy,3,0.2,100,-2,0,cpu,0.0005,0.0015,"[3, 1, 3]","[0.9, 0.5, 1.0]",,0.5,0.5,0.05,0.03,3.0,"[3, 1, 3]",,,94988,2024-08-30 00:14:25.121607,i386,8.296966552734375e-05,0.0,80.0,20.0,2988.1702728271484,0.0,37.35212841033936,750.0225372314453,0.0,37.50112686157227,0.0,,,,,,,,,,,0.1966416835784912,30602.0,30905.0,0.0,"100/101, 101/102, 102/100","100/101, 101/102, 102/100",913.0,5.0
