,Version,Notes,LossFunction,Optimizer,LearningRate,SchedulerLR,NumberOfEpochs,ModelStructure,Dropout,HiddenDim,HiddenDimSize,DatasetName,BatchSize,TrainTest,MaxSamples,Dataparallel,NumberOfWorkers,Device,AlphaForADMM,RhoForADMM,LayerPruneTargets,WeightPrunePercent,PruningSelection,BERTTheseusStartingLearningRate,BERTTheseusLearningRateModifier,AlphaForTOFD,BetaForTOFD,tForTOFD,DAISRegularizerScale,LassoForDAIS,LayerIteration,SaveLocation,FromSaveLocation,NumClasses,NumFeatures,ProcessID,StartTime,cpuModel,gpuModel,gpuInfo,TimeForPrune,Epoch waypoint 0 mean_loss,-Waypoint_0-,Epoch waypoint 1 mean_loss,-Waypoint_1-,Epoch waypoint 2 mean_loss,-Waypoint_2-,Epoch waypoint 3 mean_loss,-Waypoint_3-,Epoch waypoint 4 mean_loss,-Waypoint_4-,TimeForPruneAndRetrain,Memory,CudaMemory,LengthOfTrainingData,LengthOfValidationData,total_loss,f1_score_weight,f1_score_macro,additive_loss,f1_scores_all_0,f1_scores_all_1,f1_scores_all_2,f1_scores_all_3,f1_scores_all_4,f1_scores_all,mean_loss,val_total_loss,val_f1_score_weight,val_f1_score_macro,val_additive_loss,val_f1_scores_all_0,val_f1_scores_all_1,val_f1_scores_all_2,val_f1_scores_all_3,val_f1_scores_all_4,val_f1_scores_all,val_mean_loss,epoch,TimeForRun,macs,parameters,NumberOfZeros,Zeroed_filter_inputs,Zeroed_filter_outputs,ModelWeightStructure,ModelWeightStructurePruneZero,GarbageCollectionSizeTotal,AssociatedOriginalRow
28,v0.124 - 124,0,CrossEntropy,Adam,0.0009,1,50,MainLinear,0.0002,27,75,ACI_grouped,100,0.2,0,-2,3,cuda,0.0005,0.0015,"[27, 25, 26, 26, 26, 27, 27, 27, 28, 28, 28, 29, 29, 29, 30, 30, 30, 31, 31, 31, 32, 32, 32, 33, 33, 34, 34, 34, 5]","[0.37, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 1.0]",ADDM_Joint,0.5,0.5,0.05,0.03,3,2,FALSE,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 5]",,ModelStateDict1730954322.3189435.pt,5,1516,532766,58:23.1,x86_64,NVIDIA GeForce RTX 2080 Ti,"_CudaDeviceProperties(name='NVIDIA GeForce RTX 2080 Ti', major=7, minor=5, total_memory=11004MB, multi_processor_count=68)",2513.491862,,,,,,,,,,,2527.96209,-655.409152,4850688,25970,6492,26.90954775,0.948421294,0.845781952,0,0.951500184,0.997047772,0.978475009,0.301886792,1,"[0.9515001839104619, 0.9970477724100912, 0.9784750091207588, 0.3018867924528302, 1.0]",0.001036178,7.338438872,0.947357054,0.839718648,0,0.952341655,0.995179432,0.975210084,0.275862069,1,"[0.9523416546317309, 0.9951794322442421, 0.9752100840336134, 0.27586206896551724, 1.0]",0.001130382,0,14.96819711,327312,329795,214734,0,1649,"1516/75, 75/76, 76/77, 77/78, 78/79, 79/80, 80/81, 81/82, 82/83, 83/84, 84/85, 85/86, 86/87, 87/88, 88/89, 89/90, 90/91, 91/92, 92/93, 93/94, 94/95, 95/96, 96/97, 97/98, 98/99, 99/100, 100/101, 101/102, 102/5","1516/27, 75/25, 76/26, 77/26, 78/26, 79/27, 80/27, 81/27, 82/28, 83/28, 84/28, 85/29, 86/29, 87/29, 88/30, 89/30, 90/30, 91/31, 92/31, 93/31, 94/32, 95/32, 96/32, 97/33, 98/33, 99/34, 100/34, 101/34, 102/5",81574,2
29,v0.124 - 124,0,CrossEntropy,Adam,0.0009,1,50,MainLinear,0.0002,27,75,ACI_grouped,100,0.2,0,-2,3,cuda,0.0005,0.0015,"[27, 25, 26, 26, 26, 27, 27, 27, 28, 28, 28, 29, 29, 29, 30, 30, 30, 31, 31, 31, 32, 32, 32, 33, 33, 34, 34, 34, 5]","[0.37, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 1.0]",ADDM_Joint,0.5,0.5,0.05,0.03,3,2,FALSE,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 5]",,ModelStateDict1730954262.2141309.pt,5,1516,1079577,00:46.8,x86_64,NVIDIA GeForce RTX 2080 Ti,"_CudaDeviceProperties(name='NVIDIA GeForce RTX 2080 Ti', major=7, minor=5, total_memory=11004MB, multi_processor_count=68)",2556.994384,,,,,,,,,,,2571.627097,-545.202176,4850688,25970,6492,24.21542278,0.974623262,0.951738903,0,0.971309727,0.989869368,0.984031936,0.828316611,0.985166873,"[0.9713097269624573, 0.9898693681684884, 0.9840319361277445, 0.8283166109253066, 0.9851668726823238]",0.000932438,7.071377562,0.973396159,0.949572657,0,0.970409234,0.985676393,0.983259165,0.823798627,0.984719864,"[0.9704092339979014, 0.9856763925729443, 0.9832591650773469, 0.8237986270022883, 0.9847198641765704]",0.001089245,0,14.90073466,327312,329795,214734,0,1649,"1516/75, 75/76, 76/77, 77/78, 78/79, 79/80, 80/81, 81/82, 82/83, 83/84, 84/85, 85/86, 86/87, 87/88, 88/89, 89/90, 90/91, 91/92, 92/93, 93/94, 94/95, 95/96, 96/97, 97/98, 98/99, 99/100, 100/101, 101/102, 102/5","1516/27, 75/25, 76/26, 77/26, 78/26, 79/27, 80/27, 81/27, 82/28, 83/28, 84/28, 85/29, 86/29, 87/29, 88/30, 89/30, 90/30, 91/31, 92/31, 93/31, 94/32, 95/32, 96/32, 97/33, 98/33, 99/34, 100/34, 101/34, 102/5",81574,0
30,v0.124 - 124,0,CrossEntropy,Adam,0.0009,1,50,MainLinear,0.0002,27,75,ACI_grouped,100,0.2,0,-2,3,cuda,0.0005,0.0015,"[46, 42, 43, 43, 44, 44, 45, 45, 46, 47, 47, 48, 48, 49, 49, 50, 50, 51, 52, 52, 53, 53, 54, 54, 55, 56, 56, 57, 5]","[0.62, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 1.0]",BERT_theseus_training|BERT_theseus,0.5,0.5,0.05,0.03,3,2,FALSE,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 5]",,ModelStateDict1730954322.3189435.pt,5,1516,533421,00:51.4,x86_64,NVIDIA GeForce RTX 2080 Ti,"_CudaDeviceProperties(name='NVIDIA GeForce RTX 2080 Ti', major=7, minor=5, total_memory=11004MB, multi_processor_count=68)",3482.415502,0.013566078,,0.01356609,,0.013566092,,0.013565676,,0.013565675,,3943.921308,-128.2048,5320192,25970,6492,352.2993096,0.195342417,0.106992356,0,0,0,0.53496178,0,0,"[0.0, 0.0, 0.5349617803852988, 0.0, 0.0]",0.013565626,87.58037412,0.191988197,0.10621111,0,0,0,0.531055549,0,0,"[0.0, 0.0, 0.5310555492702794, 0.0, 0.0]",0.013490507,0,7.128096342,327312,329795,0,0,0,"1516/75, 75/76, 76/77, 77/78, 78/79, 79/80, 80/81, 81/82, 82/83, 83/84, 84/85, 85/86, 86/87, 87/88, 88/89, 89/90, 90/91, 91/92, 92/93, 93/94, 94/95, 95/96, 96/97, 97/98, 98/99, 99/100, 100/101, 101/102, 102/5","1516/75, 75/76, 76/77, 77/78, 78/79, 79/80, 80/81, 81/82, 82/83, 83/84, 84/85, 85/86, 86/87, 87/88, 88/89, 89/90, 90/91, 91/92, 92/93, 93/94, 94/95, 95/96, 96/97, 97/98, 98/99, 99/100, 100/101, 101/102, 102/5",89820,2
31,v0.124 - 124,0,CrossEntropy,Adam,0.0009,1,50,MainLinear,0.0002,27,75,ACI_grouped,100,0.2,0,-2,3,cuda,0.0005,0.0015,"[46, 42, 43, 43, 44, 44, 45, 45, 46, 47, 47, 48, 48, 49, 49, 50, 50, 51, 52, 52, 53, 53, 54, 54, 55, 56, 56, 57, 5]","[0.62, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 1.0]",BERT_theseus_training|BERT_theseus,0.5,0.5,0.05,0.03,3,2,FALSE,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 5]",,ModelStateDict1730954262.2141309.pt,5,1516,1080495,01:44.8,x86_64,NVIDIA GeForce RTX 2080 Ti,"_CudaDeviceProperties(name='NVIDIA GeForce RTX 2080 Ti', major=7, minor=5, total_memory=11004MB, multi_processor_count=68)",3533.126724,0.013566121,,0.013566136,,0.013566138,,0.013565687,,0.013565685,,3997.122035,-821.874688,5320192,25970,6492,352.2994933,0.195342417,0.106992356,0,0,0,0.53496178,0,0,"[0.0, 0.0, 0.5349617803852988, 0.0, 0.0]",0.013565633,87.58041823,0.191988197,0.10621111,0,0,0,0.531055549,0,0,"[0.0, 0.0, 0.5310555492702794, 0.0, 0.0]",0.013490514,0,7.130551338,327312,329795,0,0,0,"1516/75, 75/76, 76/77, 77/78, 78/79, 79/80, 80/81, 81/82, 82/83, 83/84, 84/85, 85/86, 86/87, 87/88, 88/89, 89/90, 90/91, 91/92, 92/93, 93/94, 94/95, 95/96, 96/97, 97/98, 98/99, 99/100, 100/101, 101/102, 102/5","1516/75, 75/76, 76/77, 77/78, 78/79, 79/80, 80/81, 81/82, 82/83, 83/84, 84/85, 85/86, 86/87, 87/88, 88/89, 89/90, 90/91, 91/92, 92/93, 93/94, 94/95, 95/96, 96/97, 97/98, 98/99, 99/100, 100/101, 101/102, 102/5",89820,0
32,v0.124 - 124,0,CrossEntropy,Adam,0.0009,1,50,MainLinear,0.0002,27,75,ACI_grouped,100,0.2,0,-2,3,cuda,0.0005,0.0015,"[46, 42, 43, 43, 44, 44, 45, 45, 46, 47, 47, 48, 48, 49, 49, 50, 50, 51, 52, 52, 53, 53, 54, 54, 55, 56, 56, 57, 5]","[0.62, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 1.0]",BERT_theseus_training|BERT_theseus,0.5,0.5,0.05,0.03,3,2,FALSE,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 5]",,ModelStateDict1730954482.0195696.pt,5,1516,532409,07:02.6,x86_64,NVIDIA GeForce RTX 2080 Ti,"_CudaDeviceProperties(name='NVIDIA GeForce RTX 2080 Ti', major=7, minor=5, total_memory=11004MB, multi_processor_count=68)",3586.736843,0.013566076,,0.013566083,,0.013566084,,0.013565672,,0.01356567,,4065.510814,-712.736768,5320192,25970,6492,352.2991672,0.195342417,0.106992356,0,0,0,0.53496178,0,0,"[0.0, 0.0, 0.5349617803852988, 0.0, 0.0]",0.013565621,87.58034062,0.191988197,0.10621111,0,0,0,0.531055549,0,0,"[0.0, 0.0, 0.5310555492702794, 0.0, 0.0]",0.013490502,0,7.800000191,327312,329795,0,0,0,"1516/75, 75/76, 76/77, 77/78, 78/79, 79/80, 80/81, 81/82, 82/83, 83/84, 84/85, 85/86, 86/87, 87/88, 88/89, 89/90, 90/91, 91/92, 92/93, 93/94, 94/95, 95/96, 96/97, 97/98, 98/99, 99/100, 100/101, 101/102, 102/5","1516/75, 75/76, 76/77, 77/78, 78/79, 79/80, 80/81, 81/82, 82/83, 83/84, 84/85, 85/86, 86/87, 87/88, 88/89, 89/90, 90/91, 91/92, 92/93, 93/94, 94/95, 95/96, 96/97, 97/98, 98/99, 99/100, 100/101, 101/102, 102/5",89820,1
33,v0.124 - 124,0,CrossEntropy,Adam,0.0009,1,50,MainLinear,0.0002,27,75,ACI_grouped,100,0.2,0,-2,3,cuda,0.0005,0.0015,"[74, 68, 69, 70, 71, 72, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 90, 91, 5]","[0.99, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 1.0]",iteritive_full_theseus_training|iteritive_full_theseus,0.5,0.5,0.05,0.03,3,2,FALSE,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 5]",,ModelStateDict1730954262.2141309.pt,5,1516,1079576,11:59.6,x86_64,NVIDIA GeForce RTX 2080 Ti,"_CudaDeviceProperties(name='NVIDIA GeForce RTX 2080 Ti', major=7, minor=5, total_memory=11004MB, multi_processor_count=68)",16216.53645,0.000220627,,0.00018198,,0.000165164,,0.000164072,,0.000145448,,16814.39424,5339.455488,20576768,25970,6492,1.890679812,0.99804142,0.995458003,0,0.997290837,0.999865429,0.999314671,0.980819077,1,"[0.9972908366533865, 0.9998654286098776, 0.9993146713058148, 0.9808190772420944, 1.0]",7.28E-05,2.181607433,0.99219378,0.983803268,0,0.989785282,0.997313272,0.996591393,0.937901499,0.997424893,"[0.9897852824682093, 0.9973132724341752, 0.9965913932680017, 0.9379014989293362, 0.9974248927038627]",0.000336046,0,8.568745375,289232,291487,0,0,0,"1516/75, 75/69, 69/70, 70/71, 71/72, 72/72, 72/73, 73/74, 74/75, 75/76, 76/77, 77/78, 78/79, 79/80, 80/81, 81/81, 81/82, 82/83, 83/84, 84/85, 85/86, 86/87, 87/88, 88/89, 89/90, 90/90, 90/91, 91/92, 92/5","1516/75, 75/69, 69/70, 70/71, 71/72, 72/72, 72/73, 73/74, 74/75, 75/76, 76/77, 77/78, 78/79, 79/80, 80/81, 81/81, 81/82, 82/83, 83/84, 84/85, 85/86, 86/87, 87/88, 88/89, 89/90, 90/90, 90/91, 91/92, 92/5",34012,0
34,v0.124 - 124,0,CrossEntropy,Adam,0.0009,1,50,MainLinear,0.0002,27,75,ACI_grouped,100,0.2,0,-2,3,cuda,0.0005,0.0015,"[74, 68, 69, 70, 71, 72, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 90, 91, 5]","[0.99, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 1.0]",iteritive_full_theseus_training|iteritive_full_theseus,0.5,0.5,0.05,0.03,3,2,FALSE,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 5]",,ModelStateDict1730954322.3189435.pt,5,1516,532765,26:46.6,x86_64,NVIDIA GeForce RTX 2080 Ti,"_CudaDeviceProperties(name='NVIDIA GeForce RTX 2080 Ti', major=7, minor=5, total_memory=11004MB, multi_processor_count=68)",16931.4192,0.000270632,,0.000218443,,0.000216235,,0.000168708,,0.000155411,,17558.17734,4093.09184,20576768,25970,6492,2.339012137,0.997283793,0.992458592,0,0.996226415,0.999730893,0.999789074,0.966546577,1,"[0.9962264150943396, 0.9997308934337998, 0.9997890740350137, 0.9665465774575399, 1.0]",9.01E-05,1.351390418,0.994297695,0.986655578,0,0.992318871,0.998925886,0.998080614,0.944812362,0.999140155,"[0.9923188706663899, 0.9989258861439313, 0.9980806142034548, 0.9448123620309051, 0.999140154772141]",0.000208162,0,8.270254374,289232,291487,0,0,0,"1516/75, 75/69, 69/70, 70/71, 71/72, 72/72, 72/73, 73/74, 74/75, 75/76, 76/77, 77/78, 78/79, 79/80, 80/81, 81/81, 81/82, 82/83, 83/84, 84/85, 85/86, 86/87, 87/88, 88/89, 89/90, 90/90, 90/91, 91/92, 92/5","1516/75, 75/69, 69/70, 70/71, 71/72, 72/72, 72/73, 73/74, 74/75, 75/76, 76/77, 77/78, 78/79, 79/80, 80/81, 81/81, 81/82, 82/83, 83/84, 84/85, 85/86, 86/87, 87/88, 88/89, 89/90, 90/90, 90/91, 91/92, 92/5",34012,2
35,v0.124 - 124,0,CrossEntropy,Adam,0.0009,1,50,MainLinear,0.0002,27,75,ACI_grouped,100,0.2,0,-2,3,cuda,0.0005,0.0015,"[18, 17, 17, 17, 18, 18, 18, 18, 19, 19, 19, 19, 20, 20, 20, 20, 20, 21, 21, 21, 21, 22, 22, 22, 22, 23, 23, 23, 5]","[0.25, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 1.0]",ADDM_Joint,0.5,0.5,0.05,0.03,3,2,FALSE,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 5]",,ModelStateDict1730954482.0195696.pt,5,1516,1080905,30:28.2,x86_64,NVIDIA GeForce RTX 2080 Ti,"_CudaDeviceProperties(name='NVIDIA GeForce RTX 2080 Ti', major=7, minor=5, total_memory=11004MB, multi_processor_count=68)",2443.985828,,,,,,,,,,,2458.258085,261.287936,4850688,25970,6492,16.76385016,0.978199605,0.954698226,0,0.973061311,0.980496219,0.992375304,0.829435254,0.998123045,"[0.9730613105593336, 0.9804962186546371, 0.9923753044583289, 0.829435253850542, 0.9981230448383733]",0.000645508,4.945102262,0.976009581,0.954391586,0,0.970264088,0.977707006,0.989352641,0.837209302,0.997424893,"[0.9702640881680183, 0.9777070063694268, 0.9893526405451448, 0.8372093023255814, 0.9974248927038627]",0.000761722,0,14.47739053,327312,329795,251606,0,1920,"1516/75, 75/76, 76/77, 77/78, 78/79, 79/80, 80/81, 81/82, 82/83, 83/84, 84/85, 85/86, 86/87, 87/88, 88/89, 89/90, 90/91, 91/92, 92/93, 93/94, 94/95, 95/96, 96/97, 97/98, 98/99, 99/100, 100/101, 101/102, 102/5","1516/18, 75/17, 76/17, 77/17, 78/18, 79/18, 80/18, 81/18, 82/19, 83/19, 84/19, 85/19, 86/20, 87/20, 88/20, 89/20, 90/20, 91/21, 92/21, 93/21, 94/21, 95/22, 96/22, 97/22, 98/22, 99/23, 100/23, 101/23, 102/5",81574,1
36,v0.124 - 124,0,CrossEntropy,Adam,0.0009,1,50,MainLinear,0.0002,27,75,ACI_grouped,100,0.2,0,-2,3,cuda,0.0005,0.0015,"[18, 17, 17, 17, 18, 18, 18, 18, 19, 19, 19, 19, 20, 20, 20, 20, 20, 21, 21, 21, 21, 22, 22, 22, 22, 23, 23, 23, 5]","[0.25, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 1.0]",ADDM_Joint,0.5,0.5,0.05,0.03,3,2,FALSE,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 5]",,ModelStateDict1730954322.3189435.pt,5,1516,532766,41:02.9,x86_64,NVIDIA GeForce RTX 2080 Ti,"_CudaDeviceProperties(name='NVIDIA GeForce RTX 2080 Ti', major=7, minor=5, total_memory=11004MB, multi_processor_count=68)",2525.178925,,,,,,,,,,,2539.635751,238.157824,4850688,25970,6492,14.92245502,0.98012264,0.958515144,0,0.976192984,0.977178994,0.993775058,0.845637584,0.999791101,"[0.9761929843042242, 0.9771789936761067, 0.99377505802912, 0.8456375838926175, 0.9997911008982662]",0.000574604,4.69982789,0.979312336,0.955947849,0,0.976056631,0.980413493,0.991492982,0.832635983,0.999140155,"[0.9760566312721216, 0.9804134929270947, 0.9914929817099106, 0.8326359832635983, 0.999140154772141]",0.000723941,0,14.62044501,327312,329795,251606,0,1920,"1516/75, 75/76, 76/77, 77/78, 78/79, 79/80, 80/81, 81/82, 82/83, 83/84, 84/85, 85/86, 86/87, 87/88, 88/89, 89/90, 90/91, 91/92, 92/93, 93/94, 94/95, 95/96, 96/97, 97/98, 98/99, 99/100, 100/101, 101/102, 102/5","1516/18, 75/17, 76/17, 77/17, 78/18, 79/18, 80/18, 81/18, 82/19, 83/19, 84/19, 85/19, 86/20, 87/20, 88/20, 89/20, 90/20, 91/21, 92/21, 93/21, 94/21, 95/22, 96/22, 97/22, 98/22, 99/23, 100/23, 101/23, 102/5",81574,2
37,v0.124 - 124,0,CrossEntropy,Adam,0.0009,1,50,MainLinear,0.0002,27,75,ACI_grouped,100,0.2,0,-2,3,cuda,0.0005,0.0015,"[36, 34, 34, 35, 35, 36, 36, 36, 37, 37, 38, 38, 39, 39, 40, 40, 40, 41, 41, 42, 42, 43, 43, 44, 44, 45, 45, 45, 5]","[0.49, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 1.0]",BERT_theseus_training|BERT_theseus,0.5,0.5,0.05,0.03,3,2,FALSE,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 5]",,ModelStateDict1730954322.3189435.pt,5,1516,533421,42:35.5,x86_64,NVIDIA GeForce RTX 2080 Ti,"_CudaDeviceProperties(name='NVIDIA GeForce RTX 2080 Ti', major=7, minor=5, total_memory=11004MB, multi_processor_count=68)",2030.551639,0.013563899,,0.013562346,,0.013559996,,0.013558913,,0.013558606,,2438.078851,462.098432,4878336,25970,6492,352.1145535,0.389338503,0.213859631,0,0.483891649,0,0.585406507,0,0,"[0.4838916493027729, 0.0, 0.5854065065744799, 0.0, 0.0]",0.013558512,87.53000963,0.396220168,0.216646379,0,0.498601181,0,0.584630714,0,0,"[0.49860118122474356, 0.0, 0.5846307136629717, 0.0, 0.0]",0.013482749,0,7.00662756,219414,220665,0,0,0,"1516/76, 76/78, 78/80, 80/82, 82/84, 84/86, 86/88, 88/90, 90/92, 92/94, 94/96, 96/98, 98/100, 100/102, 102/5","1516/76, 76/78, 78/80, 80/82, 82/84, 84/86, 86/88, 88/90, 90/92, 92/94, 94/96, 96/98, 98/100, 100/102, 102/5",86152,2
38,v0.124 - 124,0,CrossEntropy,Adam,0.0009,1,50,MainLinear,0.0002,27,75,ACI_grouped,100,0.2,0,-2,3,cuda,0.0005,0.0015,"[36, 34, 34, 35, 35, 36, 36, 36, 37, 37, 38, 38, 39, 39, 40, 40, 40, 41, 41, 42, 42, 43, 43, 44, 44, 45, 45, 45, 5]","[0.49, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 1.0]",BERT_theseus_training|BERT_theseus,0.5,0.5,0.05,0.03,3,2,FALSE,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 5]",,ModelStateDict1730954262.2141309.pt,5,1516,1080495,43:57.3,x86_64,NVIDIA GeForce RTX 2080 Ti,"_CudaDeviceProperties(name='NVIDIA GeForce RTX 2080 Ti', major=7, minor=5, total_memory=11004MB, multi_processor_count=68)",2056.717945,0.013524464,,0.013519905,,0.013514451,,0.013512657,,0.013512069,,2469.701544,244.166656,4878336,25970,6492,350.9047623,0.530507197,0.291579343,0,0.799377916,0,0.658518801,0,0,"[0.7993779160186625, 0.0, 0.6585188014305059, 0.0, 0.0]",0.013511928,87.23141456,0.534228401,0.291441801,0,0.802354095,0,0.654854911,0,0,"[0.8023540951446788, 0.0, 0.6548549107142857, 0.0, 0.0]",0.013436755,0,7.801268101,219414,220665,0,0,0,"1516/76, 76/78, 78/80, 80/82, 82/84, 84/86, 86/88, 88/90, 90/92, 92/94, 94/96, 96/98, 98/100, 100/102, 102/5","1516/76, 76/78, 78/80, 80/82, 82/84, 84/86, 86/88, 88/90, 90/92, 92/94, 94/96, 96/98, 98/100, 100/102, 102/5",86152,0
