"datasets/ontologies/model(BigModel(toOntology).csv 0).ttl",,,,,
Layer,node,Number of connected classes,Number of classes total,csv row,pruning type
24,21,5,10,16,Recreation_Run
24,29,1,10,16,Recreation_Run
24,52,7,10,16,Recreation_Run
25,71,1,10,16,Recreation_Run
25,89,1,10,16,Recreation_Run
25,93,1,10,16,Recreation_Run
26,6,1,10,16,Recreation_Run
,,,,,
"datasets/ontologies/model(BigModel(toOntology).csv 17).ttl",,,,,
Layer,node,Number of connected classes,Number of classes total,csv row,pruning type
0,32,3,10,17,Recreation_Run
0,35,3,10,17,Recreation_Run
0,79,1,10,17,Recreation_Run
0,86,3,10,17,Recreation_Run
1,31,1,10,17,Recreation_Run
1,47,1,10,17,Recreation_Run
1,62,1,10,17,Recreation_Run
1,63,1,10,17,Recreation_Run
1,87,8,10,17,Recreation_Run
2,10,2,10,17,Recreation_Run
2,16,2,10,17,Recreation_Run
2,17,1,10,17,Recreation_Run
2,37,4,10,17,Recreation_Run
2,47,8,10,17,Recreation_Run
2,78,1,10,17,Recreation_Run
2,92,1,10,17,Recreation_Run
3,9,7,10,17,Recreation_Run
3,31,4,10,17,Recreation_Run
3,38,1,10,17,Recreation_Run
3,72,3,10,17,Recreation_Run
4,11,3,10,17,Recreation_Run
4,81,3,10,17,Recreation_Run
4,83,7,10,17,Recreation_Run
4,90,7,10,17,Recreation_Run
5,59,2,10,17,Recreation_Run
5,88,3,10,17,Recreation_Run
5,91,7,10,17,Recreation_Run
6,0,7,10,17,Recreation_Run
6,36,2,10,17,Recreation_Run
6,45,7,10,17,Recreation_Run
6,95,1,10,17,Recreation_Run
7,6,1,10,17,Recreation_Run
7,14,8,10,17,Recreation_Run
7,41,1,10,17,Recreation_Run
7,54,7,10,17,Recreation_Run
8,2,8,10,17,Recreation_Run
8,64,2,10,17,Recreation_Run
8,79,1,10,17,Recreation_Run
8,93,7,10,17,Recreation_Run
9,1,8,10,17,Recreation_Run
9,5,8,10,17,Recreation_Run
9,40,1,10,17,Recreation_Run
10,4,2,10,17,Recreation_Run
10,12,3,10,17,Recreation_Run
10,31,7,10,17,Recreation_Run
10,62,7,10,17,Recreation_Run
10,82,1,10,17,Recreation_Run
11,11,2,10,17,Recreation_Run
11,55,1,10,17,Recreation_Run
11,73,8,10,17,Recreation_Run
11,93,7,10,17,Recreation_Run
12,13,2,10,17,Recreation_Run
12,52,1,10,17,Recreation_Run
12,69,7,10,17,Recreation_Run
12,70,8,10,17,Recreation_Run
13,49,2,10,17,Recreation_Run
13,75,8,10,17,Recreation_Run
13,83,8,10,17,Recreation_Run
14,59,1,10,17,Recreation_Run
14,65,9,10,17,Recreation_Run
14,81,7,10,17,Recreation_Run
14,92,1,10,17,Recreation_Run
15,53,9,10,17,Recreation_Run
16,41,8,10,17,Recreation_Run
16,104,9,10,17,Recreation_Run
17,6,1,10,17,Recreation_Run
17,12,9,10,17,Recreation_Run
17,68,9,10,17,Recreation_Run
18,10,1,10,17,Recreation_Run
18,51,9,10,17,Recreation_Run
18,67,1,10,17,Recreation_Run
19,54,1,10,17,Recreation_Run
19,89,8,10,17,Recreation_Run
20,17,1,10,17,Recreation_Run
20,39,7,10,17,Recreation_Run
20,40,1,10,17,Recreation_Run
20,91,1,10,17,Recreation_Run
21,46,1,10,17,Recreation_Run
21,58,1,10,17,Recreation_Run
21,59,9,10,17,Recreation_Run
21,76,3,10,17,Recreation_Run
21,100,1,10,17,Recreation_Run
22,3,3,10,17,Recreation_Run
22,36,6,10,17,Recreation_Run
22,65,2,10,17,Recreation_Run
22,87,1,10,17,Recreation_Run
22,96,3,10,17,Recreation_Run
23,17,1,10,17,Recreation_Run
23,49,1,10,17,Recreation_Run
23,61,1,10,17,Recreation_Run
23,69,1,10,17,Recreation_Run
23,71,1,10,17,Recreation_Run
23,92,5,10,17,Recreation_Run
23,104,1,10,17,Recreation_Run
24,5,2,10,17,Recreation_Run
24,12,3,10,17,Recreation_Run
24,48,1,10,17,Recreation_Run
24,66,1,10,17,Recreation_Run
25,26,1,10,17,Recreation_Run
25,62,1,10,17,Recreation_Run
26,49,1,10,17,Recreation_Run
,,,,,
"datasets/ontologies/model(BigModel(toOntology).csv 18).ttl",,,,,
Layer,node,Number of connected classes,Number of classes total,csv row,pruning type
0,4,5,10,18,iterative_full_theseus_training|iterative_full_theseus
0,14,1,10,18,iterative_full_theseus_training|iterative_full_theseus
0,20,1,10,18,iterative_full_theseus_training|iterative_full_theseus
0,34,1,10,18,iterative_full_theseus_training|iterative_full_theseus
0,39,2,10,18,iterative_full_theseus_training|iterative_full_theseus
0,61,1,10,18,iterative_full_theseus_training|iterative_full_theseus
0,80,6,10,18,iterative_full_theseus_training|iterative_full_theseus
1,19,1,10,18,iterative_full_theseus_training|iterative_full_theseus
1,38,4,10,18,iterative_full_theseus_training|iterative_full_theseus
1,45,5,10,18,iterative_full_theseus_training|iterative_full_theseus
1,61,7,10,18,iterative_full_theseus_training|iterative_full_theseus
1,63,1,10,18,iterative_full_theseus_training|iterative_full_theseus
2,0,7,10,18,iterative_full_theseus_training|iterative_full_theseus
2,2,1,10,18,iterative_full_theseus_training|iterative_full_theseus
2,41,1,10,18,iterative_full_theseus_training|iterative_full_theseus
2,42,3,10,18,iterative_full_theseus_training|iterative_full_theseus
2,81,1,10,18,iterative_full_theseus_training|iterative_full_theseus
2,84,1,10,18,iterative_full_theseus_training|iterative_full_theseus
3,16,6,10,18,iterative_full_theseus_training|iterative_full_theseus
3,23,1,10,18,iterative_full_theseus_training|iterative_full_theseus
3,40,1,10,18,iterative_full_theseus_training|iterative_full_theseus
3,62,1,10,18,iterative_full_theseus_training|iterative_full_theseus
3,86,9,10,18,iterative_full_theseus_training|iterative_full_theseus
4,44,9,10,18,iterative_full_theseus_training|iterative_full_theseus
4,45,1,10,18,iterative_full_theseus_training|iterative_full_theseus
4,49,1,10,18,iterative_full_theseus_training|iterative_full_theseus
4,56,4,10,18,iterative_full_theseus_training|iterative_full_theseus
4,72,4,10,18,iterative_full_theseus_training|iterative_full_theseus
4,75,1,10,18,iterative_full_theseus_training|iterative_full_theseus
5,22,4,10,18,iterative_full_theseus_training|iterative_full_theseus
5,55,1,10,18,iterative_full_theseus_training|iterative_full_theseus
5,79,9,10,18,iterative_full_theseus_training|iterative_full_theseus
5,80,1,10,18,iterative_full_theseus_training|iterative_full_theseus
5,96,3,10,18,iterative_full_theseus_training|iterative_full_theseus
5,97,2,10,18,iterative_full_theseus_training|iterative_full_theseus
6,26,9,10,18,iterative_full_theseus_training|iterative_full_theseus
6,47,1,10,18,iterative_full_theseus_training|iterative_full_theseus
6,51,4,10,18,iterative_full_theseus_training|iterative_full_theseus
6,57,3,10,18,iterative_full_theseus_training|iterative_full_theseus
6,71,1,10,18,iterative_full_theseus_training|iterative_full_theseus
6,78,1,10,18,iterative_full_theseus_training|iterative_full_theseus
7,47,1,10,18,iterative_full_theseus_training|iterative_full_theseus
7,67,8,10,18,iterative_full_theseus_training|iterative_full_theseus
7,101,2,10,18,iterative_full_theseus_training|iterative_full_theseus
8,36,9,10,18,iterative_full_theseus_training|iterative_full_theseus
8,81,2,10,18,iterative_full_theseus_training|iterative_full_theseus
8,97,1,10,18,iterative_full_theseus_training|iterative_full_theseus
9,8,3,10,18,iterative_full_theseus_training|iterative_full_theseus
9,47,10,10,18,iterative_full_theseus_training|iterative_full_theseus
9,103,3,10,18,iterative_full_theseus_training|iterative_full_theseus
10,85,10,10,18,iterative_full_theseus_training|iterative_full_theseus
10,100,10,10,18,iterative_full_theseus_training|iterative_full_theseus
11,15,10,10,18,iterative_full_theseus_training|iterative_full_theseus
11,66,10,10,18,iterative_full_theseus_training|iterative_full_theseus
12,12,3,10,18,iterative_full_theseus_training|iterative_full_theseus
12,22,10,10,18,iterative_full_theseus_training|iterative_full_theseus
12,60,7,10,18,iterative_full_theseus_training|iterative_full_theseus
13,3,10,10,18,iterative_full_theseus_training|iterative_full_theseus
14,48,1,10,18,iterative_full_theseus_training|iterative_full_theseus
14,64,5,10,18,iterative_full_theseus_training|iterative_full_theseus
15,3,1,10,18,iterative_full_theseus_training|iterative_full_theseus
15,20,10,10,18,iterative_full_theseus_training|iterative_full_theseus
16,7,9,10,18,iterative_full_theseus_training|iterative_full_theseus
16,24,1,10,18,iterative_full_theseus_training|iterative_full_theseus
16,50,10,10,18,iterative_full_theseus_training|iterative_full_theseus
17,27,2,10,18,iterative_full_theseus_training|iterative_full_theseus
17,31,6,10,18,iterative_full_theseus_training|iterative_full_theseus
17,68,1,10,18,iterative_full_theseus_training|iterative_full_theseus
17,83,9,10,18,iterative_full_theseus_training|iterative_full_theseus
17,85,2,10,18,iterative_full_theseus_training|iterative_full_theseus
18,7,6,10,18,iterative_full_theseus_training|iterative_full_theseus
18,12,2,10,18,iterative_full_theseus_training|iterative_full_theseus
18,23,8,10,18,iterative_full_theseus_training|iterative_full_theseus
18,46,1,10,18,iterative_full_theseus_training|iterative_full_theseus
18,60,1,10,18,iterative_full_theseus_training|iterative_full_theseus
18,79,1,10,18,iterative_full_theseus_training|iterative_full_theseus
19,14,1,10,18,iterative_full_theseus_training|iterative_full_theseus
19,52,2,10,18,iterative_full_theseus_training|iterative_full_theseus
19,74,6,10,18,iterative_full_theseus_training|iterative_full_theseus
19,91,1,10,18,iterative_full_theseus_training|iterative_full_theseus
19,95,8,10,18,iterative_full_theseus_training|iterative_full_theseus
19,104,1,10,18,iterative_full_theseus_training|iterative_full_theseus
20,19,1,10,18,iterative_full_theseus_training|iterative_full_theseus
20,63,1,10,18,iterative_full_theseus_training|iterative_full_theseus
20,64,2,10,18,iterative_full_theseus_training|iterative_full_theseus
20,71,2,10,18,iterative_full_theseus_training|iterative_full_theseus
20,75,1,10,18,iterative_full_theseus_training|iterative_full_theseus
20,81,4,10,18,iterative_full_theseus_training|iterative_full_theseus
20,83,2,10,18,iterative_full_theseus_training|iterative_full_theseus
21,4,3,10,18,iterative_full_theseus_training|iterative_full_theseus
21,18,1,10,18,iterative_full_theseus_training|iterative_full_theseus
21,23,4,10,18,iterative_full_theseus_training|iterative_full_theseus
21,34,3,10,18,iterative_full_theseus_training|iterative_full_theseus
21,35,1,10,18,iterative_full_theseus_training|iterative_full_theseus
21,61,2,10,18,iterative_full_theseus_training|iterative_full_theseus
21,64,1,10,18,iterative_full_theseus_training|iterative_full_theseus
21,98,1,10,18,iterative_full_theseus_training|iterative_full_theseus
21,101,1,10,18,iterative_full_theseus_training|iterative_full_theseus
22,3,3,10,18,iterative_full_theseus_training|iterative_full_theseus
22,50,1,10,18,iterative_full_theseus_training|iterative_full_theseus
22,54,1,10,18,iterative_full_theseus_training|iterative_full_theseus
22,76,1,10,18,iterative_full_theseus_training|iterative_full_theseus
22,110,1,10,18,iterative_full_theseus_training|iterative_full_theseus
23,61,1,10,18,iterative_full_theseus_training|iterative_full_theseus
23,65,1,10,18,iterative_full_theseus_training|iterative_full_theseus
23,88,2,10,18,iterative_full_theseus_training|iterative_full_theseus
23,105,1,10,18,iterative_full_theseus_training|iterative_full_theseus
24,13,1,10,18,iterative_full_theseus_training|iterative_full_theseus
24,29,1,10,18,iterative_full_theseus_training|iterative_full_theseus
24,40,1,10,18,iterative_full_theseus_training|iterative_full_theseus
24,64,1,10,18,iterative_full_theseus_training|iterative_full_theseus
25,59,4,10,18,iterative_full_theseus_training|iterative_full_theseus
26,85,2,10,18,iterative_full_theseus_training|iterative_full_theseus
,,,,,
"datasets/ontologies/model(BigModel(toOntology).csv 19).ttl",,,,,
Layer,node,Number of connected classes,Number of classes total,csv row,pruning type
0,29,1,10,19,ADMM_Joint
1,12,1,10,19,ADMM_Joint
1,41,2,10,19,ADMM_Joint
1,69,1,10,19,ADMM_Joint
1,70,3,10,19,ADMM_Joint
1,90,2,10,19,ADMM_Joint
1,95,1,10,19,ADMM_Joint
2,69,1,10,19,ADMM_Joint
2,94,6,10,19,ADMM_Joint
2,116,1,10,19,ADMM_Joint
3,99,2,10,19,ADMM_Joint
3,100,1,10,19,ADMM_Joint
3,137,2,10,19,ADMM_Joint
4,62,2,10,19,ADMM_Joint
4,109,2,10,19,ADMM_Joint
5,108,2,10,19,ADMM_Joint
6,40,9,10,19,ADMM_Joint
6,68,1,10,19,ADMM_Joint
6,104,8,10,19,ADMM_Joint
6,113,2,10,19,ADMM_Joint
7,41,8,10,19,ADMM_Joint
7,62,2,10,19,ADMM_Joint
7,81,10,10,19,ADMM_Joint
8,86,10,10,19,ADMM_Joint
8,132,10,10,19,ADMM_Joint
9,9,10,10,19,ADMM_Joint
9,35,10,10,19,ADMM_Joint
10,32,10,10,19,ADMM_Joint
10,105,10,10,19,ADMM_Joint
11,45,10,10,19,ADMM_Joint
11,168,10,10,19,ADMM_Joint
12,59,10,10,19,ADMM_Joint
12,120,10,10,19,ADMM_Joint
13,23,10,10,19,ADMM_Joint
13,58,10,10,19,ADMM_Joint
14,112,10,10,19,ADMM_Joint
14,182,10,10,19,ADMM_Joint
15,4,10,10,19,ADMM_Joint
15,43,10,10,19,ADMM_Joint
16,131,10,10,19,ADMM_Joint
16,138,10,10,19,ADMM_Joint
17,14,10,10,19,ADMM_Joint
17,166,10,10,19,ADMM_Joint
18,40,10,10,19,ADMM_Joint
18,93,10,10,19,ADMM_Joint
19,108,10,10,19,ADMM_Joint
19,178,10,10,19,ADMM_Joint
20,151,10,10,19,ADMM_Joint
21,119,10,10,19,ADMM_Joint
21,189,10,10,19,ADMM_Joint
22,105,10,10,19,ADMM_Joint
23,64,1,10,19,ADMM_Joint
23,90,7,10,19,ADMM_Joint
23,154,3,10,19,ADMM_Joint
24,127,1,10,19,ADMM_Joint
24,190,1,10,19,ADMM_Joint
25,70,3,10,19,ADMM_Joint
25,100,1,10,19,ADMM_Joint
25,106,1,10,19,ADMM_Joint
26,50,1,10,19,ADMM_Joint
26,81,1,10,19,ADMM_Joint
,,,,,
"datasets/ontologies/model(BigModel(toOntology).csv 20).ttl",,,,,
Layer,node,Number of connected classes,Number of classes total,csv row,pruning type
0,80,2,10,20,ADMM_Joint
1,31,2,10,20,ADMM_Joint
1,32,1,10,20,ADMM_Joint
1,54,1,10,20,ADMM_Joint
1,68,5,10,20,ADMM_Joint
1,173,2,10,20,ADMM_Joint
2,19,2,10,20,ADMM_Joint
2,43,4,10,20,ADMM_Joint
2,59,1,10,20,ADMM_Joint
2,65,1,10,20,ADMM_Joint
2,135,8,10,20,ADMM_Joint
3,33,2,10,20,ADMM_Joint
4,66,5,10,20,ADMM_Joint
5,142,7,10,20,ADMM_Joint
5,144,10,10,20,ADMM_Joint
6,4,10,10,20,ADMM_Joint
6,107,10,10,20,ADMM_Joint
7,64,9,10,20,ADMM_Joint
7,81,10,10,20,ADMM_Joint
8,27,10,10,20,ADMM_Joint
8,129,10,10,20,ADMM_Joint
9,129,10,10,20,ADMM_Joint
9,144,9,10,20,ADMM_Joint
10,101,10,10,20,ADMM_Joint
11,39,10,10,20,ADMM_Joint
11,72,10,10,20,ADMM_Joint
12,89,10,10,20,ADMM_Joint
12,146,10,10,20,ADMM_Joint
13,145,10,10,20,ADMM_Joint
13,183,10,10,20,ADMM_Joint
15,73,10,10,20,ADMM_Joint
15,145,10,10,20,ADMM_Joint
16,57,10,10,20,ADMM_Joint
16,103,1,10,20,ADMM_Joint
17,77,1,10,20,ADMM_Joint
17,173,1,10,20,ADMM_Joint
18,19,1,10,20,ADMM_Joint
18,22,1,10,20,ADMM_Joint
18,27,1,10,20,ADMM_Joint
18,38,1,10,20,ADMM_Joint
19,131,1,10,20,ADMM_Joint
19,132,8,10,20,ADMM_Joint
20,110,7,10,20,ADMM_Joint
20,141,1,10,20,ADMM_Joint
20,151,1,10,20,ADMM_Joint
20,182,2,10,20,ADMM_Joint
21,75,7,10,20,ADMM_Joint
21,133,1,10,20,ADMM_Joint
21,138,1,10,20,ADMM_Joint
21,181,1,10,20,ADMM_Joint
22,17,1,10,20,ADMM_Joint
22,68,1,10,20,ADMM_Joint
22,98,7,10,20,ADMM_Joint
22,132,6,10,20,ADMM_Joint
23,15,1,10,20,ADMM_Joint
23,28,1,10,20,ADMM_Joint
23,111,3,10,20,ADMM_Joint
23,117,1,10,20,ADMM_Joint
24,60,2,10,20,ADMM_Joint
25,25,1,10,20,ADMM_Joint
25,78,1,10,20,ADMM_Joint
25,132,1,10,20,ADMM_Joint
26,174,1,10,20,ADMM_Joint
,,,,,
"datasets/ontologies/model(BigModel(toOntology).csv 21).ttl",,,,,
Layer,node,Number of connected classes,Number of classes total,csv row,pruning type
0,122,6,10,21,ADMM_Joint
0,130,1,10,21,ADMM_Joint
1,0,2,10,21,ADMM_Joint
1,9,1,10,21,ADMM_Joint
1,15,1,10,21,ADMM_Joint
1,34,2,10,21,ADMM_Joint
1,57,1,10,21,ADMM_Joint
1,59,1,10,21,ADMM_Joint
1,79,3,10,21,ADMM_Joint
1,105,1,10,21,ADMM_Joint
1,113,1,10,21,ADMM_Joint
1,120,1,10,21,ADMM_Joint
1,162,1,10,21,ADMM_Joint
2,48,1,10,21,ADMM_Joint
2,55,5,10,21,ADMM_Joint
2,124,1,10,21,ADMM_Joint
3,91,1,10,21,ADMM_Joint
3,103,2,10,21,ADMM_Joint
4,120,1,10,21,ADMM_Joint
5,21,1,10,21,ADMM_Joint
5,64,10,10,21,ADMM_Joint
5,139,8,10,21,ADMM_Joint
5,172,1,10,21,ADMM_Joint
6,88,10,10,21,ADMM_Joint
6,168,10,10,21,ADMM_Joint
7,98,10,10,21,ADMM_Joint
7,124,10,10,21,ADMM_Joint
8,98,10,10,21,ADMM_Joint
8,141,10,10,21,ADMM_Joint
9,40,10,10,21,ADMM_Joint
9,102,10,10,21,ADMM_Joint
10,7,10,10,21,ADMM_Joint
10,16,10,10,21,ADMM_Joint
11,21,10,10,21,ADMM_Joint
11,76,10,10,21,ADMM_Joint
12,11,10,10,21,ADMM_Joint
12,144,10,10,21,ADMM_Joint
13,55,10,10,21,ADMM_Joint
13,87,10,10,21,ADMM_Joint
14,66,10,10,21,ADMM_Joint
14,150,10,10,21,ADMM_Joint
15,52,10,10,21,ADMM_Joint
15,61,10,10,21,ADMM_Joint
16,6,10,10,21,ADMM_Joint
16,147,10,10,21,ADMM_Joint
17,160,10,10,21,ADMM_Joint
17,188,10,10,21,ADMM_Joint
18,123,10,10,21,ADMM_Joint
18,186,10,10,21,ADMM_Joint
19,80,10,10,21,ADMM_Joint
19,93,10,10,21,ADMM_Joint
20,100,10,10,21,ADMM_Joint
20,192,10,10,21,ADMM_Joint
21,133,10,10,21,ADMM_Joint
21,151,10,10,21,ADMM_Joint
22,1,1,10,21,ADMM_Joint
22,32,7,10,21,ADMM_Joint
22,120,6,10,21,ADMM_Joint
23,68,2,10,21,ADMM_Joint
23,79,8,10,21,ADMM_Joint
24,71,1,10,21,ADMM_Joint
24,166,1,10,21,ADMM_Joint
24,180,1,10,21,ADMM_Joint
25,129,1,10,21,ADMM_Joint
,,,,,
"datasets/ontologies/model(BigModel(toOntology).csv 22).ttl",,,,,
Layer,node,Number of connected classes,Number of classes total,csv row,pruning type
0,63,1,10,22,iterative_full_theseus_training|iterative_full_theseus
1,59,4,10,22,iterative_full_theseus_training|iterative_full_theseus
1,80,1,10,22,iterative_full_theseus_training|iterative_full_theseus
1,83,5,10,22,iterative_full_theseus_training|iterative_full_theseus
1,92,1,10,22,iterative_full_theseus_training|iterative_full_theseus
1,96,6,10,22,iterative_full_theseus_training|iterative_full_theseus
2,4,1,10,22,iterative_full_theseus_training|iterative_full_theseus
2,8,1,10,22,iterative_full_theseus_training|iterative_full_theseus
2,15,1,10,22,iterative_full_theseus_training|iterative_full_theseus
2,51,5,10,22,iterative_full_theseus_training|iterative_full_theseus
2,59,1,10,22,iterative_full_theseus_training|iterative_full_theseus
2,74,2,10,22,iterative_full_theseus_training|iterative_full_theseus
2,75,1,10,22,iterative_full_theseus_training|iterative_full_theseus
3,1,1,10,22,iterative_full_theseus_training|iterative_full_theseus
3,24,1,10,22,iterative_full_theseus_training|iterative_full_theseus
3,29,5,10,22,iterative_full_theseus_training|iterative_full_theseus
3,46,6,10,22,iterative_full_theseus_training|iterative_full_theseus
3,75,1,10,22,iterative_full_theseus_training|iterative_full_theseus
4,41,1,10,22,iterative_full_theseus_training|iterative_full_theseus
4,47,1,10,22,iterative_full_theseus_training|iterative_full_theseus
4,53,4,10,22,iterative_full_theseus_training|iterative_full_theseus
4,66,1,10,22,iterative_full_theseus_training|iterative_full_theseus
4,86,5,10,22,iterative_full_theseus_training|iterative_full_theseus
5,56,6,10,22,iterative_full_theseus_training|iterative_full_theseus
5,63,3,10,22,iterative_full_theseus_training|iterative_full_theseus
5,81,1,10,22,iterative_full_theseus_training|iterative_full_theseus
6,3,1,10,22,iterative_full_theseus_training|iterative_full_theseus
6,6,10,10,22,iterative_full_theseus_training|iterative_full_theseus
6,79,9,10,22,iterative_full_theseus_training|iterative_full_theseus
7,10,1,10,22,iterative_full_theseus_training|iterative_full_theseus
7,88,9,10,22,iterative_full_theseus_training|iterative_full_theseus
9,13,10,10,22,iterative_full_theseus_training|iterative_full_theseus
9,96,10,10,22,iterative_full_theseus_training|iterative_full_theseus
10,57,10,10,22,iterative_full_theseus_training|iterative_full_theseus
10,69,10,10,22,iterative_full_theseus_training|iterative_full_theseus
11,96,10,10,22,iterative_full_theseus_training|iterative_full_theseus
11,104,10,10,22,iterative_full_theseus_training|iterative_full_theseus
14,44,10,10,22,iterative_full_theseus_training|iterative_full_theseus
15,41,10,10,22,iterative_full_theseus_training|iterative_full_theseus
16,35,10,10,22,iterative_full_theseus_training|iterative_full_theseus
16,43,10,10,22,iterative_full_theseus_training|iterative_full_theseus
17,11,10,10,22,iterative_full_theseus_training|iterative_full_theseus
17,95,10,10,22,iterative_full_theseus_training|iterative_full_theseus
18,39,10,10,22,iterative_full_theseus_training|iterative_full_theseus
20,85,7,10,22,iterative_full_theseus_training|iterative_full_theseus
22,4,7,10,22,iterative_full_theseus_training|iterative_full_theseus
22,16,7,10,22,iterative_full_theseus_training|iterative_full_theseus
23,24,2,10,22,iterative_full_theseus_training|iterative_full_theseus
23,43,3,10,22,iterative_full_theseus_training|iterative_full_theseus
23,54,2,10,22,iterative_full_theseus_training|iterative_full_theseus
24,1,1,10,22,iterative_full_theseus_training|iterative_full_theseus
24,77,1,10,22,iterative_full_theseus_training|iterative_full_theseus
25,92,1,10,22,iterative_full_theseus_training|iterative_full_theseus
26,48,1,10,22,iterative_full_theseus_training|iterative_full_theseus
26,78,1,10,22,iterative_full_theseus_training|iterative_full_theseus
26,90,1,10,22,iterative_full_theseus_training|iterative_full_theseus
,,,,,
"datasets/ontologies/model(BigModel(toOntology).csv 24).ttl",,,,,
Layer,node,Number of connected classes,Number of classes total,csv row,pruning type
0,0,1,10,24,iterative_full_theseus_training|iterative_full_theseus
0,12,1,10,24,iterative_full_theseus_training|iterative_full_theseus
0,15,2,10,24,iterative_full_theseus_training|iterative_full_theseus
0,22,6,10,24,iterative_full_theseus_training|iterative_full_theseus
0,49,8,10,24,iterative_full_theseus_training|iterative_full_theseus
1,5,1,10,24,iterative_full_theseus_training|iterative_full_theseus
1,16,1,10,24,iterative_full_theseus_training|iterative_full_theseus
1,35,1,10,24,iterative_full_theseus_training|iterative_full_theseus
1,44,6,10,24,iterative_full_theseus_training|iterative_full_theseus
1,46,1,10,24,iterative_full_theseus_training|iterative_full_theseus
1,60,9,10,24,iterative_full_theseus_training|iterative_full_theseus
2,1,2,10,24,iterative_full_theseus_training|iterative_full_theseus
2,16,1,10,24,iterative_full_theseus_training|iterative_full_theseus
2,33,2,10,24,iterative_full_theseus_training|iterative_full_theseus
2,88,7,10,24,iterative_full_theseus_training|iterative_full_theseus
3,24,5,10,24,iterative_full_theseus_training|iterative_full_theseus
3,52,1,10,24,iterative_full_theseus_training|iterative_full_theseus
3,86,1,10,24,iterative_full_theseus_training|iterative_full_theseus
3,92,6,10,24,iterative_full_theseus_training|iterative_full_theseus
3,94,4,10,24,iterative_full_theseus_training|iterative_full_theseus
4,8,2,10,24,iterative_full_theseus_training|iterative_full_theseus
4,29,7,10,24,iterative_full_theseus_training|iterative_full_theseus
4,47,4,10,24,iterative_full_theseus_training|iterative_full_theseus
4,65,6,10,24,iterative_full_theseus_training|iterative_full_theseus
5,33,5,10,24,iterative_full_theseus_training|iterative_full_theseus
5,40,4,10,24,iterative_full_theseus_training|iterative_full_theseus
5,53,3,10,24,iterative_full_theseus_training|iterative_full_theseus
6,22,1,10,24,iterative_full_theseus_training|iterative_full_theseus
6,47,1,10,24,iterative_full_theseus_training|iterative_full_theseus
6,70,5,10,24,iterative_full_theseus_training|iterative_full_theseus
7,14,6,10,24,iterative_full_theseus_training|iterative_full_theseus
7,72,3,10,24,iterative_full_theseus_training|iterative_full_theseus
7,93,1,10,24,iterative_full_theseus_training|iterative_full_theseus
8,36,6,10,24,iterative_full_theseus_training|iterative_full_theseus
8,58,3,10,24,iterative_full_theseus_training|iterative_full_theseus
8,60,2,10,24,iterative_full_theseus_training|iterative_full_theseus
8,77,9,10,24,iterative_full_theseus_training|iterative_full_theseus
9,18,4,10,24,iterative_full_theseus_training|iterative_full_theseus
9,36,9,10,24,iterative_full_theseus_training|iterative_full_theseus
10,6,4,10,24,iterative_full_theseus_training|iterative_full_theseus
10,19,1,10,24,iterative_full_theseus_training|iterative_full_theseus
10,65,1,10,24,iterative_full_theseus_training|iterative_full_theseus
10,96,4,10,24,iterative_full_theseus_training|iterative_full_theseus
10,98,10,10,24,iterative_full_theseus_training|iterative_full_theseus
11,29,3,10,24,iterative_full_theseus_training|iterative_full_theseus
11,40,9,10,24,iterative_full_theseus_training|iterative_full_theseus
11,80,4,10,24,iterative_full_theseus_training|iterative_full_theseus
12,18,1,10,24,iterative_full_theseus_training|iterative_full_theseus
12,26,3,10,24,iterative_full_theseus_training|iterative_full_theseus
12,42,5,10,24,iterative_full_theseus_training|iterative_full_theseus
12,57,9,10,24,iterative_full_theseus_training|iterative_full_theseus
12,84,1,10,24,iterative_full_theseus_training|iterative_full_theseus
12,94,1,10,24,iterative_full_theseus_training|iterative_full_theseus
13,94,1,10,24,iterative_full_theseus_training|iterative_full_theseus
13,103,9,10,24,iterative_full_theseus_training|iterative_full_theseus
14,15,10,10,24,iterative_full_theseus_training|iterative_full_theseus
14,102,9,10,24,iterative_full_theseus_training|iterative_full_theseus
15,1,1,10,24,iterative_full_theseus_training|iterative_full_theseus
15,29,8,10,24,iterative_full_theseus_training|iterative_full_theseus
15,96,10,10,24,iterative_full_theseus_training|iterative_full_theseus
15,98,1,10,24,iterative_full_theseus_training|iterative_full_theseus
16,22,9,10,24,iterative_full_theseus_training|iterative_full_theseus
16,28,1,10,24,iterative_full_theseus_training|iterative_full_theseus
16,32,1,10,24,iterative_full_theseus_training|iterative_full_theseus
16,91,9,10,24,iterative_full_theseus_training|iterative_full_theseus
17,5,2,10,24,iterative_full_theseus_training|iterative_full_theseus
17,31,2,10,24,iterative_full_theseus_training|iterative_full_theseus
17,33,1,10,24,iterative_full_theseus_training|iterative_full_theseus
17,82,7,10,24,iterative_full_theseus_training|iterative_full_theseus
17,103,1,10,24,iterative_full_theseus_training|iterative_full_theseus
18,3,5,10,24,iterative_full_theseus_training|iterative_full_theseus
18,10,1,10,24,iterative_full_theseus_training|iterative_full_theseus
18,15,1,10,24,iterative_full_theseus_training|iterative_full_theseus
18,19,2,10,24,iterative_full_theseus_training|iterative_full_theseus
18,37,3,10,24,iterative_full_theseus_training|iterative_full_theseus
18,38,1,10,24,iterative_full_theseus_training|iterative_full_theseus
19,3,3,10,24,iterative_full_theseus_training|iterative_full_theseus
19,11,8,10,24,iterative_full_theseus_training|iterative_full_theseus
