,Version,Notes,LossFunction,Optimizer,LearningRate,SchedulerLR,NumberOfEpochs,ModelStructure,Dropout,HiddenDim,HiddenDimSize,DatasetName,BatchSize,TrainTest,MaxSamples,Dataparallel,NumberOfWorkers,Device,AlphaForADMM,RhoForADMM,LayerPruneTargets,WeightPrunePercent,PruningSelection,BERTTheseusStartingLearningRate,BERTTheseusLearningRateModifier,AlphaForTOFD,BetaForTOFD,tForTOFD,DAISRegularizerScale,LassoForDAIS,LayerIteration,SaveLocation,FromSaveLocation,NumClasses,NumFeatures,ProcessID,StartTime,cpuModel,TimeForPrune,Memory,CudaMemory,LengthOfTrainingData,LengthOfValidationData,total_loss,f1_score_weight,f1_score_macro,additive_loss,mean_loss,val_total_loss,val_f1_score_weight,val_f1_score_macro,val_additive_loss,val_mean_loss,epoch,Epoch waypoint 0 mean_loss,-Waypoint_0-,Epoch waypoint 1 mean_loss,-Waypoint_1-,Epoch waypoint 2 mean_loss,-Waypoint_2-,Epoch waypoint 3 mean_loss,-Waypoint_3-,Epoch waypoint 4 mean_loss,-Waypoint_4-,TimeForRun,macs,parameters,NumberOfZeros,Zeroed_filter_inputs,Zeroed_filter_outputs,ModelWeightStructure,ModelWeightStructurePruneZero,GarbageCollectionSizeTotal,AssociatedOriginalRow,f1_scores_all_0,f1_scores_all_1,f1_scores_all_2,f1_scores_all_3,f1_scores_all_4,f1_scores_all_5,f1_scores_all_6,f1_scores_all_7,f1_scores_all_8,f1_scores_all_9,f1_scores_all,val_f1_scores_all_0,val_f1_scores_all_1,val_f1_scores_all_2,val_f1_scores_all_3,val_f1_scores_all_4,val_f1_scores_all_5,val_f1_scores_all_6,val_f1_scores_all_7,val_f1_scores_all_8,val_f1_scores_all,f1_scores_all_10,val_f1_scores_all_9,val_f1_scores_all_10
23,v0.105 - 105,0,CrossEntropy,Adam,0.02,1,100,MainLinear,0.000224328,27,875,ACI_grouped,3000,0.2,1000,-2,0,cpu,0.001,0.001,"[761, 385, 385, 386, 386, 387, 387, 388, 388, 388, 389, 389, 390, 390, 391, 391, 392, 392, 392, 393, 393, 394, 394, 395, 395, 396, 396, 396, 10]","[0.87, 0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 1.0]",iteritive_full_theseus_training|Recreation_Run,0.5,0.5,0.05,0.03,3.0,2.0,False,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 10]",,ModelStateDict1727279859.762903.pt,10,1516,74522,2024-09-27 22:31:55.927110,i386,4.1810078620910645,-27.98796799999945,0.0,800.0,200.0,1.4566355814580224e+16,0.2045510106332023,0.1098917520835329,0.0,18207944768225.28,1.1359299439689728e+16,0.2092753623188405,0.1101449275362318,0.0,56796497198448.64,99.0,274366719936430.1,,2122489515317656.8,,93303740689285.12,,24941892458250.24,,17498222897397.76,,112.9222002029419,12433802.0,12451926.0,0.0,0.0,0.0,"1516/819, 819/631, 631/632, 632/633, 633/633, 633/634, 634/635, 635/636, 636/636, 636/637, 637/638, 638/638, 638/639, 639/640, 640/641, 641/641, 641/642, 642/643, 643/643, 643/644, 644/645, 645/646, 646/646, 646/647, 647/648, 648/648, 648/649, 649/650, 650/10","1516/819, 819/631, 631/632, 632/633, 633/633, 633/634, 634/635, 635/636, 636/636, 636/637, 637/638, 638/638, 638/639, 639/640, 640/641, 641/641, 641/642, 642/643, 643/643, 643/644, 644/645, 645/646, 646/646, 646/647, 647/648, 648/648, 648/649, 649/650, 650/10",476880.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
24,v0.105 - 105,0,CrossEntropy,Adam,0.02,1,100,MainLinear,0.000224328,27,875,ACI_grouped,3000,0.2,1000,-2,0,cpu,0.001,0.001,"[647, 332, 333, 333, 334, 334, 334, 335, 335, 335, 336, 336, 337, 337, 337, 338, 338, 338, 339, 339, 340, 340, 340, 341, 341, 342, 342, 342, 10]","[0.74, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 0.38, 1.0]",iteritive_full_theseus_training|Recreation_Run,0.5,0.5,0.05,0.03,3.0,2.0,False,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 10]",,ModelStateDict1727279859.762903.pt,10,1516,74522,2024-09-27 22:33:59.788235,i386,4.44912576675415,84.79539199999999,0.0,800.0,200.0,840099495411712.0,0.2018841240875912,0.1083941605839416,0.0,1050124369264.64,802834211667968.0,0.2092753623188405,0.1101449275362318,0.0,4014171058339.84,99.0,1644507409940.48,,413540883145687.1,,7086301438279.68,,1789832997109.76,,1072904724807.68,,120.26533198356628,11421325.0,11438672.0,0.0,0.0,0.0,"1516/762, 762/605, 605/606, 606/606, 606/607, 607/608, 608/608, 608/609, 609/610, 610/610, 610/611, 611/612, 612/613, 613/613, 613/614, 614/615, 615/615, 615/616, 616/617, 617/617, 617/618, 618/619, 619/619, 619/620, 620/621, 621/621, 621/622, 622/623, 623/10","1516/762, 762/605, 605/606, 606/606, 606/607, 607/608, 608/608, 608/609, 609/610, 610/610, 610/611, 611/612, 612/613, 613/613, 613/614, 614/615, 615/615, 615/616, 616/617, 617/617, 617/618, 618/619, 619/619, 619/620, 620/621, 621/621, 621/622, 622/623, 623/10",460659.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
25,v0.105 - 105,0,CrossEntropy,Adam,0.02,1,100,MainLinear,0.000224328,27,875,ACI_grouped,3000,0.2,1000,-2,0,cpu,0.001,0.001,"[542, 271, 271, 272, 272, 272, 273, 273, 273, 274, 274, 274, 274, 275, 275, 275, 276, 276, 276, 277, 277, 277, 278, 278, 278, 279, 279, 279, 10]","[0.62, 0.31, 0.31, 0.31, 0.31, 0.31, 0.31, 0.31, 0.31, 0.31, 0.31, 0.31, 0.31, 0.31, 0.31, 0.31, 0.31, 0.31, 0.31, 0.31, 0.31, 0.31, 0.31, 0.31, 0.31, 0.31, 0.31, 0.31, 1.0]",iteritive_full_theseus_training|Recreation_Run,0.5,0.5,0.05,0.03,3.0,2.0,False,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 10]",,ModelStateDict1727279859.762903.pt,10,1516,74522,2024-09-27 22:36:16.368737,i386,5.815263032913208,560.5539839999983,0.0,800.0,200.0,1.2693503112904704e+16,0.2048704441139311,0.1100634905403892,0.0,15866878891130.88,1.2144969217212416e+16,0.2092753623188405,0.1101449275362318,0.0,60724846086062.08,99.0,8526430145085.44,,2183065390463058.0,,41398204608020.48,,21955272863907.84,,15805447437025.28,,117.62940621376038,10319036.0,10335490.0,0.0,0.0,0.0,"1516/709, 709/574, 574/575, 575/576, 576/576, 576/577, 577/578, 578/578, 578/579, 579/580, 580/580, 580/581, 581/581, 581/582, 582/583, 583/583, 583/584, 584/585, 585/585, 585/586, 586/587, 587/587, 587/588, 588/589, 589/589, 589/590, 590/591, 591/591, 591/10","1516/709, 709/574, 574/575, 575/576, 576/576, 576/577, 577/578, 578/578, 578/579, 579/580, 580/580, 580/581, 581/581, 581/582, 582/583, 583/583, 583/584, 584/585, 585/585, 585/586, 586/587, 587/587, 587/588, 588/589, 589/589, 589/590, 590/591, 591/591, 591/10",443298.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
26,v0.105 - 105,0,CrossEntropy,Adam,0.02,1,100,MainLinear,0.000224328,27,875,ACI_grouped,3000,0.2,1000,-2,0,cpu,0.001,0.001,"[428, 219, 219, 219, 219, 220, 220, 220, 220, 221, 221, 221, 221, 222, 222, 222, 222, 223, 223, 223, 223, 224, 224, 224, 224, 225, 225, 225, 10]","[0.49, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 1.0]",iteritive_full_theseus_training|Recreation_Run,0.5,0.5,0.05,0.03,3.0,2.0,False,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 10]",,ModelStateDict1727279859.762903.pt,10,1516,74522,2024-09-27 22:38:26.949361,i386,4.629834890365601,-223.453184,0.0,800.0,200.0,1.880222006561997e+16,0.2023792160437557,0.1086599817684594,0.0,23502775082024.96,1.6153395622576128e+16,0.2092753623188405,0.1101449275362318,0.0,80766978112880.64,99.0,408995691055022.06,,482281362271764.5,,50825381334220.8,,31322071745167.36,,24077659138949.12,,107.82294917106628,9391696.0,9407372.0,0.0,0.0,0.0,"1516/652, 652/548, 548/549, 549/549, 549/550, 550/550, 550/551, 551/552, 552/552, 552/553, 553/554, 554/554, 554/555, 555/555, 555/556, 556/557, 557/557, 557/558, 558/559, 559/559, 559/560, 560/560, 560/561, 561/562, 562/562, 562/563, 563/564, 564/564, 564/10","1516/652, 652/548, 548/549, 549/549, 549/550, 550/550, 550/551, 551/552, 552/552, 552/553, 553/554, 554/554, 554/555, 555/555, 555/556, 556/557, 557/557, 557/558, 558/559, 559/559, 559/560, 560/560, 560/561, 561/562, 562/562, 562/563, 563/564, 564/564, 564/10",425580.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
27,v0.105 - 105,0,CrossEntropy,Adam,0.02,1,100,MainLinear,0.000224328,27,875,ACI_grouped,3000,0.2,1000,-2,0,cpu,0.001,0.001,"[323, 166, 166, 166, 167, 167, 167, 167, 167, 167, 168, 168, 168, 168, 168, 169, 169, 169, 169, 169, 170, 170, 170, 170, 170, 171, 171, 171, 10]","[0.37, 0.19, 0.19, 0.19, 0.19, 0.19, 0.19, 0.19, 0.19, 0.19, 0.19, 0.19, 0.19, 0.19, 0.19, 0.19, 0.19, 0.19, 0.19, 0.19, 0.19, 0.19, 0.19, 0.19, 0.19, 0.19, 0.19, 0.19, 1.0]",iteritive_full_theseus_training|Recreation_Run,0.5,0.5,0.05,0.03,3.0,2.0,False,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 10]",,ModelStateDict1727279859.762903.pt,10,1516,74522,2024-09-27 22:40:28.746990,i386,4.776064872741699,81.46943999999894,0.0,800.0,200.0,3.978727995002061e+16,0.1860147601476015,0.1047970479704797,0.0,49734099937525.76,4.057378295119872e+16,0.2092753623188405,0.1101449275362318,0.0,202868914755993.6,99.0,3.61634344168084e+17,,91901691565178.88,,1832626982873988.8,,84501253534515.2,,50665764243374.08,,129.37827825546265,8516721.0,8531626.0,0.0,0.0,0.0,"1516/600, 600/522, 522/522, 522/523, 523/524, 524/524, 524/525, 525/525, 525/526, 526/526, 526/527, 527/528, 528/528, 528/529, 529/529, 529/530, 530/531, 531/531, 531/532, 532/532, 532/533, 533/534, 534/534, 534/535, 535/535, 535/536, 536/537, 537/537, 537/10","1516/600, 600/522, 522/522, 522/523, 523/524, 524/524, 524/525, 525/525, 525/526, 526/526, 526/527, 527/528, 528/528, 528/529, 529/529, 529/530, 530/531, 531/531, 531/532, 532/532, 532/533, 533/534, 534/534, 534/535, 535/535, 535/536, 536/537, 537/537, 537/10",409305.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
28,v0.105 - 105,0,CrossEntropy,Adam,0.02,1,100,MainLinear,0.000224328,27,875,ACI_grouped,3000,0.2,1000,-2,0,cpu,0.001,0.001,"[218, 105, 105, 105, 105, 105, 105, 105, 105, 106, 106, 106, 106, 106, 106, 106, 106, 107, 107, 107, 107, 107, 107, 107, 107, 108, 108, 108, 10]","[0.25, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 0.12, 1.0]",iteritive_full_theseus_training|Recreation_Run,0.5,0.5,0.05,0.03,3.0,2.0,False,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 10]",,ModelStateDict1727279859.762903.pt,10,1516,74522,2024-09-27 22:42:55.117142,i386,7.562793016433716,125.86598400000004,0.0,800.0,200.0,1103453266903040.0,0.1860147601476015,0.1047970479704797,0.0,1379316583628.8,989987143155712.0,0.2092753623188405,0.1101449275362318,0.0,4949935715778.56,99.0,65043714875064.32,,233324613751275.6,,2818797438238.72,,1824620890030.08,,1370460142960.64,,100.75724387168884,7560917.0,7574930.0,0.0,0.0,0.0,"1516/547, 547/491, 491/492, 492/492, 492/493, 493/493, 493/494, 494/494, 494/495, 495/496, 496/496, 496/497, 497/497, 497/498, 498/498, 498/499, 499/499, 499/500, 500/501, 501/501, 501/502, 502/502, 502/503, 503/503, 503/504, 504/505, 505/505, 505/506, 506/10","1516/547, 547/491, 491/492, 492/492, 492/493, 493/493, 493/494, 494/494, 494/495, 495/496, 496/496, 496/497, 497/497, 497/498, 498/498, 498/499, 499/499, 499/500, 500/501, 501/501, 501/502, 502/502, 502/503, 503/503, 503/504, 504/505, 505/505, 505/506, 506/10",392025.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
29,v0.105 - 105,0,CrossEntropy,Adam,0.02,1,100,MainLinear,0.000224328,27,875,ACI_grouped,3000,0.2,1000,-2,0,cpu,0.001,0.001,"[105, 52, 52, 52, 52, 52, 52, 52, 52, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 54, 54, 54, 10]","[0.12, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 0.06, 1.0]",iteritive_full_theseus_training|Recreation_Run,0.5,0.5,0.05,0.03,3.0,2.0,False,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 10]",,ModelStateDict1727279859.762903.pt,10,1516,74522,2024-09-27 22:44:47.954008,i386,4.251308917999268,39.66975999999977,0.0,800.0,200.0,563305697509376.0,0.1860147601476015,0.1047970479704797,0.0,704132121886.72,599061031813120.0,0.2092753623188405,0.1101449275362318,0.0,2995305159065.6,99.0,8084300171837.44,,1483089452728.32,,1598252625428.48,,860415076597.76,,696526171013.12,,114.88905501365662,6760815.0,6774050.0,0.0,0.0,0.0,"1516/491, 491/465, 465/465, 465/466, 466/466, 466/467, 467/467, 467/468, 468/468, 468/469, 469/470, 470/470, 470/471, 471/471, 471/472, 472/472, 472/473, 473/473, 473/474, 474/474, 474/475, 475/475, 475/476, 476/476, 476/477, 477/477, 477/478, 478/479, 479/10","1516/491, 491/465, 465/465, 465/466, 466/466, 466/467, 467/467, 467/468, 468/468, 468/469, 469/470, 470/470, 470/471, 471/471, 471/472, 472/472, 472/473, 473/473, 473/474, 474/474, 474/475, 475/475, 475/476, 476/476, 476/477, 477/477, 477/478, 478/479, 479/10",374319.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
30,v0.107 - 107,0,CrossEntropy,Adam,0.000904255,1,100,MainLinear,0.000224328,27,875,ACI_grouped,3000,0.2,1000,-2,0,cpu,0.001,0.001,"[866, 438, 438, 439, 439, 440, 440, 441, 441, 442, 442, 443, 443, 444, 444, 445, 445, 446, 446, 447, 447, 448, 448, 449, 449, 450, 450, 451, 10]","[0.99, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 1.0]",,0.5,0.5,0.05,0.03,3.0,2.0,False,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 10]",ModelStateDict1727887279.799836.pt,,10,1516,2762,2024-10-02 12:39:37.303724,i386,0.053920030593872,-29.712384000000384,0.0,800.0,200.0,1.3432856798171997,0.2021948998178506,0.1085610200364298,0.0,0.0016791070997714,1.305262327194214,0.2092753623188405,0.1101449275362318,0.0,0.006526311635971,99.0,0.0018377554416656,ModelStateDict-Waypoint_0-1727887197.188638.pt,0.0017115783691406,ModelStateDict-Waypoint_1-1727887217.469883.pt,0.0017002774775028,ModelStateDict-Waypoint_2-1727887237.639273.pt,0.0016828787326812,ModelStateDict-Waypoint_3-1727887258.517699.pt,0.0016730751097202,ModelStateDict-Waypoint_4-1727887278.251211.pt,102.1281669139862,22651822.0,22676710.0,0.0,0.0,0.0,"1516/875, 875/876, 876/877, 877/878, 878/879, 879/880, 880/881, 881/882, 882/883, 883/884, 884/885, 885/886, 886/887, 887/888, 888/889, 889/890, 890/891, 891/892, 892/893, 893/894, 894/895, 895/896, 896/897, 897/898, 898/899, 899/900, 900/901, 901/902, 902/10","1516/875, 875/876, 876/877, 877/878, 878/879, 879/880, 880/881, 881/882, 882/883, 883/884, 884/885, 885/886, 886/887, 887/888, 888/889, 889/890, 890/891, 891/892, 892/893, 893/894, 894/895, 895/896, 896/897, 897/898, 898/899, 899/900, 900/901, 901/902, 902/10",228622.0,,,,,,,,,,,,,,,,,,,,,,,,,
31,v0.107 - 107,0,CrossEntropy,Adam,0.000904255,1,100,MainLinear,0.000224328,27,875,ACI_grouped,3000,0.2,1000,-2,0,cpu,0.001,0.001,"[866, 438, 438, 439, 439, 440, 440, 441, 441, 442, 442, 443, 443, 444, 444, 445, 445, 446, 446, 447, 447, 448, 448, 449, 449, 450, 450, 451, 10]","[0.99, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 1.0]",RandomStructured,0.5,0.5,0.05,0.03,3.0,2.0,False,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 10]",ModelStateDict1727887279.799836.pt,,10,1516,2762,2024-10-02 12:42:54.065739,i386,93.61243295669556,126.92684800000096,0.0,800.0,200.0,1.3823286294937134,0.2021948998178506,0.1085610200364298,0.0,0.0017279107868671,1.3246886730194092,0.2092753623188405,0.1101449275362318,0.0,0.006623443365097,0.0,,,,,,,,,,,0.5286540985107422,22651822.0,22676710.0,10677567.0,0.0,12017.0,"1516/875, 875/876, 876/877, 877/878, 878/879, 879/880, 880/881, 881/882, 882/883, 883/884, 884/885, 885/886, 886/887, 887/888, 888/889, 889/890, 890/891, 891/892, 892/893, 893/894, 894/895, 895/896, 896/897, 897/898, 898/899, 899/900, 900/901, 901/902, 902/10","1516/866, 875/438, 876/438, 877/439, 878/439, 879/440, 880/440, 881/441, 882/441, 883/442, 884/442, 885/443, 886/443, 887/444, 888/444, 889/445, 890/445, 891/446, 892/446, 893/447, 894/447, 895/448, 896/448, 897/449, 898/449, 899/450, 900/450, 901/451, 902/10",304792.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,
32,v0.107 - 107,0,CrossEntropy,Adam,0.02,1,100,MainLinear,0.000224328,27,875,ACI_grouped,3000,0.2,1000,-2,0,cpu,0.001,0.001,"[866, 438, 438, 439, 439, 440, 440, 441, 441, 442, 442, 443, 443, 444, 444, 445, 445, 446, 446, 447, 447, 448, 448, 449, 449, 450, 450, 451, 10]","[0.99, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 1.0]",Recreation_Run,0.5,0.5,0.05,0.03,3.0,2.0,False,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 10]",,ModelStateDict1727279859.762903.pt,10,1516,3079,2024-10-02 12:45:15.772159,i386,4.575621843338013,110.37491199999933,0.0,800.0,200.0,9.443293713814625e+19,0.0434474358974359,0.0257435897435897,0.0,1.1804117142268282e+17,8.119498426549063e+19,0.0441860465116279,0.0232558139534883,0.0,4.059749213274531e+17,99.0,1.3680941498333825e+20,,5.438272032105667e+17,,1.5557158246681674e+17,,1.2525584786577686e+17,,1.167358971888848e+17,,75.97174000740051,13471388.0,13490281.0,0.0,0.0,0.0,"1516/871, 871/657, 657/658, 658/659, 659/660, 660/660, 660/661, 661/662, 662/663, 663/663, 663/664, 664/665, 665/666, 666/666, 666/667, 667/668, 668/669, 669/669, 669/670, 670/671, 671/672, 672/672, 672/673, 673/674, 674/675, 675/675, 675/676, 676/677, 677/10","1516/871, 871/657, 657/658, 658/659, 659/660, 660/660, 660/661, 661/662, 662/663, 663/663, 663/664, 664/665, 665/666, 666/666, 666/667, 667/668, 668/669, 669/669, 669/670, 670/671, 671/672, 672/672, 672/673, 673/674, 674/675, 675/675, 675/676, 676/677, 677/10",250949.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
33,v0.107 - 107,0,CrossEntropy,Adam,0.02,1,100,MainLinear,0.000224328,27,875,ACI_grouped,3000,0.2,1000,-2,0,cpu,0.001,0.001,"[761, 385, 385, 386, 386, 387, 387, 388, 388, 388, 389, 389, 390, 390, 391, 391, 392, 392, 392, 393, 393, 394, 394, 395, 395, 396, 396, 396, 10]","[0.87, 0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 0.44, 1.0]",Recreation_Run,0.5,0.5,0.05,0.03,3.0,2.0,False,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 10]",,ModelStateDict1727279859.762903.pt,10,1516,3079,2024-10-02 12:46:42.885497,i386,4.739185810089111,-75.41555200000039,0.0,800.0,200.0,8.117012348075387e+22,0.2021948998178506,0.1085610200364298,0.0,1.0146265435094234e+20,2.33093574624228e+27,0.2092753623188405,0.1101449275362318,0.0,1.1654678731211398e+25,28.0,5.133529366249876e+19,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
34,v0.108 - 108,0,CrossEntropy,Adam,0.000904255,1,100,MainLinear,0.000224328,27,875,ACI,3000,0.2,1000,-2,0,cpu,0.001,0.001,"[866, 438, 438, 439, 439, 440, 440, 441, 441, 442, 442, 443, 443, 444, 444, 445, 445, 446, 446, 447, 447, 448, 448, 449, 449, 450, 450, 451, 20]","[0.99, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 1.0]",,0.5,0.5,0.05,0.03,3.0,2.0,False,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 20]",ModelStateDict1728096566.595952.pt,,20,1516,31864,2024-10-04 22:47:12.757967,i386,18.33142614364624,37.25312000000122,0.0,800.0,200.0,1.8430207967758176,0.0925126135216952,0.0385469223007063,0.0,0.0023037759959697,1.846237540245056,0.0894331983805667,0.042285200179937,0.0,0.0092311877012252,99.0,0.0023048020899295,ModelStateDict-Waypoint_0-1728096464.95359.pt,0.0023082800209522,ModelStateDict-Waypoint_1-1728096500.411105.pt,0.0023075444996356,ModelStateDict-Waypoint_2-1728096522.67854.pt,0.0023074588179588,ModelStateDict-Waypoint_3-1728096544.129707.pt,0.0023022462427616,ModelStateDict-Waypoint_4-1728096564.5074508.pt,121.5809679031372,22660842.0,22685740.0,0.0,0.0,0.0,"1516/875, 875/876, 876/877, 877/878, 878/879, 879/880, 880/881, 881/882, 882/883, 883/884, 884/885, 885/886, 886/887, 887/888, 888/889, 889/890, 890/891, 891/892, 892/893, 893/894, 894/895, 895/896, 896/897, 897/898, 898/899, 899/900, 900/901, 901/902, 902/20","1516/875, 875/876, 876/877, 877/878, 878/879, 879/880, 880/881, 881/882, 882/883, 883/884, 884/885, 885/886, 886/887, 887/888, 888/889, 889/890, 890/891, 891/892, 892/893, 893/894, 894/895, 895/896, 896/897, 897/898, 898/899, 899/900, 900/901, 901/902, 902/20",228682.0,,,,,,,,,,,,,,,,,,,,,,,,,
35,v0.108 - 108,0,CrossEntropy,Adam,0.000904255,1,100,MainLinear,0.000224328,27,875,ACI,3000,0.2,1000,-2,0,cpu,0.001,0.001,"[866, 438, 438, 439, 439, 440, 440, 441, 441, 442, 442, 443, 443, 444, 444, 445, 445, 446, 446, 447, 447, 448, 448, 449, 449, 450, 450, 451, 20]","[0.99, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 1.0]",RandomStructured,0.5,0.5,0.05,0.03,3.0,2.0,False,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 20]",ModelStateDict1728096566.595952.pt,,20,1516,31864,2024-10-04 22:51:51.908088,i386,121.32044816017152,-466.8334080000004,0.0,800.0,200.0,1.7804253101348877,0.1148031496062992,0.04251968503937,0.0,0.0022255316376686,1.7313557863235474,0.1509125475285171,0.053231939163498,0.0,0.0086567789316177,0.0,,,,,,,,,,,0.8191559314727783,22660842.0,22685740.0,10677567.0,0.0,12017.0,"1516/875, 875/876, 876/877, 877/878, 878/879, 879/880, 880/881, 881/882, 882/883, 883/884, 884/885, 885/886, 886/887, 887/888, 888/889, 889/890, 890/891, 891/892, 892/893, 893/894, 894/895, 895/896, 896/897, 897/898, 898/899, 899/900, 900/901, 901/902, 902/20","1516/866, 875/438, 876/438, 877/439, 878/439, 879/440, 880/440, 881/441, 882/441, 883/442, 884/442, 885/443, 886/443, 887/444, 888/444, 889/445, 890/445, 891/446, 892/446, 893/447, 894/447, 895/448, 896/448, 897/449, 898/449, 899/450, 900/450, 901/451, 902/20",304872.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,
