,Version,Notes,LossFunction,Optimizer,LearningRate,SchedulerLR,NumberOfEpochs,ModelStructure,Dropout,HiddenDim,HiddenDimSize,DatasetName,BatchSize,TrainTest,MaxSamples,Dataparallel,NumberOfWorkers,Device,AlphaForADMM,RhoForADMM,LayerPruneTargets,WeightPrunePercent,PruningSelection,BERTTheseusStartingLearningRate,BERTTheseusLearningRateModifier,AlphaForTOFD,BetaForTOFD,tForTOFD,DAISRegularizerScale,LassoForDAIS,LayerIteration,TheseusRequiredGrads,SaveLocation,FromSaveLocation,NumClasses,NumFeatures,NumberWeightsplits,ResultsPath,ProcessID,StartTime,cpuModel,gpuModel,gpuInfo,TimeForPrune,Epoch waypoint 0 mean_loss,-Waypoint_0-,Epoch waypoint 1 mean_loss,-Waypoint_1-,Epoch waypoint 2 mean_loss,-Waypoint_2-,Epoch waypoint 3 mean_loss,-Waypoint_3-,Epoch waypoint 4 mean_loss,-Waypoint_4-,TimeForPruneAndRetrain,Memory,CudaMemory,LengthOfTrainingData,LengthOfValidationData,total_loss,f1_score_weight,f1_score_macro,additive_loss,f1_scores_all_0,f1_scores_all_1,f1_scores_all_2,f1_scores_all_3,f1_scores_all_4,f1_scores_all,mean_loss,val_total_loss,val_f1_score_weight,val_f1_score_macro,val_additive_loss,val_f1_scores_all_0,val_f1_scores_all_1,val_f1_scores_all_2,val_f1_scores_all_3,val_f1_scores_all_4,val_f1_scores_all,val_mean_loss,epoch,TimeForRun,macs,parameters,NumberOfZeros,Zeroed_filter_inputs,Zeroed_filter_outputs,ModelWeightStructure,ModelWeightStructurePruneZero,GarbageCollectionSizeTotal,AssociatedOriginalRow
36,v0.131 - 131,0,CrossEntropy,Adam,0.0009,1,50,MainLinear,0.0002,27,75,ACI_grouped,100,0.2,0,-2,3,cuda,0.0005,0.0015,"[9, 8, 8, 8, 8, 8, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 11, 11, 11, 5]","[0.12, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 1.0]",TOFD,0.5,0.5,0.05,0.03,3,2,FALSE,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 5]",All,,ModelStateDict1731904854.6284766.pt,5,1515,8,,2525227,45:52.0,x86_64,NVIDIA GeForce RTX 2080 Ti,"_CudaDeviceProperties(name='NVIDIA GeForce RTX 2080 Ti', major=7, minor=5, total_memory=11004MB, multi_processor_count=68)",1333.794048,,,,,,,,,,,1341.115262,-310.837248,84992,25970,6492,390.9323252,0.193205307,0.106495635,0,0.532478174,0,0,0,0,"[0.5324781736501568, 0.0, 0.0, 0.0, 0.0]",0.015053228,97.5503329,0.200568376,0.108191932,0,0.540959658,0,0,0,0,"[0.540959658388583, 0.0, 0.0, 0.0, 0.0]",0.015026237,0,7.457313538,16546,16838,0,0,0,"1515/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/10, 10/10, 10/10, 10/10, 10/10, 10/10, 10/10, 10/10, 10/10, 10/11, 11/11, 11/11, 11/11, 11/11, 11/11, 11/11, 11/11, 11/11, 11/11, 11/12, 12/12, 12/5","1515/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/10, 10/10, 10/10, 10/10, 10/10, 10/10, 10/10, 10/10, 10/10, 10/11, 11/11, 11/11, 11/11, 11/11, 11/11, 11/11, 11/11, 11/11, 11/11, 11/12, 12/12, 12/5",18241,0
37,v0.131 - 131,0,CrossEntropy,Adam,0.0009,1,50,MainLinear,0.0002,27,75,ACI_grouped,100,0.2,0,-2,3,cuda,0.0005,0.0015,"[9, 8, 8, 8, 8, 8, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 11, 11, 11, 5]","[0.12, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 1.0]",TOFD,0.5,0.5,0.05,0.03,3,2,FALSE,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 5]",All,,ModelStateDict1731904816.594452.pt,5,1515,8,,1560304,46:07.0,x86_64,NVIDIA GeForce RTX 2080 Ti,"_CudaDeviceProperties(name='NVIDIA GeForce RTX 2080 Ti', major=7, minor=5, total_memory=11004MB, multi_processor_count=68)",1367.194319,,,,,,,,,,,1374.668626,-644.268032,84992,25970,6492,396.1247067,0.195342417,0.106992356,0,0,0,0.53496178,0,0,"[0.0, 0.0, 0.5349617803852988, 0.0, 0.0]",0.015253165,98.95503139,0.191988197,0.10621111,0,0,0,0.531055549,0,0,"[0.0, 0.0, 0.5310555492702794, 0.0, 0.0]",0.015242611,0,7.635910749,16546,16838,0,0,0,"1515/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/10, 10/10, 10/10, 10/10, 10/10, 10/10, 10/10, 10/10, 10/10, 10/11, 11/11, 11/11, 11/11, 11/11, 11/11, 11/11, 11/11, 11/11, 11/11, 11/12, 12/12, 12/5","1515/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/10, 10/10, 10/10, 10/10, 10/10, 10/10, 10/10, 10/10, 10/10, 10/11, 11/11, 11/11, 11/11, 11/11, 11/11, 11/11, 11/11, 11/11, 11/11, 11/12, 12/12, 12/5",18241,1
38,v0.131 - 131,0,CrossEntropy,Adam,0.0009,1,50,MainLinear,0.0002,27,75,ACI_grouped,100,0.2,0,-2,3,cuda,0.0005,0.0015,"[9, 8, 8, 8, 8, 8, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 10, 10, 11, 11, 11, 5]","[0.12, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 1.0]",TOFD,0.5,0.5,0.05,0.03,3,2,FALSE,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 5]",All,,ModelStateDict1731905373.8624258.pt,5,1515,8,,1560313,54:42.2,x86_64,NVIDIA GeForce RTX 2080 Ti,"_CudaDeviceProperties(name='NVIDIA GeForce RTX 2080 Ti', major=7, minor=5, total_memory=11004MB, multi_processor_count=68)",1394.068369,,,,,,,,,,,1401.663982,-4406.898688,84992,25970,6492,380.3096029,0.195342417,0.106992356,0,0,0,0.53496178,0,0,"[0.0, 0.0, 0.5349617803852988, 0.0, 0.0]",0.01464419,94.94606924,0.191988197,0.10621111,0,0,0,0.531055549,0,0,"[0.0, 0.0, 0.5310555492702794, 0.0, 0.0]",0.014625088,0,7.851233006,16546,16838,0,0,0,"1515/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/10, 10/10, 10/10, 10/10, 10/10, 10/10, 10/10, 10/10, 10/10, 10/11, 11/11, 11/11, 11/11, 11/11, 11/11, 11/11, 11/11, 11/11, 11/11, 11/12, 12/12, 12/5","1515/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/10, 10/10, 10/10, 10/10, 10/10, 10/10, 10/10, 10/10, 10/10, 10/11, 11/11, 11/11, 11/11, 11/11, 11/11, 11/11, 11/11, 11/11, 11/11, 11/12, 12/12, 12/5",18241,2
39,v0.131 - 131,0,CrossEntropy,Adam,0.0009,1,50,MainLinear,0.0002,27,75,ACI_grouped,100,0.2,0,-2,3,cuda,0.0005,0.0015,"[36, 34, 34, 35, 35, 36, 36, 36, 37, 37, 38, 38, 39, 39, 40, 40, 40, 41, 41, 42, 42, 43, 43, 44, 44, 45, 45, 45, 5]","[0.49, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 1.0]",ADDM_Joint,0.5,0.5,0.05,0.03,3,2,FALSE,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 5]",All,,ModelStateDict1731904854.6284766.pt,5,1515,8,,2525228,18:27.0,x86_64,NVIDIA GeForce RTX 2080 Ti,"_CudaDeviceProperties(name='NVIDIA GeForce RTX 2080 Ti', major=7, minor=5, total_memory=11004MB, multi_processor_count=68)",2459.767672,,,,,,,,,,,2473.788113,-2420.187136,4849152,25970,6492,25.50806709,0.969806114,0.920991509,0,0.968128747,0.980283181,0.991407659,0.671369782,0.993768176,"[0.9681287472388767, 0.9802831811565436, 0.9914076588522329, 0.6713697824808936, 0.9937681761528874]",0.000982213,6.451403392,0.972883912,0.930207943,0,0.971179764,0.980454305,0.99144568,0.713947991,0.994011976,"[0.9711797636325938, 0.9804543053354464, 0.9914456800684346, 0.7139479905437353, 0.9940119760479041]",0.000993747,0,14.40373516,327237,329720,177384,0,1373,"1515/75, 75/76, 76/77, 77/78, 78/79, 79/80, 80/81, 81/82, 82/83, 83/84, 84/85, 85/86, 86/87, 87/88, 88/89, 89/90, 90/91, 91/92, 92/93, 93/94, 94/95, 95/96, 96/97, 97/98, 98/99, 99/100, 100/101, 101/102, 102/5","1515/36, 75/34, 76/34, 77/35, 78/35, 79/36, 80/36, 81/36, 82/37, 83/37, 84/38, 85/38, 86/39, 87/39, 88/40, 89/40, 90/40, 91/41, 92/41, 93/42, 94/42, 95/43, 96/43, 97/44, 98/44, 99/45, 100/45, 101/45, 102/5",81566,0
40,v0.131 - 131,0,CrossEntropy,Adam,0.0009,1,50,MainLinear,0.0002,27,75,ACI_grouped,100,0.2,0,-2,3,cuda,0.0005,0.0015,"[36, 34, 34, 35, 35, 36, 36, 36, 37, 37, 38, 38, 39, 39, 40, 40, 40, 41, 41, 42, 42, 43, 43, 44, 44, 45, 45, 45, 5]","[0.49, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 1.0]",ADDM_Joint,0.5,0.5,0.05,0.03,3,2,FALSE,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 5]",All,,ModelStateDict1731905373.8624258.pt,5,1515,8,,1560305,19:47.3,x86_64,NVIDIA GeForce RTX 2080 Ti,"_CudaDeviceProperties(name='NVIDIA GeForce RTX 2080 Ti', major=7, minor=5, total_memory=11004MB, multi_processor_count=68)",2493.135108,,,,,,,,,,,2507.404411,-7881.23648,4849152,25970,6492,16.69917811,0.980769331,0.950874208,0,0.984295416,0.985186174,0.990092715,0.799165363,0.995631371,"[0.984295415959253, 0.985186173762178, 0.9900927152317881, 0.7991653625456442, 0.9956313709174122]",0.000643018,5.801748311,0.97615144,0.938512508,0,0.979974969,0.97503983,0.989329919,0.751648352,0.996569468,"[0.9799749687108886, 0.9750398300584174, 0.9893299189073836, 0.7516483516483516, 0.9965694682675815]",0.000893677,0,14.62373519,327237,329720,177384,0,1373,"1515/75, 75/76, 76/77, 77/78, 78/79, 79/80, 80/81, 81/82, 82/83, 83/84, 84/85, 85/86, 86/87, 87/88, 88/89, 89/90, 90/91, 91/92, 92/93, 93/94, 94/95, 95/96, 96/97, 97/98, 98/99, 99/100, 100/101, 101/102, 102/5","1515/36, 75/34, 76/34, 77/35, 78/35, 79/36, 80/36, 81/36, 82/37, 83/37, 84/38, 85/38, 86/39, 87/39, 88/40, 89/40, 90/40, 91/41, 92/41, 93/42, 94/42, 95/43, 96/43, 97/44, 98/44, 99/45, 100/45, 101/45, 102/5",81566,2
41,v0.131 - 131,0,CrossEntropy,Adam,0.0009,1,50,MainLinear,0.0002,27,75,ACI_grouped,100,0.2,0,-2,3,cuda,0.0005,0.0015,"[36, 34, 34, 35, 35, 36, 36, 36, 37, 37, 38, 38, 39, 39, 40, 40, 40, 41, 41, 42, 42, 43, 43, 44, 44, 45, 45, 45, 5]","[0.49, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 1.0]",ADDM_Joint,0.5,0.5,0.05,0.03,3,2,FALSE,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 5]",All,,ModelStateDict1731904816.594452.pt,5,1515,8,,1560309,21:57.2,x86_64,NVIDIA GeForce RTX 2080 Ti,"_CudaDeviceProperties(name='NVIDIA GeForce RTX 2080 Ti', major=7, minor=5, total_memory=11004MB, multi_processor_count=68)",2509.340688,,,,,,,,,,,2523.494164,-8543.367168,4849152,25970,6492,13.70321804,0.983144352,0.957722619,0,0.984232453,0.987799973,0.994225777,0.83575419,0.986600701,"[0.9842324526709909, 0.9877999731867543, 0.9942257774010701, 0.8357541899441341, 0.9866007008864152]",0.000527656,4.124049128,0.984159799,0.960411154,0,0.985284974,0.987720235,0.99401965,0.847775176,0.987255735,"[0.9852849740932642, 0.987720234917245, 0.9940196497223409, 0.8477751756440282, 0.9872557349192863]",0.000635251,0,14.60285234,327237,329720,177384,0,1373,"1515/75, 75/76, 76/77, 77/78, 78/79, 79/80, 80/81, 81/82, 82/83, 83/84, 84/85, 85/86, 86/87, 87/88, 88/89, 89/90, 90/91, 91/92, 92/93, 93/94, 94/95, 95/96, 96/97, 97/98, 98/99, 99/100, 100/101, 101/102, 102/5","1515/36, 75/34, 76/34, 77/35, 78/35, 79/36, 80/36, 81/36, 82/37, 83/37, 84/38, 85/38, 86/39, 87/39, 88/40, 89/40, 90/40, 91/41, 92/41, 93/42, 94/42, 95/43, 96/43, 97/44, 98/44, 99/45, 100/45, 101/45, 102/5",81566,1
42,v0.131 - 131,0,CrossEntropy,Adam,0.0009,1,50,MainLinear,0.0002,27,75,ACI_grouped,100,0.2,0,-2,3,cuda,0.0005,0.0015,"[74, 68, 69, 70, 71, 72, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 90, 91, 5]","[0.99, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 1.0]",BERT_theseus_training|BERT_theseus,0.5,0.5,0.05,0.03,3,2,FALSE,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 5]",All,,ModelStateDict1731904816.594452.pt,5,1515,8,,1877380,45:53.5,x86_64,NVIDIA GeForce RTX 2080 Ti,"_CudaDeviceProperties(name='NVIDIA GeForce RTX 2080 Ti', major=7, minor=5, total_memory=11004MB, multi_processor_count=68)",3527.714339,0.013566076,,0.013566083,,0.013566083,,0.013565671,,0.013565669,,4022.851985,3580.616704,22357504,25970,6492,352.2991612,0.195342417,0.106992356,0,0,0,0.53496178,0,0,"[0.0, 0.0, 0.5349617803852988, 0.0, 0.0]",0.01356562,87.58033991,0.191988197,0.10621111,0,0,0,0.531055549,0,0,"[0.0, 0.0, 0.5310555492702794, 0.0, 0.0]",0.013490502,0,6.892580748,327237,329720,0,0,0,"1515/75, 75/76, 76/77, 77/78, 78/79, 79/80, 80/81, 81/82, 82/83, 83/84, 84/85, 85/86, 86/87, 87/88, 88/89, 89/90, 90/91, 91/92, 92/93, 93/94, 94/95, 95/96, 96/97, 97/98, 98/99, 99/100, 100/101, 101/102, 102/5","1515/75, 75/76, 76/77, 77/78, 78/79, 79/80, 80/81, 81/82, 82/83, 83/84, 84/85, 85/86, 86/87, 87/88, 88/89, 89/90, 90/91, 91/92, 92/93, 93/94, 94/95, 95/96, 96/97, 97/98, 98/99, 99/100, 100/101, 101/102, 102/5",44961,1
43,v0.131 - 131,0,CrossEntropy,Adam,0.0009,1,50,MainLinear,0.0002,27,75,ACI_grouped,100,0.2,0,-2,3,cuda,0.0005,0.0015,"[74, 68, 69, 70, 71, 72, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 90, 91, 5]","[0.99, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 1.0]",BERT_theseus_training|BERT_theseus,0.5,0.5,0.05,0.03,3,2,FALSE,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 5]",All,,ModelStateDict1731904854.6284766.pt,5,1515,8,,1099269,47:20.2,x86_64,NVIDIA GeForce RTX 2080 Ti,"_CudaDeviceProperties(name='NVIDIA GeForce RTX 2080 Ti', major=7, minor=5, total_memory=11004MB, multi_processor_count=68)",3647.458053,0.013566058,,0.013566072,,0.013566075,,0.013565674,,0.013565673,,4142.154005,-1459.175424,22357504,25970,6492,352.2993138,0.195342417,0.106992356,0,0,0,0.53496178,0,0,"[0.0, 0.0, 0.5349617803852988, 0.0, 0.0]",0.013565626,87.58037782,0.191988197,0.10621111,0,0,0,0.531055549,0,0,"[0.0, 0.0, 0.5310555492702794, 0.0, 0.0]",0.013490508,0,7.152911425,327237,329720,0,0,0,"1515/75, 75/76, 76/77, 77/78, 78/79, 79/80, 80/81, 81/82, 82/83, 83/84, 84/85, 85/86, 86/87, 87/88, 88/89, 89/90, 90/91, 91/92, 92/93, 93/94, 94/95, 95/96, 96/97, 97/98, 98/99, 99/100, 100/101, 101/102, 102/5","1515/75, 75/76, 76/77, 77/78, 78/79, 79/80, 80/81, 81/82, 82/83, 83/84, 84/85, 85/86, 86/87, 87/88, 88/89, 89/90, 90/91, 91/92, 92/93, 93/94, 94/95, 95/96, 96/97, 97/98, 98/99, 99/100, 100/101, 101/102, 102/5",44961,0
44,v0.131 - 131,0,CrossEntropy,Adam,0.0009,1,50,MainLinear,0.0002,27,75,ACI_grouped,100,0.2,0,-2,3,cuda,0.0005,0.0015,"[74, 68, 69, 70, 71, 72, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 90, 91, 5]","[0.99, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 1.0]",BERT_theseus_training|BERT_theseus,0.5,0.5,0.05,0.03,3,2,FALSE,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 5]",All,,ModelStateDict1731905373.8624258.pt,5,1515,8,,2530309,53:27.9,x86_64,NVIDIA GeForce RTX 2080 Ti,"_CudaDeviceProperties(name='NVIDIA GeForce RTX 2080 Ti', major=7, minor=5, total_memory=11004MB, multi_processor_count=68)",3488.435724,0.013566067,,0.013566083,,0.013566085,,0.013565683,,0.013565682,,3952.401316,-26.628096,22357504,25970,6492,352.2995601,0.195342417,0.106992356,0,0,0,0.53496178,0,0,"[0.0, 0.0, 0.5349617803852988, 0.0, 0.0]",0.013565636,87.58043694,0.191988197,0.10621111,0,0,0,0.531055549,0,0,"[0.0, 0.0, 0.5310555492702794, 0.0, 0.0]",0.013490517,0,7.054860592,327237,329720,0,0,0,"1515/75, 75/76, 76/77, 77/78, 78/79, 79/80, 80/81, 81/82, 82/83, 83/84, 84/85, 85/86, 86/87, 87/88, 88/89, 89/90, 90/91, 91/92, 92/93, 93/94, 94/95, 95/96, 96/97, 97/98, 98/99, 99/100, 100/101, 101/102, 102/5","1515/75, 75/76, 76/77, 77/78, 78/79, 79/80, 80/81, 81/82, 82/83, 83/84, 84/85, 85/86, 86/87, 87/88, 88/89, 89/90, 90/91, 91/92, 92/93, 93/94, 94/95, 95/96, 96/97, 97/98, 98/99, 99/100, 100/101, 101/102, 102/5",44961,2
45,v0.131 - 131,0,CrossEntropy,Adam,0.0009,1,50,MainLinear,0.0002,27,75,ACI_grouped,100,0.2,0,-2,3,cuda,0.0005,0.0015,"[27, 25, 26, 26, 26, 27, 27, 27, 28, 28, 28, 29, 29, 29, 30, 30, 30, 31, 31, 31, 32, 32, 32, 33, 33, 34, 34, 34, 5]","[0.37, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 1.0]",ADDM_Joint,0.5,0.5,0.05,0.03,3,2,FALSE,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 5]",All,,ModelStateDict1731904854.6284766.pt,5,1515,8,,2525228,00:03.2,x86_64,NVIDIA GeForce RTX 2080 Ti,"_CudaDeviceProperties(name='NVIDIA GeForce RTX 2080 Ti', major=7, minor=5, total_memory=11004MB, multi_processor_count=68)",2462.955219,,,,,,,,,,,2477.291295,-1430.102016,4849152,25970,6492,16.21974094,0.982618172,0.956981527,0,0.983430079,0.989465262,0.991983862,0.82563824,0.994390193,"[0.9834300791556728, 0.989465262034938, 0.9919838615490789, 0.8256382400869093, 0.9943901932266778]",0.000624557,4.924615712,0.980087075,0.949707523,0,0.981312292,0.981953291,0.99143469,0.795555556,0.998281787,"[0.981312292358804, 0.9819532908704883, 0.9914346895074947, 0.7955555555555556, 0.9982817869415808]",0.000758567,0,14.66316128,327237,329720,214686,0,1649,"1515/75, 75/76, 76/77, 77/78, 78/79, 79/80, 80/81, 81/82, 82/83, 83/84, 84/85, 85/86, 86/87, 87/88, 88/89, 89/90, 90/91, 91/92, 92/93, 93/94, 94/95, 95/96, 96/97, 97/98, 98/99, 99/100, 100/101, 101/102, 102/5","1515/27, 75/25, 76/26, 77/26, 78/26, 79/27, 80/27, 81/27, 82/28, 83/28, 84/28, 85/29, 86/29, 87/29, 88/30, 89/30, 90/30, 91/31, 92/31, 93/31, 94/32, 95/32, 96/32, 97/33, 98/33, 99/34, 100/34, 101/34, 102/5",81566,0
46,v0.131 - 131,0,CrossEntropy,Adam,0.0009,1,50,MainLinear,0.0002,27,75,ACI_grouped,100,0.2,0,-2,3,cuda,0.0005,0.0015,"[27, 25, 26, 26, 26, 27, 27, 27, 28, 28, 28, 29, 29, 29, 30, 30, 30, 31, 31, 31, 32, 32, 32, 33, 33, 34, 34, 34, 5]","[0.37, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 1.0]",ADDM_Joint,0.5,0.5,0.05,0.03,3,2,FALSE,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 5]",All,,ModelStateDict1731905373.8624258.pt,5,1515,8,,1560305,01:37.5,x86_64,NVIDIA GeForce RTX 2080 Ti,"_CudaDeviceProperties(name='NVIDIA GeForce RTX 2080 Ti', major=7, minor=5, total_memory=11004MB, multi_processor_count=68)",2476.69945,,,,,,,,,,,2491.014173,-520.425472,4849152,25970,6492,22.7579761,0.971786727,0.922680058,0,0.971398249,0.985007297,0.992066011,0.673224044,0.991704687,"[0.9713982488723799, 0.9850072973331564, 0.9920660107902253, 0.673224043715847, 0.9917046868519287]",0.000876318,6.431868119,0.971383887,0.924367171,0,0.969355847,0.983536909,0.991259859,0.686230248,0.991452991,"[0.9693558474046279, 0.9835369091874668, 0.9912598593050522, 0.6862302483069977, 0.9914529914529915]",0.000990738,0,14.63877583,327237,329720,214686,0,1649,"1515/75, 75/76, 76/77, 77/78, 78/79, 79/80, 80/81, 81/82, 82/83, 83/84, 84/85, 85/86, 86/87, 87/88, 88/89, 89/90, 90/91, 91/92, 92/93, 93/94, 94/95, 95/96, 96/97, 97/98, 98/99, 99/100, 100/101, 101/102, 102/5","1515/27, 75/25, 76/26, 77/26, 78/26, 79/27, 80/27, 81/27, 82/28, 83/28, 84/28, 85/29, 86/29, 87/29, 88/30, 89/30, 90/30, 91/31, 92/31, 93/31, 94/32, 95/32, 96/32, 97/33, 98/33, 99/34, 100/34, 101/34, 102/5",81566,2
