"datasets/ontologies/model(BigModel(toOntology).csv 0).ttl",,,,,
Layer,node,Number of connected classes,Number of classes total,csv row,pruning type
23,69,1,7,17,Recreation_Run
23,71,1,7,17,Recreation_Run
23,92,2,7,17,Recreation_Run
23,104,1,7,17,Recreation_Run
24,5,1,7,17,Recreation_Run
24,12,2,7,17,Recreation_Run
24,48,1,7,17,Recreation_Run
25,26,1,7,17,Recreation_Run
25,62,1,7,17,Recreation_Run
,,,,,
"datasets/ontologies/model(BigModel(toOntology).csv 18).ttl",,,,,
Layer,node,Number of connected classes,Number of classes total,csv row,pruning type
0,4,4,8,18,iterative_full_theseus_training|iterative_full_theseus
0,14,1,8,18,iterative_full_theseus_training|iterative_full_theseus
0,20,1,8,18,iterative_full_theseus_training|iterative_full_theseus
0,34,1,8,18,iterative_full_theseus_training|iterative_full_theseus
0,39,1,8,18,iterative_full_theseus_training|iterative_full_theseus
0,80,5,8,18,iterative_full_theseus_training|iterative_full_theseus
1,19,1,8,18,iterative_full_theseus_training|iterative_full_theseus
1,38,3,8,18,iterative_full_theseus_training|iterative_full_theseus
1,45,4,8,18,iterative_full_theseus_training|iterative_full_theseus
1,61,6,8,18,iterative_full_theseus_training|iterative_full_theseus
1,63,1,8,18,iterative_full_theseus_training|iterative_full_theseus
2,0,5,8,18,iterative_full_theseus_training|iterative_full_theseus
2,2,1,8,18,iterative_full_theseus_training|iterative_full_theseus
2,41,1,8,18,iterative_full_theseus_training|iterative_full_theseus
2,42,3,8,18,iterative_full_theseus_training|iterative_full_theseus
2,81,1,8,18,iterative_full_theseus_training|iterative_full_theseus
3,16,4,8,18,iterative_full_theseus_training|iterative_full_theseus
3,23,1,8,18,iterative_full_theseus_training|iterative_full_theseus
3,40,1,8,18,iterative_full_theseus_training|iterative_full_theseus
3,62,1,8,18,iterative_full_theseus_training|iterative_full_theseus
3,86,7,8,18,iterative_full_theseus_training|iterative_full_theseus
4,44,7,8,18,iterative_full_theseus_training|iterative_full_theseus
4,45,1,8,18,iterative_full_theseus_training|iterative_full_theseus
4,49,1,8,18,iterative_full_theseus_training|iterative_full_theseus
4,56,3,8,18,iterative_full_theseus_training|iterative_full_theseus
4,72,4,8,18,iterative_full_theseus_training|iterative_full_theseus
5,22,3,8,18,iterative_full_theseus_training|iterative_full_theseus
5,55,1,8,18,iterative_full_theseus_training|iterative_full_theseus
5,79,7,8,18,iterative_full_theseus_training|iterative_full_theseus
5,80,1,8,18,iterative_full_theseus_training|iterative_full_theseus
5,96,3,8,18,iterative_full_theseus_training|iterative_full_theseus
5,97,1,8,18,iterative_full_theseus_training|iterative_full_theseus
6,26,7,8,18,iterative_full_theseus_training|iterative_full_theseus
6,47,1,8,18,iterative_full_theseus_training|iterative_full_theseus
6,51,2,8,18,iterative_full_theseus_training|iterative_full_theseus
6,57,3,8,18,iterative_full_theseus_training|iterative_full_theseus
6,71,1,8,18,iterative_full_theseus_training|iterative_full_theseus
6,78,1,8,18,iterative_full_theseus_training|iterative_full_theseus
7,47,1,8,18,iterative_full_theseus_training|iterative_full_theseus
7,67,6,8,18,iterative_full_theseus_training|iterative_full_theseus
7,101,2,8,18,iterative_full_theseus_training|iterative_full_theseus
8,36,7,8,18,iterative_full_theseus_training|iterative_full_theseus
8,81,2,8,18,iterative_full_theseus_training|iterative_full_theseus
8,97,1,8,18,iterative_full_theseus_training|iterative_full_theseus
9,8,3,8,18,iterative_full_theseus_training|iterative_full_theseus
9,47,8,8,18,iterative_full_theseus_training|iterative_full_theseus
9,103,3,8,18,iterative_full_theseus_training|iterative_full_theseus
10,85,8,8,18,iterative_full_theseus_training|iterative_full_theseus
10,100,8,8,18,iterative_full_theseus_training|iterative_full_theseus
11,15,8,8,18,iterative_full_theseus_training|iterative_full_theseus
11,66,8,8,18,iterative_full_theseus_training|iterative_full_theseus
12,12,3,8,18,iterative_full_theseus_training|iterative_full_theseus
12,22,8,8,18,iterative_full_theseus_training|iterative_full_theseus
12,60,5,8,18,iterative_full_theseus_training|iterative_full_theseus
13,3,8,8,18,iterative_full_theseus_training|iterative_full_theseus
14,48,1,8,18,iterative_full_theseus_training|iterative_full_theseus
14,64,3,8,18,iterative_full_theseus_training|iterative_full_theseus
15,3,1,8,18,iterative_full_theseus_training|iterative_full_theseus
15,20,8,8,18,iterative_full_theseus_training|iterative_full_theseus
16,7,7,8,18,iterative_full_theseus_training|iterative_full_theseus
16,24,1,8,18,iterative_full_theseus_training|iterative_full_theseus
16,50,8,8,18,iterative_full_theseus_training|iterative_full_theseus
17,27,2,8,18,iterative_full_theseus_training|iterative_full_theseus
17,31,4,8,18,iterative_full_theseus_training|iterative_full_theseus
17,68,1,8,18,iterative_full_theseus_training|iterative_full_theseus
17,83,7,8,18,iterative_full_theseus_training|iterative_full_theseus
17,85,2,8,18,iterative_full_theseus_training|iterative_full_theseus
18,7,5,8,18,iterative_full_theseus_training|iterative_full_theseus
18,12,1,8,18,iterative_full_theseus_training|iterative_full_theseus
18,23,6,8,18,iterative_full_theseus_training|iterative_full_theseus
18,46,1,8,18,iterative_full_theseus_training|iterative_full_theseus
18,60,1,8,18,iterative_full_theseus_training|iterative_full_theseus
18,79,1,8,18,iterative_full_theseus_training|iterative_full_theseus
19,14,1,8,18,iterative_full_theseus_training|iterative_full_theseus
19,52,1,8,18,iterative_full_theseus_training|iterative_full_theseus
19,74,5,8,18,iterative_full_theseus_training|iterative_full_theseus
19,91,1,8,18,iterative_full_theseus_training|iterative_full_theseus
19,95,6,8,18,iterative_full_theseus_training|iterative_full_theseus
19,104,1,8,18,iterative_full_theseus_training|iterative_full_theseus
20,19,1,8,18,iterative_full_theseus_training|iterative_full_theseus
20,63,1,8,18,iterative_full_theseus_training|iterative_full_theseus
20,64,2,8,18,iterative_full_theseus_training|iterative_full_theseus
20,71,1,8,18,iterative_full_theseus_training|iterative_full_theseus
20,81,4,8,18,iterative_full_theseus_training|iterative_full_theseus
20,83,1,8,18,iterative_full_theseus_training|iterative_full_theseus
21,4,2,8,18,iterative_full_theseus_training|iterative_full_theseus
21,23,2,8,18,iterative_full_theseus_training|iterative_full_theseus
21,34,3,8,18,iterative_full_theseus_training|iterative_full_theseus
21,35,1,8,18,iterative_full_theseus_training|iterative_full_theseus
21,61,2,8,18,iterative_full_theseus_training|iterative_full_theseus
21,64,1,8,18,iterative_full_theseus_training|iterative_full_theseus
21,98,1,8,18,iterative_full_theseus_training|iterative_full_theseus
21,101,1,8,18,iterative_full_theseus_training|iterative_full_theseus
22,3,1,8,18,iterative_full_theseus_training|iterative_full_theseus
22,50,1,8,18,iterative_full_theseus_training|iterative_full_theseus
22,54,1,8,18,iterative_full_theseus_training|iterative_full_theseus
22,76,1,8,18,iterative_full_theseus_training|iterative_full_theseus
22,110,1,8,18,iterative_full_theseus_training|iterative_full_theseus
23,61,1,8,18,iterative_full_theseus_training|iterative_full_theseus
23,65,1,8,18,iterative_full_theseus_training|iterative_full_theseus
23,88,2,8,18,iterative_full_theseus_training|iterative_full_theseus
23,105,1,8,18,iterative_full_theseus_training|iterative_full_theseus
24,29,1,8,18,iterative_full_theseus_training|iterative_full_theseus
24,40,1,8,18,iterative_full_theseus_training|iterative_full_theseus
24,64,1,8,18,iterative_full_theseus_training|iterative_full_theseus
25,59,2,8,18,iterative_full_theseus_training|iterative_full_theseus
26,85,2,8,18,iterative_full_theseus_training|iterative_full_theseus
,,,,,
"datasets/ontologies/model(BigModel(toOntology).csv 19).ttl",,,,,
Layer,node,Number of connected classes,Number of classes total,csv row,pruning type
0,29,1,7,19,ADMM_Joint
1,12,1,7,19,ADMM_Joint
1,41,2,7,19,ADMM_Joint
1,69,1,7,19,ADMM_Joint
1,70,1,7,19,ADMM_Joint
1,90,1,7,19,ADMM_Joint
1,95,1,7,19,ADMM_Joint
2,94,5,7,19,ADMM_Joint
3,99,2,7,19,ADMM_Joint
3,100,1,7,19,ADMM_Joint
3,137,1,7,19,ADMM_Joint
4,62,1,7,19,ADMM_Joint
4,109,1,7,19,ADMM_Joint
5,108,1,7,19,ADMM_Joint
6,40,7,7,19,ADMM_Joint
6,104,6,7,19,ADMM_Joint
6,113,1,7,19,ADMM_Joint
7,41,6,7,19,ADMM_Joint
7,62,1,7,19,ADMM_Joint
7,81,7,7,19,ADMM_Joint
8,86,7,7,19,ADMM_Joint
8,132,7,7,19,ADMM_Joint
9,9,7,7,19,ADMM_Joint
9,35,7,7,19,ADMM_Joint
10,32,7,7,19,ADMM_Joint
10,105,7,7,19,ADMM_Joint
11,45,7,7,19,ADMM_Joint
11,168,7,7,19,ADMM_Joint
12,59,7,7,19,ADMM_Joint
12,120,7,7,19,ADMM_Joint
13,23,7,7,19,ADMM_Joint
13,58,7,7,19,ADMM_Joint
14,112,7,7,19,ADMM_Joint
14,182,7,7,19,ADMM_Joint
15,4,7,7,19,ADMM_Joint
15,43,7,7,19,ADMM_Joint
16,131,7,7,19,ADMM_Joint
16,138,7,7,19,ADMM_Joint
17,14,7,7,19,ADMM_Joint
17,166,7,7,19,ADMM_Joint
18,40,7,7,19,ADMM_Joint
18,93,7,7,19,ADMM_Joint
19,108,7,7,19,ADMM_Joint
19,178,7,7,19,ADMM_Joint
20,151,7,7,19,ADMM_Joint
21,119,7,7,19,ADMM_Joint
21,189,7,7,19,ADMM_Joint
22,105,7,7,19,ADMM_Joint
23,64,1,7,19,ADMM_Joint
23,90,5,7,19,ADMM_Joint
23,154,3,7,19,ADMM_Joint
24,127,1,7,19,ADMM_Joint
24,190,1,7,19,ADMM_Joint
25,70,3,7,19,ADMM_Joint
25,100,1,7,19,ADMM_Joint
25,106,1,7,19,ADMM_Joint
26,50,1,7,19,ADMM_Joint
26,81,1,7,19,ADMM_Joint
,,,,,
"datasets/ontologies/model(BigModel(toOntology).csv 20).ttl",,,,,
Layer,node,Number of connected classes,Number of classes total,csv row,pruning type
0,80,2,8,20,ADMM_Joint
1,31,2,8,20,ADMM_Joint
1,32,1,8,20,ADMM_Joint
1,54,1,8,20,ADMM_Joint
1,68,3,8,20,ADMM_Joint
1,173,2,8,20,ADMM_Joint
2,19,1,8,20,ADMM_Joint
2,43,3,8,20,ADMM_Joint
2,59,1,8,20,ADMM_Joint
2,65,1,8,20,ADMM_Joint
2,135,6,8,20,ADMM_Joint
3,33,2,8,20,ADMM_Joint
4,66,5,8,20,ADMM_Joint
5,142,6,8,20,ADMM_Joint
5,144,8,8,20,ADMM_Joint
6,4,8,8,20,ADMM_Joint
6,107,8,8,20,ADMM_Joint
7,64,7,8,20,ADMM_Joint
7,81,8,8,20,ADMM_Joint
8,27,8,8,20,ADMM_Joint
8,129,8,8,20,ADMM_Joint
9,129,8,8,20,ADMM_Joint
9,144,7,8,20,ADMM_Joint
10,101,8,8,20,ADMM_Joint
11,39,8,8,20,ADMM_Joint
11,72,8,8,20,ADMM_Joint
12,89,8,8,20,ADMM_Joint
12,146,8,8,20,ADMM_Joint
13,145,8,8,20,ADMM_Joint
13,183,8,8,20,ADMM_Joint
15,73,8,8,20,ADMM_Joint
15,145,8,8,20,ADMM_Joint
16,57,8,8,20,ADMM_Joint
16,103,1,8,20,ADMM_Joint
17,77,1,8,20,ADMM_Joint
17,173,1,8,20,ADMM_Joint
18,19,1,8,20,ADMM_Joint
18,22,1,8,20,ADMM_Joint
18,27,1,8,20,ADMM_Joint
18,38,1,8,20,ADMM_Joint
19,131,1,8,20,ADMM_Joint
19,132,6,8,20,ADMM_Joint
20,110,5,8,20,ADMM_Joint
20,141,1,8,20,ADMM_Joint
20,151,1,8,20,ADMM_Joint
20,182,1,8,20,ADMM_Joint
21,75,5,8,20,ADMM_Joint
21,133,1,8,20,ADMM_Joint
21,181,1,8,20,ADMM_Joint
22,17,1,8,20,ADMM_Joint
22,68,1,8,20,ADMM_Joint
22,98,6,8,20,ADMM_Joint
22,132,6,8,20,ADMM_Joint
23,15,1,8,20,ADMM_Joint
23,111,3,8,20,ADMM_Joint
24,60,1,8,20,ADMM_Joint
25,25,1,8,20,ADMM_Joint
25,78,1,8,20,ADMM_Joint
25,132,1,8,20,ADMM_Joint
,,,,,
"datasets/ontologies/model(BigModel(toOntology).csv 21).ttl",,,,,
Layer,node,Number of connected classes,Number of classes total,csv row,pruning type
0,122,5,8,21,ADMM_Joint
0,130,1,8,21,ADMM_Joint
1,0,2,8,21,ADMM_Joint
1,9,1,8,21,ADMM_Joint
1,15,1,8,21,ADMM_Joint
1,34,1,8,21,ADMM_Joint
1,57,1,8,21,ADMM_Joint
1,59,1,8,21,ADMM_Joint
1,79,2,8,21,ADMM_Joint
1,113,1,8,21,ADMM_Joint
1,120,1,8,21,ADMM_Joint
1,162,1,8,21,ADMM_Joint
2,48,1,8,21,ADMM_Joint
2,55,3,8,21,ADMM_Joint
2,124,1,8,21,ADMM_Joint
3,91,1,8,21,ADMM_Joint
3,103,2,8,21,ADMM_Joint
4,120,1,8,21,ADMM_Joint
5,21,1,8,21,ADMM_Joint
5,64,8,8,21,ADMM_Joint
5,139,7,8,21,ADMM_Joint
6,88,8,8,21,ADMM_Joint
6,168,8,8,21,ADMM_Joint
7,98,8,8,21,ADMM_Joint
7,124,8,8,21,ADMM_Joint
8,98,8,8,21,ADMM_Joint
8,141,8,8,21,ADMM_Joint
9,40,8,8,21,ADMM_Joint
9,102,8,8,21,ADMM_Joint
10,7,8,8,21,ADMM_Joint
10,16,8,8,21,ADMM_Joint
11,21,8,8,21,ADMM_Joint
11,76,8,8,21,ADMM_Joint
12,11,8,8,21,ADMM_Joint
12,144,8,8,21,ADMM_Joint
13,55,8,8,21,ADMM_Joint
13,87,8,8,21,ADMM_Joint
14,66,8,8,21,ADMM_Joint
14,150,8,8,21,ADMM_Joint
15,52,8,8,21,ADMM_Joint
15,61,8,8,21,ADMM_Joint
16,6,8,8,21,ADMM_Joint
16,147,8,8,21,ADMM_Joint
17,160,8,8,21,ADMM_Joint
17,188,8,8,21,ADMM_Joint
18,123,8,8,21,ADMM_Joint
18,186,8,8,21,ADMM_Joint
19,80,8,8,21,ADMM_Joint
19,93,8,8,21,ADMM_Joint
20,100,8,8,21,ADMM_Joint
20,192,8,8,21,ADMM_Joint
21,133,8,8,21,ADMM_Joint
21,151,8,8,21,ADMM_Joint
22,1,1,8,21,ADMM_Joint
22,32,6,8,21,ADMM_Joint
22,120,4,8,21,ADMM_Joint
23,68,1,8,21,ADMM_Joint
23,79,6,8,21,ADMM_Joint
24,71,1,8,21,ADMM_Joint
24,166,1,8,21,ADMM_Joint
24,180,1,8,21,ADMM_Joint
25,129,1,8,21,ADMM_Joint
,,,,,
"datasets/ontologies/model(BigModel(toOntology).csv 22).ttl",,,,,
Layer,node,Number of connected classes,Number of classes total,csv row,pruning type
0,63,1,8,22,iterative_full_theseus_training|iterative_full_theseus
1,59,4,8,22,iterative_full_theseus_training|iterative_full_theseus
1,80,1,8,22,iterative_full_theseus_training|iterative_full_theseus
1,83,3,8,22,iterative_full_theseus_training|iterative_full_theseus
1,92,1,8,22,iterative_full_theseus_training|iterative_full_theseus
1,96,4,8,22,iterative_full_theseus_training|iterative_full_theseus
2,4,1,8,22,iterative_full_theseus_training|iterative_full_theseus
2,8,1,8,22,iterative_full_theseus_training|iterative_full_theseus
2,15,1,8,22,iterative_full_theseus_training|iterative_full_theseus
2,51,3,8,22,iterative_full_theseus_training|iterative_full_theseus
2,59,1,8,22,iterative_full_theseus_training|iterative_full_theseus
2,74,1,8,22,iterative_full_theseus_training|iterative_full_theseus
2,75,1,8,22,iterative_full_theseus_training|iterative_full_theseus
3,1,1,8,22,iterative_full_theseus_training|iterative_full_theseus
3,24,1,8,22,iterative_full_theseus_training|iterative_full_theseus
3,29,3,8,22,iterative_full_theseus_training|iterative_full_theseus
3,46,4,8,22,iterative_full_theseus_training|iterative_full_theseus
3,75,1,8,22,iterative_full_theseus_training|iterative_full_theseus
4,41,1,8,22,iterative_full_theseus_training|iterative_full_theseus
4,47,1,8,22,iterative_full_theseus_training|iterative_full_theseus
4,53,4,8,22,iterative_full_theseus_training|iterative_full_theseus
4,66,1,8,22,iterative_full_theseus_training|iterative_full_theseus
4,86,3,8,22,iterative_full_theseus_training|iterative_full_theseus
5,56,5,8,22,iterative_full_theseus_training|iterative_full_theseus
5,63,2,8,22,iterative_full_theseus_training|iterative_full_theseus
5,81,1,8,22,iterative_full_theseus_training|iterative_full_theseus
6,3,1,8,22,iterative_full_theseus_training|iterative_full_theseus
6,6,8,8,22,iterative_full_theseus_training|iterative_full_theseus
6,79,7,8,22,iterative_full_theseus_training|iterative_full_theseus
7,10,1,8,22,iterative_full_theseus_training|iterative_full_theseus
7,88,7,8,22,iterative_full_theseus_training|iterative_full_theseus
9,13,8,8,22,iterative_full_theseus_training|iterative_full_theseus
9,96,8,8,22,iterative_full_theseus_training|iterative_full_theseus
10,57,8,8,22,iterative_full_theseus_training|iterative_full_theseus
10,69,8,8,22,iterative_full_theseus_training|iterative_full_theseus
11,96,8,8,22,iterative_full_theseus_training|iterative_full_theseus
11,104,8,8,22,iterative_full_theseus_training|iterative_full_theseus
14,44,8,8,22,iterative_full_theseus_training|iterative_full_theseus
15,41,8,8,22,iterative_full_theseus_training|iterative_full_theseus
16,35,8,8,22,iterative_full_theseus_training|iterative_full_theseus
16,43,8,8,22,iterative_full_theseus_training|iterative_full_theseus
17,11,8,8,22,iterative_full_theseus_training|iterative_full_theseus
17,95,8,8,22,iterative_full_theseus_training|iterative_full_theseus
18,39,8,8,22,iterative_full_theseus_training|iterative_full_theseus
20,85,5,8,22,iterative_full_theseus_training|iterative_full_theseus
22,4,6,8,22,iterative_full_theseus_training|iterative_full_theseus
22,16,6,8,22,iterative_full_theseus_training|iterative_full_theseus
23,24,2,8,22,iterative_full_theseus_training|iterative_full_theseus
23,43,2,8,22,iterative_full_theseus_training|iterative_full_theseus
23,54,1,8,22,iterative_full_theseus_training|iterative_full_theseus
24,1,1,8,22,iterative_full_theseus_training|iterative_full_theseus
24,77,1,8,22,iterative_full_theseus_training|iterative_full_theseus
26,48,1,8,22,iterative_full_theseus_training|iterative_full_theseus
26,90,1,8,22,iterative_full_theseus_training|iterative_full_theseus
,,,,,
"datasets/ontologies/model(BigModel(toOntology).csv 24).ttl",,,,,
Layer,node,Number of connected classes,Number of classes total,csv row,pruning type
0,0,1,8,24,iterative_full_theseus_training|iterative_full_theseus
0,12,1,8,24,iterative_full_theseus_training|iterative_full_theseus
0,15,2,8,24,iterative_full_theseus_training|iterative_full_theseus
0,22,4,8,24,iterative_full_theseus_training|iterative_full_theseus
0,49,6,8,24,iterative_full_theseus_training|iterative_full_theseus
1,5,1,8,24,iterative_full_theseus_training|iterative_full_theseus
1,16,1,8,24,iterative_full_theseus_training|iterative_full_theseus
1,35,1,8,24,iterative_full_theseus_training|iterative_full_theseus
1,44,4,8,24,iterative_full_theseus_training|iterative_full_theseus
1,46,1,8,24,iterative_full_theseus_training|iterative_full_theseus
1,60,7,8,24,iterative_full_theseus_training|iterative_full_theseus
2,1,2,8,24,iterative_full_theseus_training|iterative_full_theseus
2,16,1,8,24,iterative_full_theseus_training|iterative_full_theseus
2,33,2,8,24,iterative_full_theseus_training|iterative_full_theseus
2,88,5,8,24,iterative_full_theseus_training|iterative_full_theseus
3,24,5,8,24,iterative_full_theseus_training|iterative_full_theseus
3,52,1,8,24,iterative_full_theseus_training|iterative_full_theseus
3,86,1,8,24,iterative_full_theseus_training|iterative_full_theseus
3,92,4,8,24,iterative_full_theseus_training|iterative_full_theseus
3,94,2,8,24,iterative_full_theseus_training|iterative_full_theseus
4,8,2,8,24,iterative_full_theseus_training|iterative_full_theseus
4,29,5,8,24,iterative_full_theseus_training|iterative_full_theseus
4,47,4,8,24,iterative_full_theseus_training|iterative_full_theseus
4,65,4,8,24,iterative_full_theseus_training|iterative_full_theseus
5,33,5,8,24,iterative_full_theseus_training|iterative_full_theseus
5,40,3,8,24,iterative_full_theseus_training|iterative_full_theseus
5,53,3,8,24,iterative_full_theseus_training|iterative_full_theseus
6,22,1,8,24,iterative_full_theseus_training|iterative_full_theseus
6,47,1,8,24,iterative_full_theseus_training|iterative_full_theseus
6,70,3,8,24,iterative_full_theseus_training|iterative_full_theseus
7,14,4,8,24,iterative_full_theseus_training|iterative_full_theseus
7,72,3,8,24,iterative_full_theseus_training|iterative_full_theseus
7,93,1,8,24,iterative_full_theseus_training|iterative_full_theseus
8,36,5,8,24,iterative_full_theseus_training|iterative_full_theseus
8,58,2,8,24,iterative_full_theseus_training|iterative_full_theseus
8,60,2,8,24,iterative_full_theseus_training|iterative_full_theseus
8,77,7,8,24,iterative_full_theseus_training|iterative_full_theseus
9,18,3,8,24,iterative_full_theseus_training|iterative_full_theseus
9,36,7,8,24,iterative_full_theseus_training|iterative_full_theseus
10,6,2,8,24,iterative_full_theseus_training|iterative_full_theseus
10,19,1,8,24,iterative_full_theseus_training|iterative_full_theseus
10,65,1,8,24,iterative_full_theseus_training|iterative_full_theseus
10,96,4,8,24,iterative_full_theseus_training|iterative_full_theseus
10,98,8,8,24,iterative_full_theseus_training|iterative_full_theseus
11,29,3,8,24,iterative_full_theseus_training|iterative_full_theseus
11,40,7,8,24,iterative_full_theseus_training|iterative_full_theseus
11,80,2,8,24,iterative_full_theseus_training|iterative_full_theseus
12,18,1,8,24,iterative_full_theseus_training|iterative_full_theseus
12,26,2,8,24,iterative_full_theseus_training|iterative_full_theseus
12,42,4,8,24,iterative_full_theseus_training|iterative_full_theseus
12,57,7,8,24,iterative_full_theseus_training|iterative_full_theseus
12,84,1,8,24,iterative_full_theseus_training|iterative_full_theseus
12,94,1,8,24,iterative_full_theseus_training|iterative_full_theseus
13,94,1,8,24,iterative_full_theseus_training|iterative_full_theseus
13,103,7,8,24,iterative_full_theseus_training|iterative_full_theseus
14,15,8,8,24,iterative_full_theseus_training|iterative_full_theseus
14,102,7,8,24,iterative_full_theseus_training|iterative_full_theseus
15,1,1,8,24,iterative_full_theseus_training|iterative_full_theseus
15,29,6,8,24,iterative_full_theseus_training|iterative_full_theseus
15,96,8,8,24,iterative_full_theseus_training|iterative_full_theseus
15,98,1,8,24,iterative_full_theseus_training|iterative_full_theseus
16,22,7,8,24,iterative_full_theseus_training|iterative_full_theseus
16,28,1,8,24,iterative_full_theseus_training|iterative_full_theseus
16,32,1,8,24,iterative_full_theseus_training|iterative_full_theseus
16,91,7,8,24,iterative_full_theseus_training|iterative_full_theseus
17,5,2,8,24,iterative_full_theseus_training|iterative_full_theseus
17,31,1,8,24,iterative_full_theseus_training|iterative_full_theseus
17,33,1,8,24,iterative_full_theseus_training|iterative_full_theseus
17,82,6,8,24,iterative_full_theseus_training|iterative_full_theseus
17,103,1,8,24,iterative_full_theseus_training|iterative_full_theseus
18,3,5,8,24,iterative_full_theseus_training|iterative_full_theseus
18,10,1,8,24,iterative_full_theseus_training|iterative_full_theseus
18,19,2,8,24,iterative_full_theseus_training|iterative_full_theseus
18,37,1,8,24,iterative_full_theseus_training|iterative_full_theseus
18,38,1,8,24,iterative_full_theseus_training|iterative_full_theseus
19,3,1,8,24,iterative_full_theseus_training|iterative_full_theseus
19,11,7,8,24,iterative_full_theseus_training|iterative_full_theseus
19,24,2,8,24,iterative_full_theseus_training|iterative_full_theseus
19,35,5,8,24,iterative_full_theseus_training|iterative_full_theseus
19,55,1,8,24,iterative_full_theseus_training|iterative_full_theseus
20,21,1,8,24,iterative_full_theseus_training|iterative_full_theseus
20,74,1,8,24,iterative_full_theseus_training|iterative_full_theseus
20,75,1,8,24,iterative_full_theseus_training|iterative_full_theseus
20,96,1,8,24,iterative_full_theseus_training|iterative_full_theseus
20,98,1,8,24,iterative_full_theseus_training|iterative_full_theseus
21,19,1,8,24,iterative_full_theseus_training|iterative_full_theseus
21,37,2,8,24,iterative_full_theseus_training|iterative_full_theseus
21,51,2,8,24,iterative_full_theseus_training|iterative_full_theseus
21,66,1,8,24,iterative_full_theseus_training|iterative_full_theseus
21,99,1,8,24,iterative_full_theseus_training|iterative_full_theseus
22,49,1,8,24,iterative_full_theseus_training|iterative_full_theseus
22,53,1,8,24,iterative_full_theseus_training|iterative_full_theseus
22,87,4,8,24,iterative_full_theseus_training|iterative_full_theseus
23,18,3,8,24,iterative_full_theseus_training|iterative_full_theseus
23,46,1,8,24,iterative_full_theseus_training|iterative_full_theseus
23,105,1,8,24,iterative_full_theseus_training|iterative_full_theseus
24,23,2,8,24,iterative_full_theseus_training|iterative_full_theseus
24,31,1,8,24,iterative_full_theseus_training|iterative_full_theseus
24,55,1,8,24,iterative_full_theseus_training|iterative_full_theseus
24,58,1,8,24,iterative_full_theseus_training|iterative_full_theseus
24,93,1,8,24,iterative_full_theseus_training|iterative_full_theseus
25,112,1,8,24,iterative_full_theseus_training|iterative_full_theseus
,,,,,
"datasets/ontologies/model(BigModel(toOntology).csv 32).ttl",,,,,
Layer,node,Number of connected classes,Number of classes total,csv row,pruning type
0,108,1,1,32,BERT_theseus_training|BERT_theseus
0,132,1,1,32,BERT_theseus_training|BERT_theseus
1,41,1,1,32,BERT_theseus_training|BERT_theseus
1,64,1,1,32,BERT_theseus_training|BERT_theseus
2,5,1,1,32,BERT_theseus_training|BERT_theseus
2,38,1,1,32,BERT_theseus_training|BERT_theseus
3,68,1,1,32,BERT_theseus_training|BERT_theseus
3,92,1,1,32,BERT_theseus_training|BERT_theseus
4,170,1,1,32,BERT_theseus_training|BERT_theseus
5,147,1,1,32,BERT_theseus_training|BERT_theseus
6,100,1,1,32,BERT_theseus_training|BERT_theseus
6,160,1,1,32,BERT_theseus_training|BERT_theseus
8,9,1,1,32,BERT_theseus_training|BERT_theseus
,,,,,
"datasets/ontologies/model(BigModel(toOntology).csv 33).ttl",,,,,
Layer,node,Number of connected classes,Number of classes total,csv row,pruning type
0,49,1,1,33,BERT_theseus_training|BERT_theseus
0,92,1,1,33,BERT_theseus_training|BERT_theseus
1,11,1,1,33,BERT_theseus_training|BERT_theseus
1,36,1,1,33,BERT_theseus_training|BERT_theseus
2,173,1,1,33,BERT_theseus_training|BERT_theseus
3,124,1,1,33,BERT_theseus_training|BERT_theseus
4,115,1,1,33,BERT_theseus_training|BERT_theseus
5,65,1,1,33,BERT_theseus_training|BERT_theseus
5,154,1,1,33,BERT_theseus_training|BERT_theseus
6,156,1,1,33,BERT_theseus_training|BERT_theseus
7,54,1,1,33,BERT_theseus_training|BERT_theseus
7,169,1,1,33,BERT_theseus_training|BERT_theseus
8,36,1,1,33,BERT_theseus_training|BERT_theseus
9,59,1,1,33,BERT_theseus_training|BERT_theseus
,,,,,
"datasets/ontologies/model(BigModel(toOntology).csv 34).ttl",,,,,
Layer,node,Number of connected classes,Number of classes total,csv row,pruning type
0,47,1,1,34,BERT_theseus_training|BERT_theseus
0,146,1,1,34,BERT_theseus_training|BERT_theseus
1,23,1,1,34,BERT_theseus_training|BERT_theseus
2,41,1,1,34,BERT_theseus_training|BERT_theseus
2,136,1,1,34,BERT_theseus_training|BERT_theseus
3,14,1,1,34,BERT_theseus_training|BERT_theseus
3,143,1,1,34,BERT_theseus_training|BERT_theseus
4,82,1,1,34,BERT_theseus_training|BERT_theseus
5,74,1,1,34,BERT_theseus_training|BERT_theseus
5,142,1,1,34,BERT_theseus_training|BERT_theseus
6,78,1,1,34,BERT_theseus_training|BERT_theseus
7,132,1,1,34,BERT_theseus_training|BERT_theseus
,,,,,
"datasets/ontologies/model(BigModel(toOntology).csv 35).ttl",,,,,
Layer,node,Number of connected classes,Number of classes total,csv row,pruning type
22,108,1,7,35,DAIS_training|DAIS
22,117,1,7,35,DAIS_training|DAIS
,,,,,
"datasets/ontologies/model(BigModel(toOntology).csv 36).ttl",,,,,
Layer,node,Number of connected classes,Number of classes total,csv row,pruning type
24,187,1,7,36,DAIS_training|DAIS
