,Version,Notes,LossFunction,Optimizer,LearningRate,SchedulerLR,NumberOfEpochs,ModelStructure,Dropout,HiddenDim,HiddenDimSize,DatasetName,BatchSize,TrainTest,MaxSamples,Dataparallel,NumberOfWorkers,Device,AlphaForADMM,RhoForADMM,LayerPruneTargets,WeightPrunePercent,PruningSelection,BERTTheseusStartingLearningRate,BERTTheseusLearningRateModifier,AlphaForTOFD,BetaForTOFD,tForTOFD,DAISRegularizerScale,LassoForDAIS,LayerIteration,SaveLocation,FromSaveLocation,NumClasses,NumFeatures,ProcessID,StartTime,cpuModel,TimeForPrune,Memory,CudaMemory,LengthOfTrainingData,LengthOfValidationData,total_loss,f1_score_weight,f1_score_macro,additive_loss,mean_loss,val_total_loss,val_f1_score_weight,val_f1_score_macro,val_additive_loss,val_mean_loss,epoch,Epoch waypoint 0 mean_loss,-Waypoint_0-,Epoch waypoint 1 mean_loss,-Waypoint_1-,Epoch waypoint 2 mean_loss,-Waypoint_2-,Epoch waypoint 3 mean_loss,-Waypoint_3-,Epoch waypoint 4 mean_loss,-Waypoint_4-,TimeForRun,macs,parameters,NumberOfZeros,Zeroed_filter_inputs,Zeroed_filter_outputs,ModelWeightStructure,ModelWeightStructurePruneZero,GarbageCollectionSizeTotal,AssociatedOriginalRow,gpuModel,gpuInfo,TimeForPruneAndRetrain,f1_scores_all_0,f1_scores_all_1,f1_scores_all_2,f1_scores_all_3,f1_scores_all_4,f1_scores_all,val_f1_scores_all_0,val_f1_scores_all_1,val_f1_scores_all_2,val_f1_scores_all_3,val_f1_scores_all_4,val_f1_scores_all,f1_scores_all_5,val_f1_scores_all_5
280,v0.119 - 119,1,CrossEntropy,Adam,0.0009,1,100,MainLinear,0.0002,27,75,ACI_grouped,3000,0.2,1000,-2,0,cuda,0.0005,0.0015,"[27, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 10]","[0.37, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 1.0]",ADDM_Joint,0.5,0.5,0.05,0.03,3.0,2.0,False,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 10]",,ModelStateDict1727279595.146707.pt,10,1516,1683186,2024-10-28 14:22:22.106179,x86_64,9.361130237579346,-67.32595199999923,1704448.0,800.0,200.0,2.0762200355529785,0.0349644030668127,0.0495071193866374,0.0,0.0025952750444412,2.077677965164185,0.0321145374449339,0.0475770925110132,0.0,0.0103883898258209,0.0,,,,,,,,,,,0.4023888111114502,266325.0,268435.0,174018.0,0.0,1398.0,"1516/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/10","1516/27, 75/25, 75/25, 75/25, 75/25, 75/25, 75/25, 75/25, 75/25, 75/25, 75/25, 75/25, 75/25, 75/25, 75/25, 75/25, 75/25, 75/25, 75/25, 75/25, 75/25, 75/25, 75/25, 75/25, 75/25, 75/25, 75/25, 75/25, 75/10",51944.0,114.0,NVIDIA RTX A6000,"_CudaDeviceProperties(name='NVIDIA RTX A6000', major=8, minor=6, total_memory=48674MB, multi_processor_count=84)",9.515822887420654,0.0,0.2475355969331873,0.0,0.0,0.0,"[0.0, 0.2475355969331873, 0.0, 0.0, 0.0]",0.0,0.237885462555066,0.0,0.0,0.0,"[0.0, 0.23788546255506607, 0.0, 0.0, 0.0]",,
281,v0.119 - 119,1,CrossEntropy,Adam,0.0009,1,100,MainLinear,0.0002,27,75,ACI_grouped,3000,0.2,1000,-2,0,cuda,0.0005,0.0015,"[18, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 10]","[0.25, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 1.0]",ADDM_Joint,0.5,0.5,0.05,0.03,3.0,2.0,False,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 10]",,ModelStateDict1727279595.146707.pt,10,1516,1683186,2024-10-28 14:22:33.967844,x86_64,9.212870597839355,-1631.2934399999997,623104.0,800.0,200.0,2.1154825687408447,0.0349644030668127,0.0495071193866374,0.0,0.002644353210926,2.115250587463379,0.0321145374449339,0.0475770925110132,0.0,0.0105762529373168,0.0,,,,,,,,,,,0.4012529850006103,266325.0,268435.0,203862.0,0.0,1623.0,"1516/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/10","1516/18, 75/17, 75/17, 75/17, 75/17, 75/17, 75/17, 75/17, 75/17, 75/17, 75/17, 75/17, 75/17, 75/17, 75/17, 75/17, 75/17, 75/17, 75/17, 75/17, 75/17, 75/17, 75/17, 75/17, 75/17, 75/17, 75/17, 75/17, 75/10",44000.0,114.0,NVIDIA RTX A6000,"_CudaDeviceProperties(name='NVIDIA RTX A6000', major=8, minor=6, total_memory=48674MB, multi_processor_count=84)",9.44016170501709,0.0,0.2475355969331873,0.0,0.0,0.0,"[0.0, 0.2475355969331873, 0.0, 0.0, 0.0]",0.0,0.237885462555066,0.0,0.0,0.0,"[0.0, 0.23788546255506607, 0.0, 0.0, 0.0]",,
282,v0.119 - 119,1,CrossEntropy,Adam,0.0009,1,100,MainLinear,0.0002,27,75,ACI_grouped,3000,0.2,1000,-2,0,cuda,0.0005,0.0015,"[9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 10]","[0.12, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 1.0]",ADDM_Joint,0.5,0.5,0.05,0.03,3.0,2.0,False,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 10]",,ModelStateDict1727279595.146707.pt,10,1516,1683186,2024-10-28 14:22:45.963756,x86_64,9.276365756988524,-23.09324799999922,1704448.0,800.0,200.0,2.135666608810425,0.0349644030668127,0.0495071193866374,0.0,0.002669583261013,2.1359200477600098,0.0321145374449339,0.0475770925110132,0.0,0.0106796002388,0.0,,,,,,,,,,,0.4029819965362549,266325.0,268435.0,235731.0,0.0,1875.0,"1516/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/75, 75/10","1516/9, 75/8, 75/8, 75/8, 75/8, 75/8, 75/8, 75/8, 75/8, 75/8, 75/8, 75/8, 75/8, 75/8, 75/8, 75/8, 75/8, 75/8, 75/8, 75/8, 75/8, 75/8, 75/8, 75/8, 75/8, 75/8, 75/8, 75/8, 75/10",44000.0,114.0,NVIDIA RTX A6000,"_CudaDeviceProperties(name='NVIDIA RTX A6000', major=8, minor=6, total_memory=48674MB, multi_processor_count=84)",9.430530786514282,0.0,0.2475355969331873,0.0,0.0,0.0,"[0.0, 0.2475355969331873, 0.0, 0.0, 0.0]",0.0,0.237885462555066,0.0,0.0,0.0,"[0.0, 0.23788546255506607, 0.0, 0.0, 0.0]",,
283,v0.119 - 119,1,CrossEntropy,Adam,0.0009,1,100,MainLinear,0.0002,27,75,ACI_grouped,3000,0.2,1000,-2,0,cuda,0.0005,0.0015,"[74, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 10]","[0.99, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 0.9, 1.0]",TOFD,0.5,0.5,0.05,0.03,3.0,2.0,False,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 10]",,ModelStateDict1727279595.146707.pt,10,1516,1683859,2024-10-28 14:23:02.049205,x86_64,11.146947145462036,389.5255040000011,18025472.0,800.0,200.0,2.02075457572937,0.2021948998178506,0.1085610200364298,0.0,0.0025259432196617,2.009202718734741,0.2092753623188405,0.1101449275362318,0.0,0.0100460135936737,0.0,,,,,,,,,,,0.3788836002349853,239704.0,241625.0,0.0,0.0,0.0,"1516/75, 75/68, 68/68, 68/68, 68/68, 68/68, 68/68, 68/68, 68/68, 68/68, 68/68, 68/68, 68/68, 68/68, 68/68, 68/68, 68/68, 68/68, 68/68, 68/68, 68/68, 68/68, 68/68, 68/68, 68/68, 68/68, 68/68, 68/68, 68/10","1516/75, 75/68, 68/68, 68/68, 68/68, 68/68, 68/68, 68/68, 68/68, 68/68, 68/68, 68/68, 68/68, 68/68, 68/68, 68/68, 68/68, 68/68, 68/68, 68/68, 68/68, 68/68, 68/68, 68/68, 68/68, 68/68, 68/68, 68/68, 68/10",15329.0,114.0,NVIDIA RTX A6000,"_CudaDeviceProperties(name='NVIDIA RTX A6000', major=8, minor=6, total_memory=48674MB, multi_processor_count=84)",11.272279500961304,0.5428051001821493,0.0,0.0,0.0,0.0,"[0.5428051001821493, 0.0, 0.0, 0.0, 0.0]",0.5507246376811594,0.0,0.0,0.0,0.0,"[0.5507246376811594, 0.0, 0.0, 0.0, 0.0]",,
284,v0.119 - 119,1,CrossEntropy,Adam,0.0009,1,100,MainLinear,0.0002,27,75,ACI_grouped,3000,0.2,1000,-2,0,cuda,0.0005,0.0015,"[65, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 59, 10]","[0.87, 0.79, 0.79, 0.79, 0.79, 0.79, 0.79, 0.79, 0.79, 0.79, 0.79, 0.79, 0.79, 0.79, 0.79, 0.79, 0.79, 0.79, 0.79, 0.79, 0.79, 0.79, 0.79, 0.79, 0.79, 0.79, 0.79, 0.79, 1.0]",TOFD,0.5,0.5,0.05,0.03,3.0,2.0,False,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 10]",,ModelStateDict1727279595.146707.pt,10,1516,1683859,2024-10-28 14:23:15.329504,x86_64,10.668132543563845,-70.74611200000072,819712.0,800.0,200.0,2.0446882247924805,0.2021948998178506,0.1085610200364298,0.0,0.0025558602809906,2.0272738933563232,0.2092753623188405,0.1101449275362318,0.0,0.0101363694667816,0.0,,,,,,,,,,,0.3818531036376953,198216.0,199912.0,0.0,0.0,0.0,"1516/66, 66/60, 60/60, 60/60, 60/60, 60/60, 60/60, 60/60, 60/60, 60/60, 60/60, 60/60, 60/60, 60/60, 60/60, 60/60, 60/60, 60/60, 60/60, 60/60, 60/60, 60/60, 60/60, 60/60, 60/60, 60/60, 60/60, 60/60, 60/10","1516/66, 66/60, 60/60, 60/60, 60/60, 60/60, 60/60, 60/60, 60/60, 60/60, 60/60, 60/60, 60/60, 60/60, 60/60, 60/60, 60/60, 60/60, 60/60, 60/60, 60/60, 60/60, 60/60, 60/60, 60/60, 60/60, 60/60, 60/60, 60/10",29304.0,114.0,NVIDIA RTX A6000,"_CudaDeviceProperties(name='NVIDIA RTX A6000', major=8, minor=6, total_memory=48674MB, multi_processor_count=84)",10.788775205612184,0.5428051001821493,0.0,0.0,0.0,0.0,"[0.5428051001821493, 0.0, 0.0, 0.0, 0.0]",0.5507246376811594,0.0,0.0,0.0,0.0,"[0.5507246376811594, 0.0, 0.0, 0.0, 0.0]",,
285,v0.119 - 119,1,CrossEntropy,Adam,0.0009,1,100,MainLinear,0.0002,27,75,ACI_grouped,3000,0.2,1000,-2,0,cuda,0.0005,0.0015,"[55, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 10]","[0.74, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 0.68, 1.0]",TOFD,0.5,0.5,0.05,0.03,3.0,2.0,False,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 10]",,ModelStateDict1727279595.146707.pt,10,1516,1683859,2024-10-28 14:23:28.550350,x86_64,10.624063968658447,-516.5260800000015,662016.0,800.0,200.0,2.023620843887329,0.2021948998178506,0.1085610200364298,0.0,0.0025295260548591,2.018312931060791,0.2092753623188405,0.1101449275362318,0.0,0.0100915646553039,0.0,,,,,,,,,,,0.3780860900878906,158632.0,160102.0,0.0,0.0,0.0,"1516/56, 56/52, 52/52, 52/52, 52/52, 52/52, 52/52, 52/52, 52/52, 52/52, 52/52, 52/52, 52/52, 52/52, 52/52, 52/52, 52/52, 52/52, 52/52, 52/52, 52/52, 52/52, 52/52, 52/52, 52/52, 52/52, 52/52, 52/52, 52/10","1516/56, 56/52, 52/52, 52/52, 52/52, 52/52, 52/52, 52/52, 52/52, 52/52, 52/52, 52/52, 52/52, 52/52, 52/52, 52/52, 52/52, 52/52, 52/52, 52/52, 52/52, 52/52, 52/52, 52/52, 52/52, 52/52, 52/52, 52/52, 52/10",27276.0,114.0,NVIDIA RTX A6000,"_CudaDeviceProperties(name='NVIDIA RTX A6000', major=8, minor=6, total_memory=48674MB, multi_processor_count=84)",10.755452394485474,0.5428051001821493,0.0,0.0,0.0,0.0,"[0.5428051001821493, 0.0, 0.0, 0.0, 0.0]",0.5507246376811594,0.0,0.0,0.0,0.0,"[0.5507246376811594, 0.0, 0.0, 0.0, 0.0]",,
286,v0.119 - 119,1,CrossEntropy,Adam,0.0009,1,100,MainLinear,0.0002,27,75,ACI_grouped,3000,0.2,1000,-2,0,cuda,0.0005,0.0015,"[46, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 10]","[0.62, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 0.56, 1.0]",TOFD,0.5,0.5,0.05,0.03,3.0,2.0,False,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 10]",,ModelStateDict1727279595.146707.pt,10,1516,1683859,2024-10-28 14:23:41.819169,x86_64,10.652844667434692,-62.5663999999997,509952.0,800.0,200.0,2.0789504051208496,0.2021948998178506,0.1085610200364298,0.0,0.002598688006401,2.067444086074829,0.2092753623188405,0.1101449275362318,0.0,0.0103372204303741,0.0,,,,,,,,,,,0.3821182250976562,121777.0,122995.0,0.0,0.0,0.0,"1516/47, 47/43, 43/43, 43/43, 43/43, 43/43, 43/43, 43/43, 43/43, 43/43, 43/43, 43/43, 43/43, 43/43, 43/43, 43/43, 43/43, 43/43, 43/43, 43/43, 43/43, 43/43, 43/43, 43/43, 43/43, 43/43, 43/43, 43/43, 43/10","1516/47, 47/43, 43/43, 43/43, 43/43, 43/43, 43/43, 43/43, 43/43, 43/43, 43/43, 43/43, 43/43, 43/43, 43/43, 43/43, 43/43, 43/43, 43/43, 43/43, 43/43, 43/43, 43/43, 43/43, 43/43, 43/43, 43/43, 43/43, 43/10",25164.0,114.0,NVIDIA RTX A6000,"_CudaDeviceProperties(name='NVIDIA RTX A6000', major=8, minor=6, total_memory=48674MB, multi_processor_count=84)",10.780761241912842,0.5428051001821493,0.0,0.0,0.0,0.0,"[0.5428051001821493, 0.0, 0.0, 0.0, 0.0]",0.5507246376811594,0.0,0.0,0.0,0.0,"[0.5507246376811594, 0.0, 0.0, 0.0, 0.0]",,
287,v0.119 - 119,1,CrossEntropy,Adam,0.0009,1,100,MainLinear,0.0002,27,75,ACI_grouped,3000,0.2,1000,-2,0,cuda,0.0005,0.0015,"[36, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 10]","[0.49, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 0.45, 1.0]",TOFD,0.5,0.5,0.05,0.03,3.0,2.0,False,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 10]",,ModelStateDict1727279595.146707.pt,10,1516,1683859,2024-10-28 14:23:55.710310,x86_64,11.279889106750488,-66.31833600000027,379392.0,800.0,200.0,2.0291571617126465,0.2021948998178506,0.1085610200364298,0.0,0.0025364464521408,2.015277147293091,0.2092753623188405,0.1101449275362318,0.0,0.0100763857364654,0.0,,,,,,,,,,,0.3805274963378906,87746.0,88711.0,0.0,0.0,0.0,"1516/37, 37/34, 34/34, 34/34, 34/34, 34/34, 34/34, 34/34, 34/34, 34/34, 34/34, 34/34, 34/34, 34/34, 34/34, 34/34, 34/34, 34/34, 34/34, 34/34, 34/34, 34/34, 34/34, 34/34, 34/34, 34/34, 34/34, 34/34, 34/10","1516/37, 37/34, 34/34, 34/34, 34/34, 34/34, 34/34, 34/34, 34/34, 34/34, 34/34, 34/34, 34/34, 34/34, 34/34, 34/34, 34/34, 34/34, 34/34, 34/34, 34/34, 34/34, 34/34, 34/34, 34/34, 34/34, 34/34, 34/34, 34/10",22893.0,114.0,NVIDIA RTX A6000,"_CudaDeviceProperties(name='NVIDIA RTX A6000', major=8, minor=6, total_memory=48674MB, multi_processor_count=84)",11.404757738113403,0.5428051001821493,0.0,0.0,0.0,0.0,"[0.5428051001821493, 0.0, 0.0, 0.0, 0.0]",0.5507246376811594,0.0,0.0,0.0,0.0,"[0.5507246376811594, 0.0, 0.0, 0.0, 0.0]",,
288,v0.119 - 119,1,CrossEntropy,Adam,0.0009,1,100,MainLinear,0.0002,27,75,ACI_grouped,3000,0.2,1000,-2,0,cuda,0.0005,0.0015,"[27, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 25, 10]","[0.37, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 0.34, 1.0]",TOFD,0.5,0.5,0.05,0.03,3.0,2.0,False,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 10]",,ModelStateDict1727279595.146707.pt,10,1516,1683859,2024-10-28 14:24:09.381259,x86_64,11.068993330001833,-1424.6420480000015,269312.0,800.0,200.0,2.151020765304565,0.2021948998178506,0.1085610200364298,0.0,0.0026887759566307,2.1475112438201904,0.2092753623188405,0.1101449275362318,0.0,0.0107375562191009,0.0,,,,,,,,,,,0.39119553565979,61012.0,61752.0,0.0,0.0,0.0,"1516/28, 28/26, 26/26, 26/26, 26/26, 26/26, 26/26, 26/26, 26/26, 26/26, 26/26, 26/26, 26/26, 26/26, 26/26, 26/26, 26/26, 26/26, 26/26, 26/26, 26/26, 26/26, 26/26, 26/26, 26/26, 26/26, 26/26, 26/26, 26/10","1516/28, 28/26, 26/26, 26/26, 26/26, 26/26, 26/26, 26/26, 26/26, 26/26, 26/26, 26/26, 26/26, 26/26, 26/26, 26/26, 26/26, 26/26, 26/26, 26/26, 26/26, 26/26, 26/26, 26/26, 26/26, 26/26, 26/26, 26/26, 26/10",20700.0,114.0,NVIDIA RTX A6000,"_CudaDeviceProperties(name='NVIDIA RTX A6000', major=8, minor=6, total_memory=48674MB, multi_processor_count=84)",11.191532135009766,0.5428051001821493,0.0,0.0,0.0,0.0,"[0.5428051001821493, 0.0, 0.0, 0.0, 0.0]",0.5507246376811594,0.0,0.0,0.0,0.0,"[0.5507246376811594, 0.0, 0.0, 0.0, 0.0]",,
289,v0.119 - 119,1,CrossEntropy,Adam,0.0009,1,100,MainLinear,0.0002,27,75,ACI_grouped,3000,0.2,1000,-2,0,cuda,0.0005,0.0015,"[18, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 10]","[0.25, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 0.23, 1.0]",TOFD,0.5,0.5,0.05,0.03,3.0,2.0,False,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 10]",,ModelStateDict1727279595.146707.pt,10,1516,1683859,2024-10-28 14:24:22.625590,x86_64,10.622215747833252,-54.61196800000107,173056.0,800.0,200.0,2.122617721557617,0.1860147601476015,0.1047970479704797,0.0,0.002653272151947,2.119509220123291,0.2092753623188405,0.1101449275362318,0.0,0.0105975461006164,0.0,,,,,,,,,,,0.3748247623443603,37750.0,38265.0,0.0,0.0,0.0,"1516/19, 19/18, 18/18, 18/18, 18/18, 18/18, 18/18, 18/18, 18/18, 18/18, 18/18, 18/18, 18/18, 18/18, 18/18, 18/18, 18/18, 18/18, 18/18, 18/18, 18/18, 18/18, 18/18, 18/18, 18/18, 18/18, 18/18, 18/18, 18/10","1516/19, 19/18, 18/18, 18/18, 18/18, 18/18, 18/18, 18/18, 18/18, 18/18, 18/18, 18/18, 18/18, 18/18, 18/18, 18/18, 18/18, 18/18, 18/18, 18/18, 18/18, 18/18, 18/18, 18/18, 18/18, 18/18, 18/18, 18/18, 18/10",18675.0,114.0,NVIDIA RTX A6000,"_CudaDeviceProperties(name='NVIDIA RTX A6000', major=8, minor=6, total_memory=48674MB, multi_processor_count=84)",10.747945308685305,0.0,0.0,0.5239852398523985,0.0,0.0,"[0.0, 0.0, 0.5239852398523985, 0.0, 0.0]",0.0,0.0,0.5507246376811594,0.0,0.0,"[0.0, 0.0, 0.5507246376811594, 0.0, 0.0]",,
290,v0.119 - 119,1,CrossEntropy,Adam,0.0009,1,100,MainLinear,0.0002,27,75,ACI_grouped,3000,0.2,1000,-2,0,cuda,0.0005,0.0015,"[9, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 10]","[0.12, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 0.11, 1.0]",TOFD,0.5,0.5,0.05,0.03,3.0,2.0,False,"[10, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 30, 10]",,ModelStateDict1727279595.146707.pt,10,1516,1683859,2024-10-28 14:24:36.319539,x86_64,11.0958092212677,-66.26918400000068,83968.0,800.0,200.0,2.0503904819488525,0.2021948998178506,0.1085610200364298,0.0,0.002562988102436,2.037548065185547,0.2092753623188405,0.1101449275362318,0.0,0.0101877403259277,0.0,,,,,,,,,,,0.3751239776611328,15921.0,16183.0,0.0,0.0,0.0,"1516/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/10","1516/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/9, 9/10",16566.0,114.0,NVIDIA RTX A6000,"_CudaDeviceProperties(name='NVIDIA RTX A6000', major=8, minor=6, total_memory=48674MB, multi_processor_count=84)",11.225662231445312,0.5428051001821493,0.0,0.0,0.0,0.0,"[0.5428051001821493, 0.0, 0.0, 0.0, 0.0]",0.5507246376811594,0.0,0.0,0.0,0.0,"[0.5507246376811594, 0.0, 0.0, 0.0, 0.0]",,
